seqnames	start	end	width	strand	Conc	Conc_NQ	Conc_WT	Fold	p.value	FDR
XI	428907	429307	401	*	7.530619759865593	7.722054592854698	6.898556456325941	0.6083975310626744	6.371806322429035e-5	0.0019379079918560031
V	386802	387202	401	*	6.833043284343586	7.083444226875633	5.906605412650141	0.7412214379248337	7.614612311036901e-5	0.002238696019444849
VII	592673	593073	401	*	10.221567222195052	9.980525033641218	10.691104584434097	-0.5473040075012368	8.753480635647755e-5	0.002490506426013329
XV	170206	170606	401	*	9.008074086246904	8.692829387044863	9.584076956228971	-0.6235725692150179	1.0092139997354622e-4	0.0027816460867708674
XIII	653234	653634	401	*	10.100568013653865	9.900776499629306	10.50471805480381	-0.4854650723737123	1.2818431797572267e-4	0.003426017225896588
IV	955121	955521	401	*	9.907435497778678	9.675120887340436	10.363537076263944	-0.5307423799580957	1.3498354474354168e-4	0.0035016319548177577
XVI	455067	455467	401	*	9.512422773547057	9.310384203444839	9.920261366806974	-0.4887962519388668	1.42718416275456e-4	0.0035965040901414914
XV	472312	472712	401	*	6.9578399125799795	7.1726568763400325	6.217524196773303	0.6321974083576801	1.855323200585157e-4	0.004545541841433635
V	335408	335808	401	*	10.05626723404171	9.798185345944118	10.551453435887678	-0.5531034939004109	1.94822994644873e-4	0.004644158953426432
II	5716	6116	401	*	10.046321388671533	10.23663051353624	9.419227963599091	0.5719234750723446	2.600301981682496e-4	0.0060354377574841096
VIII	379558	379958	401	*	8.800425142626313	8.482317845254483	9.380277455009493	-0.5959174410213974	2.8577269413045207e-4	0.00646285939033484
XII	783572	783972	401	*	10.39582865236053	10.147098774620424	10.877031864888783	-0.5268608585748457	3.997747399250127e-4	0.00881503301534653
XIII	67963	68363	401	*	6.867976672194134	7.066519492536043	6.2040388708918845	0.5724751929662271	4.10734452404569e-4	0.008835799683434875
XIII	158946	159346	401	*	7.37701615656144	7.556864192423134	6.795127498079386	0.5423737694620615	4.4828495539534397e-4	0.009413984063302223
VII	1072624	1073024	401	*	7.198765357549855	7.4256752074051775	6.398355990933352	0.6102541106331203	4.7664243645095317e-4	0.009776712301156761
XII	36689	37089	401	*	8.216110238778331	8.457521781056633	7.339453843014338	0.632720818626807	4.934579085327938e-4	0.009891588075589186
XV	87141	87541	401	*	6.681883376886669	6.907142145783388	5.889858010069072	0.6062198244502632	5.150907362198542e-4	0.010095778429909144
XV	882071	882471	401	*	10.142491791667501	10.000963506686492	10.44537141687135	-0.3776419300634803	5.732003146379555e-4	0.010990492989362539
XIII	923997	924397	401	*	9.90154632348763	10.068504158826073	9.373053199223701	0.49998443693779965	6.997894596262686e-4	0.012934088564816253
XI	614817	615217	401	*	9.182882500903132	8.857412702167819	9.772553788925547	-0.5692278872965701	7.038959763165307e-4	0.012934088564816253
I	189808	190208	401	*	9.912298004433413	9.680781823291037	10.367160075066746	-0.4917944359127028	8.281848758597152e-4	0.014837522971890752
X	360681	361081	401	*	9.228772824976273	9.027637222615564	9.635131016297436	-0.4600183986894837	8.411294201752127e-4	0.014837522971890752
III	78130	78530	401	*	8.253077537871443	7.592816375385127	9.19274844019049	-0.6216169876910398	9.255371831309165e-4	0.015863507409478617
VII	987250	987650	401	*	10.008073520595831	9.818532848720222	10.395202042313432	-0.44184912381216895	9.530662794367016e-4	0.015863507409478617
V	441996	442396	401	*	10.281690623585414	10.103874540450436	10.648949225610107	-0.42836625715681825	9.532493114539307e-4	0.015863507409478617
XVI	40274	40674	401	*	9.483743802853969	9.141106572390779	10.095864025944948	-0.557527365223754	0.0011263204689017864	0.01821238122525414
XIV	112547	112947	401	*	8.320167679433592	7.9816458315511145	8.92696240132507	-0.5521356365742986	0.001166117687718425	0.01821238122525414
IV	835845	836245	401	*	9.358263731928476	9.226356299554269	9.643298813356708	-0.35321622972604255	0.0011940163164405482	0.01821238122525414
XV	779567	779967	401	*	9.449157233097774	9.257784921665069	9.83935087994711	-0.44177674719995147	0.0011992268033606877	0.01821238122525414
V	261428	261828	401	*	8.694672022183921	8.493207730140806	9.101569378390252	-0.44985890757143543	0.0012147892280826714	0.01821238122525414
VII	547312	547712	401	*	9.933133503433728	9.76176314841961	10.289280672620611	-0.4145358882303795	0.0012182885400113315	0.01821238122525414
XIII	773966	774366	401	*	10.518304570242854	10.2834536400175	10.978332031792595	-0.4835274724617974	0.0012904786511695064	0.01857031640962603
XIV	6610	7010	401	*	9.69250437051761	9.839672293547457	9.24146632435031	0.4470422228375776	0.001318412027929991	0.01857031640962603
XII	108243	108643	401	*	8.729325691607817	8.596276818826615	9.01649572384881	-0.35519238819803617	0.0013344795976565006	0.01857031640962603
III	287	687	401	*	9.604575034770948	9.769567647734277	9.084010822175147	0.48052147785653254	0.0013373834876663272	0.01857031640962603
II	604100	604500	401	*	6.73874432840277	6.952613720443839	6.003012594861227	0.5412858624426677	0.0013603433424787513	0.01857031640962603
XIII	540328	540728	401	*	10.127208974293955	9.948315220597465	10.496312176865025	-0.4222225746017399	0.001372245030597239	0.01857031640962603
XII	424027	424427	401	*	10.13429100594432	9.97774791146196	10.464355272563385	-0.3919795960335332	0.0014059838858121905	0.01857031640962603
X	578813	579213	401	*	7.5079525777665355	7.186595785064739	8.092152990150819	-0.539802388727279	0.0014106702941552654	0.01857031640962603
XIV	440847	441247	401	*	9.615111128245648	9.408380850316783	10.03060253789892	-0.4525536029400191	0.0014643448482190074	0.018993414060723007
XIII	353043	353443	401	*	9.211474224412644	8.992041115887483	9.647361822261797	-0.4675219297873026	0.0015138259237951028	0.019350644417206967
XII	1071442	1071842	401	*	9.38557623449333	9.148424051365053	9.849150562407019	-0.4747177080058097	0.0017696998664078344	0.022298218316738713
XIII	482534	482934	401	*	9.784402691249964	9.563162556159815	10.22315400740942	-0.46121088592546894	0.001863557562533065	0.023150109438791033
II	341547	341947	401	*	8.7013773252009	8.569961506911941	8.985491395795163	-0.3519551045245931	0.0019243646802559419	0.023573467333135287
VII	625242	625642	401	*	10.125804973995532	9.977534697964956	10.440989561731664	-0.37353998167980806	0.001996893600243983	0.02412685144404374
XV	288247	288647	401	*	7.005588133280963	7.181512179555351	6.440215089562729	0.48213424395774374	0.002110319652081657	0.025152728826162454
VII	413166	413566	401	*	9.90117806626537	9.658109131090018	10.373806175106786	-0.4728308317924361	0.0022255071888683986	0.026171964541092368
IX	268007	268407	401	*	9.006429965528174	8.767406648047485	9.472877660591095	-0.46777290662935006	0.0023962371391560997	0.02766817283591588
XV	631763	632163	401	*	7.080474568667642	7.256053812256674	6.516541631531432	0.4770951750542128	0.002433965059375067	0.02766817283591588
IX	165924	166324	401	*	7.536593552784814	7.738152922890051	6.8588642570378955	0.5075542033083174	0.0024618548730917134	0.02766817283591588
VII	581588	581988	401	*	8.397926011170256	8.225995314807578	8.755044503055698	-0.40378952116487493	0.0024782150272532363	0.02766817283591588
XII	789809	790209	401	*	8.066500444500535	8.25095936995202	7.4649017326876805	0.48605865898012124	0.002607714293908386	0.02852002304231992
XVI	769107	769507	401	*	6.126722363797887	6.353923283605093	5.324828913290884	0.5186430423870615	0.002619185789600809	0.02852002304231992
XV	978638	979038	401	*	10.504177884289962	10.332655248385635	10.860589126568303	-0.4006056274795641	0.002724377327219012	0.029303668324477665
IV	802478	802878	401	*	6.824728094041558	7.009519043390531	6.221697188382183	0.48084866928137804	0.002817355484142234	0.02993864502425844
II	628451	628851	401	*	9.22816492391101	9.108484892923096	9.490021376453784	-0.32201044919546234	0.0029531922668351346	0.031008518801768914
XVI	824998	825398	401	*	7.566334194744795	7.270292744743603	8.116042390819755	-0.4893636914058762	0.003091779089646994	0.032081754789042925
XV	438515	438915	401	*	6.793676745956778	6.955436996359729	6.286036626953239	0.44724078272596923	0.00315623780058373	0.03236978767575407
XV	671013	671413	401	*	10.085845415545949	9.881733784225952	10.49707353155098	-0.4289103046831674	0.0034394764415004043	0.034743891012291216
XVI	695030	695430	401	*	7.678587211538147	7.809715267585492	7.286688301201647	0.40140584583946204	0.0034665106678930012	0.034743891012291216
VII	397902	398302	401	*	9.389084158509071	9.231171853461728	9.721588220990004	-0.37692989457064807	0.0036132780191892163	0.035807991156459426
XV	424176	424576	401	*	8.81913028889841	8.594215746760295	9.26367622085319	-0.44032948063353927	0.003964616041180963	0.03885323720357344
IV	1194983	1195383	401	*	7.459020377982689	7.59761396225657	7.039978928768431	0.4075834304032644	0.004066402028267329	0.038986039634775205
XIV	426979	427379	401	*	9.083070904837422	8.901957509771242	9.455961628395551	-0.40400987086131496	0.004087811261900027	0.038986039634775205
II	770539	770939	401	*	7.113635239356	7.279276384450479	6.590460457843344	0.4437535057944222	0.004110772886659971	0.038986039634775205
IV	226906	227306	401	*	7.436724140944607	7.640700263221107	6.747828583461739	0.47994602644454837	0.00435813964013999	0.040604808175942496
IV	909393	909793	401	*	7.599480701322214	7.743542822521724	7.16013665257654	0.41238673081714133	0.004373533760447321	0.040604808175942496
II	101209	101609	401	*	7.128230319021892	7.278642126886953	6.66484905951536	0.41838948866921655	0.004690548933937393	0.04280595965472927
IX	249000	249400	401	*	10.21624663070749	10.029124124061644	10.599312528522375	-0.40394763377463755	0.004751419487850656	0.04280595965472927
VII	-77	323	401	*	9.265852573161155	9.4119154907581	8.818988864894546	0.412657142953741	0.004756217739414363	0.04280595965472927
XVI	643449	643849	401	*	7.001826726290822	7.159215593451646	6.5114375003884355	0.4332481195384478	0.004922417774039176	0.043256547815250866
XVI	431751	432151	401	*	10.179414089182048	10.014166877684076	10.524879454984083	-0.38027953125449665	0.0049406423701331935	0.043256547815250866
IX	177453	177853	401	*	9.776178795567565	9.638836526671058	10.071336011392226	-0.3458569731427924	0.004957816418750329	0.043256547815250866
IV	599894	600294	401	*	10.27886317987778	10.099950024175142	10.647999557775787	-0.3943773630223987	0.005002457910607243	0.043256547815250866
V	117783	118183	401	*	9.580627968934659	9.419623314919358	9.91861867846258	-0.37457895559655235	0.005337880785416766	0.045708843230462017
XV	683572	683972	401	*	7.098372488143715	7.246102712493643	6.645204379918809	0.4005770897095314	0.005926668321053376	0.0502627063381642
X	195404	195804	401	*	9.843221359824776	9.641141615299084	10.251127399654397	-0.40870687382356163	0.006049448915529771	0.05081537089045007
X	639376	639776	401	*	9.723502547393066	9.570041299732585	10.048051611690859	-0.36159588274108384	0.006216458669047911	0.05141496291227663
XII	322989	323389	401	*	7.462356668045215	7.63679857273189	6.903161357169027	0.4385327915504784	0.006237416135616325	0.05141496291227663
XIV	480770	481170	401	*	8.196796438147613	7.918532791962692	8.721404668784418	-0.4468838403797496	0.006375723226953147	0.05154025289554443
IV	884301	884701	401	*	7.324216801352578	7.488060728140025	6.808262023962243	0.4269851890089809	0.0063930691284997815	0.05154025289554443
XII	489411	489811	401	*	9.53994894652454	9.393759198670631	9.85135362136066	-0.3497166661864365	0.006453157906941249	0.05154025289554443
XII	633285	633685	401	*	7.342165208845214	7.055002366882113	7.879431200809979	-0.44849764490063754	0.006530444324669231	0.05154025289554443
XI	99553	99953	401	*	10.074449139865083	9.894696929440338	10.445019054658415	-0.3899310660842612	0.006544794018481833	0.05154025289554443
XV	241148	241548	401	*	7.354654026783834	7.110486524782071	7.828952854496955	-0.4350299666417158	0.0066534967381087036	0.05193260285851218
VII	823402	823802	401	*	7.676079403449066	7.811916543537757	7.267135562892291	0.39061826973141406	0.006725402105120861	0.05203337418172455
XI	571048	571448	401	*	7.134625604978206	7.304429777442202	6.5945514186296466	0.43046475207850743	0.0070411108055514855	0.054002258526055745
IV	1150567	1150967	401	*	7.010764589042691	7.187547059173268	6.441798486263103	0.43290670928521835	0.007311668414396037	0.055593892599114694
XVI	246346	246746	401	*	6.438518349651902	6.6438139609933256	5.743481643841534	0.4484597330117357	0.007376319508498092	0.05560610091021639
X	374310	374710	401	*	7.059022149922716	7.208974919381694	6.597395683508717	0.4092978757219197	0.007591662239558401	0.05674445843466533
XV	1084090	1084490	401	*	3.547104631380135	3.8956944221368217	1.888346071990298	0.3440907958273327	0.008004099045381779	0.059324498806947304
XI	322412	322812	401	*	9.61238876170107	9.47004922301887	9.916757646179216	-0.34051583544956193	0.00824155596068118	0.06057543631100667
XV	461822	462222	401	*	7.555993780645777	7.716250900331011	7.054314709231193	0.4087535333852106	0.008628177165036189	0.06289299388067701
XIII	768139	768539	401	*	6.7594562465591785	6.933496798718711	6.20192818842174	0.42145663292820995	0.008799380100614665	0.06341978428115082
XIII	625877	626277	401	*	7.728085825376939	7.881051646745902	7.254891743529915	0.40022575498795804	0.00889080490079387	0.06341978428115082
XVI	214578	214978	401	*	10.11022117066949	9.962251771862645	10.424860072263572	-0.3469704503958532	0.008916160148370409	0.06341978428115082
XI	518592	518992	401	*	8.71700608679661	8.205508136099459	9.5212792176298	-0.4221709016365609	0.009247042998507085	0.06508801158379934
IV	538965	539365	401	*	10.048229703109662	9.877486171307634	10.40328908358114	-0.36955913847608085	0.009298287369114193	0.06508801158379934
XI	362070	362470	401	*	6.610148083706889	6.79601737066619	6.002453625950921	0.4220318955067297	0.009613842406400784	0.06676700001925584
IV	125171	125571	401	*	6.663771438593918	6.847327839583397	6.066056960148398	0.4205992350806302	0.009918405344509655	0.06834401182701184
IV	431884	432284	401	*	8.09732554423818	7.836360216094014	8.596777722639066	-0.4154333225176478	0.010455501340314475	0.0714864510244757
XV	79848	80248	401	*	9.010578228061044	8.898653228392755	9.257434613945867	-0.2916915526426677	0.010675424838652813	0.07223926523835443
IV	130513	130913	401	*	7.889064636676104	8.014484285790417	7.517488377704805	0.3559154288374641	0.01072941467825899	0.07223926523835443
XII	370579	370979	401	*	9.868614022375356	9.736957991342678	10.15317823045706	-0.3212236443376941	0.01104569040263323	0.07313741244526961
XVI	591189	591589	401	*	7.749316731680769	7.556528069787598	8.141873429292795	-0.376447441180642	0.011103199731392751	0.07313741244526961
XVI	207508	207908	401	*	7.744305637750745	7.916871831263543	7.192881744536077	0.4087235021251778	0.011111579668555702	0.07313741244526961
IV	1011596	1011996	401	*	9.502534156594788	9.343073086031882	9.837790218047566	-0.35307983914053714	0.01119861703089211	0.07316429793516178
IV	1161764	1162164	401	*	9.873887162176384	9.691588016686826	10.248794762547147	-0.37276905328032456	0.011301122597870434	0.073183547569402
IV	867526	867926	401	*	7.916585324251549	8.039117126330622	7.555151978820358	0.35520467545685175	0.011367512490938859	0.073183547569402
XV	976259	976659	401	*	7.061521664820897	7.207376697029735	6.615441572801778	0.3840208924689733	0.011850228731288024	0.07573841841301476
X	173158	173558	401	*	8.792382896027762	8.970677145689047	8.217061949558811	0.4077956253498579	0.01197812458797826	0.07600507832084047
XIII	279838	280238	401	*	6.894698876839965	7.074717033398977	6.312088883483041	0.40244548160777965	0.012730580121025962	0.08020265476246356
XII	818735	819135	401	*	8.323413278490587	8.456558685698925	7.9242438417271375	0.36308770089015374	0.012826336873644838	0.08023283065641665
IV	217185	217585	401	*	7.326264838465619	7.45535332360818	6.941669224969737	0.3521129069540699	0.01302391395181096	0.08052073540873529
IV	1385718	1386118	401	*	6.934317453058629	7.1018084454630825	6.403663839227511	0.39290841147352723	0.01305494916490833	0.08052073540873529
VIII	50594	50994	401	*	7.924324616621177	8.047968892703532	7.558994797874294	0.35303521160823687	0.013268249487359472	0.08108321477753895
VII	205980	206380	401	*	6.825728254735728	7.035234238493916	6.110880848633381	0.4088212974166155	0.013330006964561393	0.08108321477753895
III	50487	50887	401	*	9.656055407662969	9.496152195991572	9.992095605546432	-0.35076389216499204	0.013477224768167147	0.08121049806292274
X	115724	116124	401	*	7.37922144023999	7.4994213735955215	7.0259118695888585	0.33952218377485094	0.013535083010487123	0.08121049806292274
II	466238	466638	401	*	9.381127140260862	9.253703267834894	9.65772898061688	-0.31065554444441984	0.013668196772666832	0.08131955842591904
XII	444949	445349	401	*	7.9935261165477955	7.7289225997452915	8.498330877397905	-0.4002942363942517	0.013737657829321924	0.08131955842591904
VI	54989	55389	401	*	7.662788899215025	7.787118259116035	7.295052807804021	0.3502205424130635	0.014207938485316998	0.08349036225604677
XIII	901278	901678	401	*	7.418754944137203	7.555611497909632	7.00608718896748	0.3589455911666626	0.014293701474674672	0.08349036225604677
VIII	341543	341943	401	*	8.102381784268553	7.881889261420344	8.539949432532415	-0.3839938226840677	0.014870261924272602	0.08628665142900285
VI	224894	225294	401	*	10.258428760435793	10.138655483576517	10.520464139503872	-0.2994261544426895	0.015393940574525436	0.0887415397825584
IV	930531	930931	401	*	8.11699510105643	8.2383600787776	7.759634102987483	0.3454704099436485	0.015574085059988115	0.08917960370244049
VII	1026491	1026891	401	*	7.567870537192584	7.70029624826503	7.171300256292258	0.3549871477880778	0.015672152578093283	0.08917960370244049
XVI	645308	645708	401	*	10.134417086430128	9.981022795121865	10.458845961783792	-0.33730140595196273	0.015977684655033447	0.09033537093422757
VII	856708	857108	401	*	10.015709616143903	9.899638163913515	10.270615645431667	-0.29382620973999474	0.016466091314097125	0.09250377413397239
XVI	810437	810837	401	*	6.366029934112159	6.519166655763294	5.892176221800282	0.37502879857269256	0.01657421253531296	0.09252186997560778
I	138941	139341	401	*	7.167344032688074	7.296982262529703	6.780784544889324	0.35273265263825776	0.016731684242779522	0.09281349372409772
V	460023	460423	401	*	7.3094130162156175	7.049706300552542	7.80700570880722	-0.38354318268825516	0.018289671025504255	0.1008218115280922
IV	1266871	1267271	401	*	7.462534449807001	7.599135622837531	7.050800749570193	0.35370277354614904	0.018796073672897633	0.10296979490370009
XIV	495068	495468	401	*	8.946790083025654	8.843264951072456	9.17712847699255	-0.2738663133108044	0.0194359098740939	0.10539329566577783
XI	171296	171696	401	*	7.9972514127332115	7.873952071235188	8.266028170567596	-0.303611920153409	0.01947744579764375	0.10539329566577783
V	194682	195082	401	*	8.492480422535987	8.371839090695033	8.756179866445613	-0.29352208643209954	0.019652504178499442	0.10569212613071041
X	617814	618214	401	*	7.310504803690561	7.447959432996328	6.895646569864396	0.35448122274558236	0.01997764724964616	0.10678960529810856
XIII	457993	458393	401	*	7.3269006054512165	7.106485934682799	7.764344902150787	-0.3665279386109325	0.020745391742735358	0.11022551516320836
X	60156	60556	401	*	7.086553041660801	7.211058378645299	6.718198019260972	0.33069683821352586	0.021057389004746126	0.1112132760609945
IX	77645	78045	401	*	6.336911356725051	6.511859969131901	5.775607719175678	0.3718744458436045	0.02122949963673601	0.11145487309286406
XVI	502691	503091	401	*	9.913349014482737	9.765834829640134	10.227161707918196	-0.32212662981988466	0.02178142838334808	0.11367585700658583
III	137041	137441	401	*	8.06589916783513	8.18229846296425	7.725705239997952	0.3200989073625877	0.022109724061589044	0.11471045071953845
XIII	91654	92054	401	*	8.66428054727193	8.778650343735492	8.331027689789886	0.3196325293706306	0.022463174806815974	0.11586269110884029
VII	1050222	1050622	401	*	8.285088663038161	8.411729621792732	7.90919512659964	0.3328102178750727	0.02263353999226161	0.11606268763473687
II	415312	415712	401	*	8.934272648500444	8.809633018225332	9.205599323942922	-0.2998812270709618	0.022901238582609187	0.11675660364081678
XV	216326	216726	401	*	9.826143953175531	9.677521060402553	10.14196765714531	-0.3218031707579736	0.023294621411830977	0.11771395630801378
XV	968109	968509	401	*	9.46946921719501	9.357585924169534	9.716244290114622	-0.2809046638550904	0.023355943711907495	0.11771395630801378
IV	359444	359844	401	*	6.893090173589543	7.023947449834116	6.502163598360123	0.3364583420208193	0.02396640433342672	0.11919169214605607
XIII	826505	826905	401	*	6.702950691470551	6.8924578309409075	6.079385175096632	0.3654831468892428	0.024030866408264098	0.11919169214605607
VIII	55887	56287	401	*	9.404181341804437	9.257567531782158	9.71635770137638	-0.31872678277913535	0.024054559185938754	0.11919169214605607
XI	146820	147220	401	*	7.674273345054943	7.7934871177884455	7.324381720838284	0.3200554522036214	0.025309047380640624	0.12299517116731122
XVI	822073	822473	401	*	8.250631889078633	8.049506624528183	8.656973117549837	-0.3498469370174777	0.025314224462848124	0.12299517116731122
XIII	754245	754645	401	*	8.573321577519332	8.469679450149203	8.803892006427022	-0.26915527515010546	0.025357727066883894	0.12299517116731122
XIV	355337	355737	401	*	9.584646708357704	9.46154746870094	9.853042179248595	-0.29271399040766916	0.025463334370623817	0.12299517116731122
VII	197139	197539	401	*	9.61927100977824	9.518213823576321	9.844701650953004	-0.2619696753660405	0.02551940626260539	0.12299517116731122
XIII	431581	431981	401	*	9.541693413279402	9.395662091075263	9.85280962976163	-0.31494877001531923	0.025768227732501627	0.1235194394568828
XVI	163626	164026	401	*	6.679948844900458	6.849305399029635	6.14170360029184	0.35732134417161265	0.026035080441793354	0.1241240051333067
XIV	663792	664192	401	*	8.761111156251902	8.653801339050025	8.998927306604793	-0.2740447351475482	0.026688430217189103	0.12655481425570317
VI	74700	75100	401	*	8.22242093801074	8.324362657272353	7.930754177384657	0.2944884425967939	0.026968434284528865	0.12717136081519595
VII	788232	788632	401	*	8.739903808398635	8.622620813505216	8.997149045978817	-0.2871932548444004	0.0271068206726268	0.12717136081519595
XII	493325	493725	401	*	8.484393984981184	8.294632420657308	8.871892707354291	-0.33929709795983987	0.027882792298126347	0.12901889515101045
VII	310557	310957	401	*	7.008513269027931	7.147175740432642	6.589218311911279	0.33401036450008925	0.027958231323055652	0.12901889515101045
IV	1090037	1090437	401	*	6.857519725749169	7.017243718945241	6.357947513595146	0.34935262147603297	0.027995589981445527	0.12901889515101045
VII	115428	115828	401	*	7.388649975954959	7.507510852285461	7.039978928768431	0.31730350090611376	0.02808574588321316	0.12901889515101045
XIII	556972	557372	401	*	9.21471252224429	9.105690095879147	9.455893329039599	-0.27313381745059295	0.02905335819717628	0.13223229224146454
II	490473	490873	401	*	8.964148079863836	8.761910297296648	9.372312949855587	-0.34256820250420583	0.029085107363768847	0.13223229224146454
II	60791	61191	401	*	7.489217522738159	7.6236976972481045	7.0852117444738685	0.3344458700740465	0.02963275230332633	0.13403121811042987
IV	894081	894481	401	*	9.55907868387946	9.456038985608995	9.788453725768912	-0.26235463731548175	0.02983994672621212	0.13427976026795455
V	42042	42442	401	*	9.585303562379078	9.398361969496511	9.968064782337315	-0.33471142135661114	0.030192254736145605	0.13517547551918999
VI	95584	95984	401	*	9.704910896282636	9.540672076678545	10.048605142483963	-0.3224629507392152	0.03109410663024729	0.13811266858059043
XV	770160	770560	401	*	9.442378598061484	9.291961895881688	9.761446785357778	-0.31276227574251053	0.031196483477665685	0.13811266858059043
IV	976433	976833	401	*	9.724599992604924	9.59094919009023	10.012893924504157	-0.2982097769338843	0.031318065437775607	0.13811266858059043
XV	988694	989094	401	*	9.746268306207414	9.568476484631173	10.113485337776261	-0.32868847070959334	0.031619375512883345	0.13874770747444332
XIII	861035	861435	401	*	8.246035964602553	8.366227601254153	7.892755193161889	0.31593391984127944	0.03195354597046995	0.1394561882213865
VII	185575	185975	401	*	7.0503941950287805	7.177271416678934	6.673663563029527	0.3175737940499558	0.03209705919381118	0.1394561882213865
XV	1003632	1004032	401	*	7.507224494172949	7.6314422045289305	7.139880909885079	0.3187010973817961	0.03242685640695642	0.14019846740654685
XV	796863	797263	401	*	7.862357839513029	8.007531342598364	7.418842975170198	0.3315337597869432	0.03264964268110077	0.1404730968035653
XIII	831338	831738	401	*	6.828525579107159	6.951712216689047	6.464800291035337	0.3174783601645234	0.033715955333185305	0.14435666312557982
XIII	551262	551662	401	*	9.151843716483661	9.039554413304451	9.399410068627564	-0.27319141263049607	0.03462569092900343	0.14667104634799472
V	250144	250544	401	*	7.060341458247588	7.179835063587845	6.709481018582795	0.31181979732171755	0.03474456473327398	0.14667104634799472
V	280846	281246	401	*	8.57954464408635	8.673230062695275	8.31466544576101	0.2764368019584034	0.0347553839985611	0.14667104634799472
XV	274417	274817	401	*	7.651279371002124	7.759204433811186	7.339785764922466	0.29159111827177536	0.03522952695512926	0.14795637911312529
IX	102273	102673	401	*	7.441888685218453	7.58141065618725	7.019425957854872	0.32328768082011766	0.03539546030937578	0.14795637911312529
