seqnames	start	end	width	strand	Conc	Conc_SIR	Conc_WT	Fold	p.value	FDR
VI	4718	5118	401	*	9.70948883195522	9.852688136759204	9.053794909976817	2.629476207937625e-4	0.06634714443181643	0.9996323412769806
XIV	783697	784097	401	*	9.243758215594958	9.42401124105606	8.339239606431441	1.9178906688852872e-4	0.06762774963265464	0.9996323412769806
IV	811738	812138	401	*	8.354132653759766	8.400084777802103	8.180691366141911	9.379431859064635e-4	0.06861728513707568	0.9996323412769806
V	261406	261806	401	*	8.437393519287783	8.29582418873628	8.845709959923461	-3.74439557344121e-4	0.06958249453095455	0.9996323412769806
VII	84238	84638	401	*	6.61804741801969	6.686340741333301	6.349813371834081	5.435443100097472e-4	0.07019400634464788	0.9996323412769806
III	299004	299404	401	*	7.552542321142663	7.689941667981919	6.931670838063919	2.61689384561614e-4	0.0733471209651127	0.9996323412769806
XII	1064751	1065151	401	*	9.817665413913373	9.970935325852661	9.099084290826296	2.2775795859202486e-4	0.07417514196933066	0.9996323412769806
VII	328392	328792	401	*	6.2977769704558515	6.2006053513934285	6.594059407799028	-4.8508598579834677e-4	0.07470473388652511	0.9996323412769806
III	238416	238816	401	*	7.637065011557793	7.8258189421519795	6.6678220488656565	1.6652876230891206e-4	0.07815938736120222	0.9996323412769806
XII	954373	954773	401	*	9.976505631604823	10.074245341419738	9.570414567256845	3.8394274304263384e-4	0.07897463334899098	0.9996323412769806
II	554692	555092	401	*	8.6551021889179	8.288552461954886	9.491249827157795	-1.5925644858638468e-4	0.07956138085259265	0.9996323412769806
XIII	347069	347469	401	*	8.703926334249418	8.620865220419782	8.961922361745433	-5.336161791659661e-4	0.08235446909092095	0.9996323412769806
XI	666319	666719	401	*	9.74677423238853	9.8722765120719	9.194393372324026	2.760668519669456e-4	0.08305096413514773	0.9996323412769806
VII	516280	516680	401	*	6.794459721053756	6.661527628944689	7.181914556339738	-3.547941236351521e-4	0.08431591850851489	0.9996323412769806
IV	909397	909797	401	*	7.122476147932713	7.183102538326755	6.887646488298028	5.766402601936583e-4	0.08710447166744008	0.9996323412769806
II	373077	373477	401	*	8.01438697324188	7.880299634251596	8.404656903954507	-3.4398308667306333e-4	0.08749988609271844	0.9996323412769806
II	381298	381698	401	*	9.373891625766474	9.264160251545112	9.703116139769136	-3.9918193005316195e-4	0.09253514355061773	0.9996323412769806
IX	54078	54478	401	*	9.054174544253167	9.188862606941727	8.449250640034009	2.3750456464354905e-4	0.09345561313467066	0.9996323412769806
X	223905	224305	401	*	6.635485318750613	6.531237146414365	6.95045596874404	-4.3721439630316965e-4	0.09444292292402372	0.9996323412769806
X	360687	361087	401	*	9.129880688504231	9.05691853980475	9.359598844849216	-5.582175521344203e-4	0.09524025578999462	0.9996323412769806
XI	92282	92682	401	*	8.600446990992106	8.478854441181483	8.959851720367894	-3.5262450272346415e-4	0.09640386212140567	0.9996323412769806
XIV	6569	6969	401	*	9.583869732090848	9.724418674177212	8.944210098422527	2.1630112867588184e-4	0.09978198835197234	0.9996323412769806
IV	769076	769476	401	*	8.905282547860057	8.941736324662607	8.76991174834583	9.575216134317144e-4	0.1022871793962226	0.9996323412769806
VI	74694	75094	401	*	7.9075658114036775	7.9720184956425095	7.656184074970172	5.193033621755133e-4	0.10419493006003151	0.9996323412769806
VII	581587	581987	401	*	8.240199332401401	8.164537964257745	8.47754942878621	-5.12598197046567e-4	0.10553601438211539	0.9996323412769806
V	354825	355225	401	*	7.989316794389798	8.057310073914765	7.722408044136747	4.794297006562459e-4	0.10607651027383277	0.9996323412769806
X	220209	220609	401	*	8.890601264415787	8.930233707966984	8.742629285182263	8.881497034709566e-4	0.10832861415520907	0.9996323412769806
XVI	382914	383314	401	*	7.617241171036937	7.68674078573792	7.34366381102372	4.6632615743116373e-4	0.1121629014021936	0.9996323412769806
VIII	556471	556871	401	*	9.053248671125203	9.219033258683405	8.251828554457383	1.6166181659240197e-4	0.11313678843798278	0.9996323412769806
XI	514395	514795	401	*	8.042306408339067	7.927552155602044	8.384418899344379	-3.3618532086752897e-4	0.11713734635165016	0.9996323412769806
XIII	282919	283319	401	*	9.029476637520775	9.119787494060763	8.659698662503308	3.336136091608764e-4	0.11740071716287619	0.9996323412769806
V	6083	6483	401	*	7.642099100682147	7.696591203312884	7.433326325847289	5.4388614173921e-4	0.11768475544132467	0.9996323412769806
IX	122127	122527	401	*	6.863305204517427	6.794934218237514	7.0799153276181945	-5.684914297960476e-4	0.11815399293595778	0.9996323412769806
IV	644966	645366	401	*	7.139180339051021	7.213209087724347	6.845321922300833	4.085888482600567e-4	0.11954140863341499	0.9996323412769806
XIV	392444	392844	401	*	6.6768636095224005	6.5565247353606955	7.0331197122569495	-3.288022808173131e-4	0.12131058245995324	0.9996323412769806
II	702776	703176	401	*	6.291681536189928	6.4245749431798425	5.697201265108311	2.048095021469787e-4	0.12138293738496915	0.9996323412769806
XV	1084087	1084487	401	*	2.6921858915084704	2.8947030582070656	1.610678670675112	1.0209848088087098e-4	0.12165579749825972	0.9996323412769806
I	-47	353	401	*	10.056419919714402	10.184998652620639	9.486690908633827	2.1227245772762376e-4	0.12307485265051751	0.9996323412769806
XVI	381358	381758	401	*	6.810635457414159	6.868242022346567	6.588705909264317	4.621040687428508e-4	0.1285587073779195	0.9996323412769806
XIV	739106	739506	401	*	7.46271740976916	7.5476825023715985	7.1184039586479955	3.321279379740118e-4	0.13130124030443097	0.9996323412769806
XII	871369	871769	401	*	7.198369519165843	7.307620518107662	6.733749102466318	2.471756004374347e-4	0.13150484699332998	0.9996323412769806
XV	479870	480270	401	*	8.398067108102657	8.288588066645008	8.726639935394488	-3.1126329055292996e-4	0.13397288584599135	0.9996323412769806
VII	156138	156538	401	*	8.12051717842712	8.02088120632096	8.423345570392161	-3.4818514194809324e-4	0.13438555299349916	0.9996323412769806
XI	171311	171711	401	*	7.8364827920169375	7.782371182584514	8.011329148928041	-5.838817472376719e-4	0.1345631251927686	0.9996323412769806
XIII	26023	26423	401	*	8.473085985689496	8.577833662743226	8.031702231109872	2.5429991625082216e-4	0.13482162560058125	0.9996323412769806
V	474491	474891	401	*	7.446427147334406	7.561399170127837	6.951628761069189	2.266675197691592e-4	0.13654962766048573	0.9996323412769806
XV	292074	292474	401	*	6.338437963039358	6.414721878289152	6.0343496775349506	3.552298476611736e-4	0.1379351267683577	0.9996323412769806
IV	1493075	1493475	401	*	6.792406365387095	6.849412635711704	6.573024277416	4.799062436133755e-4	0.14197095150062042	0.9996323412769806
XIV	426998	427398	401	*	8.794314070413646	8.668286915947196	9.16477981851791	-2.684120779204214e-4	0.1427966393062791	0.9996323412769806
VI	54984	55384	401	*	7.228971495918133	7.2858474594362335	7.010141655239068	4.493119354132026e-4	0.14381139413577146	0.9996323412769806
XV	796851	797251	401	*	7.3489215705656905	7.404138772919096	7.137098903280301	5.016770488314222e-4	0.146666012749265	0.9996323412769806
IV	1429082	1429482	401	*	9.604997154869887	9.65466299976681	9.416323370608799	5.607387571304282e-4	0.14858666625354264	0.9996323412769806
XII	416847	417247	401	*	8.051646950256844	8.14806493987512	7.652097603991932	2.6043597099351026e-4	0.14897558457152055	0.9996323412769806
II	338497	338897	401	*	7.880153517546338	7.74837579679804	8.26478763420466	-2.4361188229384445e-4	0.15108597310465352	0.9996323412769806
XV	384926	385326	401	*	8.511929379405277	8.416132943781722	8.804541136266792	-3.25459905657392e-4	0.15248221604693774	0.9996323412769806
IX	258288	258688	401	*	6.7538326102783435	6.685920888875301	6.969122620022303	-4.4580249357290084e-4	0.1533767027930976	0.9996323412769806
IX	257138	257538	401	*	8.520842569668384	8.480354663886263	8.654220372673159	-6.770318145118789e-4	0.16072185780214457	0.9996323412769806
XVI	942437	942837	401	*	7.106955591999822	7.193825951730184	6.753628663001263	2.6938020660738143e-4	0.16334832212035988	0.9996323412769806
XVI	40291	40691	401	*	9.576942191887397	9.502235565845492	9.811599034344882	-3.87029300357308e-4	0.16410308259457598	0.9996323412769806
XVI	210055	210455	401	*	6.046568106093596	6.107076257430627	5.8122462268290365	3.841528218677431e-4	0.16429805191286045	0.9996323412769806
X	549713	550113	401	*	7.259013142143809	7.345463632644314	6.907678407000087	2.746198980494966e-4	0.16435257481717555	0.9996323412769806
VII	993879	994279	401	*	8.193116445193654	8.080725233765362	8.52918564147433	-2.687681152589288e-4	0.16439191155129124	0.9996323412769806
VIII	375013	375413	401	*	7.888013991584844	7.96398585917728	7.5853465015945805	3.1114968705595075e-4	0.1656079681063879	0.9996323412769806
X	90177	90577	401	*	8.564109651643312	8.609291392977052	8.393803314447359	5.640895723085855e-4	0.16719250367830313	0.9996323412769806
II	595579	595979	401	*	7.814152098974017	7.86522799875198	7.6196419576610435	4.707613531761477e-4	0.16860213634093785	0.9996323412769806
XV	866663	867063	401	*	8.77310947214214	8.830427132414762	8.55240663767757	4.3096781723907457e-4	0.16971761327937895	0.9996323412769806
X	123075	123475	401	*	8.924734641512856	8.982062476575594	8.70398862591432	4.1971180297333617e-4	0.17187991601037866	0.9996323412769806
XV	462246	462646	401	*	6.993666079050042	6.939140760918173	7.169747220967292	-4.925244202825675e-4	0.17727149225888408	0.9996323412769806
III	61230	61630	401	*	6.491562691043534	6.581105861090645	6.125475183232091	2.3755247933845107e-4	0.18159555380367226	0.9996323412769806
II	466245	466645	401	*	9.13459073141791	9.060151519686816	9.368491996444495	-3.587419694835577e-4	0.18347345827594438	0.9996323412769806
IV	889085	889485	401	*	7.310665396959327	7.405712858980396	6.917861872466167	2.2231997330907105e-4	0.18367401279621742	0.9996323412769806
XIV	310129	310529	401	*	7.661195177159815	7.703990097500907	7.500548067487214	5.191884533753401e-4	0.184821334836082	0.9996323412769806
IV	1156310	1156710	401	*	8.541103996045507	8.46461605530541	8.780780300861794	-3.404651359345328e-4	0.18659039994156568	0.9996323412769806
XII	11207	11607	401	*	9.365640060754076	9.472175318192072	8.915085992497781	1.9020548285865604e-4	0.19222270180235534	0.9996323412769806
XII	541186	541586	401	*	7.544542491080038	7.711185032650037	6.737237946911132	1.0725537896226504e-4	0.19487061872368983	0.9996323412769806
XV	733573	733973	401	*	7.585899851359704	7.648658313440596	7.3418759680994485	3.3646417976486935e-4	0.19511701239727702	0.9996323412769806
II	269901	270301	401	*	6.529660542219348	6.604068206153411	6.234089470017115	2.774702043903298e-4	0.19912080885749284	0.9996323412769806
IV	802592	802992	401	*	6.1110375005892745	6.163948757983361	5.908886479875973	3.5710116313838867e-4	0.20029647320301508	0.9996323412769806
X	609022	609422	401	*	8.402416831373612	8.349424909988214	8.573914194143063	-4.352446450795202e-4	0.20039186353890595	0.9996323412769806
XIII	605712	606112	401	*	6.869493744318178	6.915355312579541	6.6964213995177735	4.0981036243397e-4	0.20502252635339302	0.9996323412769806
XVI	731863	732263	401	*	7.769171371413238	7.813259383083598	7.603301262724359	4.6513751762953555e-4	0.20567086146797167	0.9996323412769806
X	517646	518046	401	*	6.322379831368091	6.249686242519726	6.551335648179135	-3.6320539495246387e-4	0.2110912969853392	0.9996323412769806
IV	62	462	401	*	7.681227284136011	7.78803724468285	7.22925779177043	1.729991250171729e-4	0.2124066207409294	0.9996323412769806
XV	69042	69442	401	*	6.707156185394835	6.765503735183145	6.482074449832076	3.1528750150587365e-4	0.21360950055403458	0.9996323412769806
II	116818	117218	401	*	8.137360643989332	8.203934700636248	7.876700451176679	2.929184978003629e-4	0.2137981215890851	0.9996323412769806
X	348732	349132	401	*	7.591887227028708	7.510827460216586	7.844338816487593	-2.776607625919345e-4	0.2167092592570831	0.9996323412769806
V	268374	268774	401	*	7.8923452945337615	7.8314798813562145	8.087174889602357	-3.5496628356351275e-4	0.220445220974816	0.9996323412769806
XVI	406245	406645	401	*	7.023537546020743	6.939611794761314	7.283919979190207	-2.749487940127438e-4	0.22112939998212863	0.9996323412769806
XVI	6704	7104	401	*	2.7444069336112595	2.9439694478700584	1.68783993807035	7.105215662898841e-5	0.22397462708732804	0.9996323412769806
II	350740	351140	401	*	8.043326293587704	8.107816954614655	7.791779097340781	3.008718082305114e-4	0.22469637582684607	0.9996323412769806
I	220093	220493	401	*	3.5634949243265903	3.6931643786146173	2.987555907638888	1.1686647860571589e-4	0.22662987313179433	0.9996323412769806
IV	1278526	1278926	401	*	8.756044968427842	8.659667389790155	9.050209496053048	-2.3238626613835163e-4	0.22669335221342288	0.9996323412769806
VII	165840	166240	401	*	9.170404549887984	9.237495484181293	8.907472490485686	2.7953023922527506e-4	0.22702271359786497	0.9996323412769806
VII	598777	599177	401	*	8.07339178110517	8.123356970276737	7.883481430155266	3.886673172446417e-4	0.227453021103956	0.9996323412769806
IV	699500	699900	401	*	6.931085366532337	7.00012727346584	6.6595382974378055	2.515298999827472e-4	0.23363744676642534	0.9996323412769806
XVI	246263	246663	401	*	5.435315023586931	5.50653259483607	5.1540858127822755	2.167402480767328e-4	0.2345382179249187	0.9996323412769806
IX	68277	68677	401	*	8.65821221657007	8.706240283240382	8.47628074381683	3.8983631637841897e-4	0.23609798279351304	0.9996323412769806
XV	638801	639201	401	*	9.01685592105903	9.074903337284063	8.793051994099596	3.170083057398888e-4	0.23619481301400924	0.9996323412769806
II	405865	406265	401	*	6.413897438998522	6.349770090479389	6.618247252739579	-3.0151388675546707e-4	0.24273907626726737	0.9996323412769806
XIV	217304	217704	401	*	8.042311236299899	8.071738788923719	7.93431395602319	5.912709960961646e-4	0.2431499645957764	0.9996323412769806
XV	1003717	1004117	401	*	6.482258326270311	6.415548633860398	6.694085492924433	-3.0506377147860984e-4	0.2436773119087557	0.9996323412769806
VII	67173	67573	401	*	7.379471760901172	7.43541602561994	7.164582914065432	2.954322588387879e-4	0.2442889180355059	0.9996323412769806
I	92484	92884	401	*	6.797228531438385	6.8489439268217644	6.600061764046822	3.040321816818306e-4	0.2459475242770333	0.9996323412769806
XV	606196	606596	401	*	7.341345421363788	7.374615341428533	7.218459556070394	4.96038635261198e-4	0.2459477310154827	0.9996323412769806
III	90776	91176	401	*	7.393601333560618	7.572567492046443	6.498600237998433	7.765935635542173e-5	0.24609721925562394	0.9996323412769806
I	71014	71414	401	*	8.187937261566962	8.1412325944877	8.34043459006125	-4.2154305522141617e-4	0.24700152689613464	0.9996323412769806
IV	386827	387227	401	*	6.9844889427197066	6.8909182418439165	7.271132381028086	-2.3127019485054133e-4	0.24839272955909153	0.9996323412769806
IV	1175638	1176038	401	*	6.3271042843416705	6.374454775769025	6.147950797993409	3.375545893225079e-4	0.2513131110075443	0.9996323412769806
IV	1201648	1202048	401	*	7.110454739999102	7.1508843019007395	6.959301024303683	3.895397553229952e-4	0.2530827481080754	0.9996323412769806
VII	951251	951651	401	*	7.537609499854257	7.48035749776561	7.721793772208045	-3.164961334018843e-4	0.2548834936510419	0.9996323412769806
VII	20266	20666	401	*	7.727901305528419	7.829490964956794	7.302549782185558	1.5020075813744024e-4	0.25602215983800536	0.9996323412769806
XV	931196	931596	401	*	8.687980912375927	8.725673263817873	8.547716412394271	4.8270583903207726e-4	0.25776491769801324	0.9996323412769806
II	504379	504779	401	*	7.087770431606087	7.149547278228955	6.8479885783523065	2.6258376963835136e-4	0.258229786140352	0.9996323412769806
XI	567539	567939	401	*	6.189179821816849	6.109931517261761	6.436587911639565	-2.4774450653593434e-4	0.2601954710349865	0.9996323412769806
XI	589903	590303	401	*	6.829718635239847	6.878714064951031	6.643809513796086	3.0997891106367327e-4	0.2604900083314118	0.9996323412769806
IV	1345291	1345691	401	*	8.518674464491523	8.546002442338295	8.418731701523777	5.866777823386377e-4	0.2610848525043791	0.9996323412769806
IV	884287	884687	401	*	6.681091488172555	6.722943140063987	6.5242395567760845	3.316451253538749e-4	0.2621325561757264	0.9996323412769806
IV	1507219	1507619	401	*	8.981990185822049	8.904266692861306	9.225134228191235	-2.4007536314054527e-4	0.26267932868022315	0.9996323412769806
VII	560006	560406	401	*	5.987328276090566	5.898992949093155	6.259798129266025	-2.3644400323471535e-4	0.26348435823843713	0.9996323412769806
IV	117248	117648	401	*	7.062663101367011	7.118058829332104	6.850088299324183	2.8323134129915463e-4	0.26460849913311385	0.9996323412769806
IX	197496	197896	401	*	7.661488322078169	7.695863292939248	7.534284543188625	4.6768073600980036e-4	0.2658141389591904	0.9996323412769806
IV	1251683	1252083	401	*	8.52078029726159	8.561335515187555	8.369124217928322	3.940636760868539e-4	0.2660431683631715	0.9996323412769806
XIV	59740	60140	401	*	6.714762706817324	6.761905823524038	6.5364581064488245	0.00033982214369832487	0.26707597047524906	0.9996323412769806
III	137049	137449	401	*	7.260283275851061	7.201772941213648	7.448186620610298	-3.15798044235922e-4	0.2688761778866511	0.9996323412769806
VI	221559	221959	401	*	8.503452595589527	8.537868997641544	8.376086610981078	4.743841604711089e-4	0.26929431952505645	0.9996323412769806
XV	288317	288717	401	*	6.329313468843132	6.380969655859454	6.132392923053211	2.838875188242866e-4	0.2697053389181435	0.9996323412769806
VIII	18045	18445	401	*	8.137211215343644	8.050749456250616	8.404562169357073	-2.1554714312530744e-4	0.2698300020974328	0.9996323412769806
IV	1401333	1401733	401	*	7.835236256202292	7.881291997152646	7.661372667858762	3.3657047703664696e-4	0.270806780484862	0.9996323412769806
XVI	450764	451164	401	*	8.155952967157706	8.11642287654852	8.286354975492543	-4.310287453401486e-4	0.27183552107066333	0.9996323412769806
XV	779523	779923	401	*	9.393764700943628	9.3410196652532	9.564522229391336	-3.351014866906037e-4	0.2726896193843319	0.9996323412769806
I	180964	181364	401	*	7.144385184777095	7.195919256146331	6.947972299774939	2.9590195415457853e-4	0.2732926562352632	0.9996323412769806
XIII	510749	511149	401	*	9.463975234548093	9.517106525310458	9.260904803281743	2.938660048111682e-4	0.2748355228257434	0.9996323412769806
VII	229746	230146	401	*	8.336514570771229	8.374141187475102	8.196510316911029	4.307158416517279e-4	0.27515838955146293	0.9996323412769806
VIII	512101	512501	401	*	8.06243329822831	8.108749327184878	7.887508201431906	3.242958712877611e-4	0.2788185873044634	0.9996323412769806
X	633073	633473	401	*	7.167997047683814	7.2100984050841355	7.010141655239068	3.586167895352841e-4	0.28116858100082376	0.9996323412769806
XVI	822086	822486	401	*	8.141663941267321	8.06114728776852	8.39260590070996	-2.1755122367370238e-4	0.28167421585024804	0.9996323412769806
XII	1051962	1052362	401	*	6.014909934155546	6.076920785330773	5.77411822879584	2.3502230440501976e-4	0.28219436841332024	0.9996323412769806
VIII	505677	506077	401	*	8.048807603243988	8.10017421184584	7.853090536529264	2.8777988900641845e-4	0.28292698628553553	0.9996323412769806
XI	127020	127420	401	*	7.25667065432167	7.301273165672981	7.088715824194627	3.450801006608409e-4	0.2838367763055308	0.9996323412769806
VI	191419	191819	401	*	6.363407988585584	6.4186786029425615	6.151360345489397	2.6882002101153617e-4	0.28446307572094276	0.9996323412769806
II	159692	160092	401	*	8.110538447276314	8.153663573514894	7.948559825488738	3.512588383087599e-4	0.285062006158284	0.9996323412769806
XVI	575431	575831	401	*	7.320964828387659	7.2222142018926165	7.621446218064235	-1.745610685164509e-4	0.28538553642642656	0.9996323412769806
X	195401	195801	401	*	9.786088188985781	9.732127613017099	9.960483408691099	-3.044111120220745e-4	0.2866301442991207	0.9996323412769806
XIII	777464	777864	401	*	7.402256407672188	7.4932274297247154	7.0292957030401375	1.5295303621029813e-4	0.2868798079021024	0.9996323412769806
XII	803535	803935	401	*	7.071371851531621	7.164746753926505	6.686749653422052	1.425991859406735e-4	0.2922659065319328	0.9996323412769806
XI	278332	278732	401	*	8.982593123225977	9.03353356679341	8.788644922964368	2.861978925919118e-4	0.2926327577708067	0.9996323412769806
V	13224	13624	401	*	6.032196374754195	6.08526788872566	5.829375792962184	2.472339968488392e-4	0.29293952930670086	0.9996323412769806
VII	371114	371514	401	*	7.089003704064759	7.187711654532593	6.678097711759305	1.340762339805829e-4	0.29528447997358087	0.9996323412769806
XV	742182	742582	401	*	6.419765283702119	6.09625469941293	7.187902705140028	-6.220038766606306e-5	0.29614339649238	0.9996323412769806
XI	260554	260954	401	*	8.366076214536086	8.301258309216202	8.57243069448538	-2.4431005351520856e-4	0.2996667965841128	0.9996323412769806
V	132647	133047	401	*	7.2773292369372715	7.204745404711157	7.50597333947051	-2.1314764582707835e-4	0.3009498880152741	0.9996323412769806
IV	1461560	1461960	401	*	7.809147775859913	7.84374116708507	7.681088609588384	4.6977807165522815e-4	0.3012206995206499	0.9996323412769806
XV	218667	219067	401	*	7.758601062839278	7.718916503065638	7.889483533804045	-3.52570955814223e-4	0.30244568029452246	0.9996323412769806
XIV	275867	276267	401	*	8.276530293045724	8.364230153885705	7.919257735447801	1.4942960996144384e-4	0.30257409421493026	0.9996323412769806
II	615021	615421	401	*	6.436671185436896	6.360120789598038	6.676523050101635	-2.3337901359408625e-4	0.30381704147902067	0.9996323412769806
III	157455	157855	401	*	7.430819907070328	7.340991870298789	7.707350398044793	-1.8032784940288175e-4	0.3044285224807416	0.9996323412769806
II	798755	799155	401	*	8.521881819633343	8.581214633199998	8.292595507350248	2.297903078980355e-4	0.30566056688035487	0.9996323412769806
X	424188	424588	401	*	7.52391621154469	7.564218759076358	7.37327006789908	3.1351739551572187e-4	0.3057276514701607	0.9996323412769806
XIII	472777	473177	401	*	8.846550379362842	8.87850730104821	8.728773949617155	4.348869618945415e-4	0.30749298034446654	0.9996323412769806
X	374278	374678	401	*	6.491175854965182	6.536962190962967	6.318409932489255	2.785532242242509e-4	0.3080628070055969	0.9996323412769806
XIV	62984	63384	401	*	8.632772786161716	8.671224324327527	8.489498371175216	3.5986037564312743e-4	0.3095517446794297	0.9996323412769806
II	341551	341951	401	*	8.578148833933872	8.535230928804328	8.719040068465027	-3.2722584772201856e-4	0.3100893532960518	0.9996323412769806
XV	274463	274863	401	*	7.081163418196424	7.127786219206015	6.9049859916212615	3.02026942009362e-4	0.31035936918612517	0.9996323412769806
