seqnames	start	end	width	strand	Conc	Conc_WHI	Conc_WT	Fold	p.value	FDR
X	609022	609422	401	*	8.40839638033996	8.221397975490927	8.573914194143063	-6.366462052792423e-4	0.12420153242147537	0.9992377462127119
XV	424202	424602	401	*	8.751782368350062	8.482626170166059	8.978531648887596	-4.599755827971867e-4	0.12454092527907513	0.9992377462127119
X	-163	237	401	*	2.345810748463249	2.9269850239268234	1.3571161047402964	1.410897089284587e-4	0.12520898166538427	0.9992377462127119
II	812943	813343	401	*	5.100936770091739	5.4603332286024715	4.62120492676913	2.524764005673533e-4	0.1273072351273397	0.9992377462127119
XI	127020	127420	401	*	7.279789494361508	7.4484911053260925	7.088715824194627	6.053937635724235e-4	0.12751486296386555	0.9992377462127119
XIII	67964	68364	401	*	6.133424850411886	6.314353868909534	5.926507290659716	5.626709198360807e-4	0.12771011672067764	0.9992377462127119
IV	1345291	1345691	401	*	8.303991792671399	8.179331789730067	8.418731701523777	-9.496290206912999e-4	0.12819461438469626	0.9992377462127119
VIII	148729	149129	401	*	7.844858581811947	7.69156919732818	7.983413673146768	-7.293584289123866e-4	0.13530766559895177	0.9992377462127119
VI	74694	75094	401	*	7.8469591312727	8.015427993788755	7.656184074970172	5.809608565339396e-4	0.1400955123867134	0.9992377462127119
IV	76765	77165	401	*	8.627994766447175	8.324833492952123	8.878380947696696	-3.7757974785139134e-4	0.1401197850849417	0.9992377462127119
IV	889085	889485	401	*	7.291480564083927	7.587974315291431	6.917861872466167	3.0214840908539015e-4	0.14381529117499214	0.9992377462127119
XIII	250318	250718	401	*	8.071470544509427	8.422008182428668	7.607452409848236	2.4641279721664166e-4	0.1461289994774102	0.9992377462127119
XIII	457977	458377	401	*	7.284218946216215	7.0537629552593755	7.4828822617710955	-4.6599313192827293e-4	0.14759711167479322	0.9992377462127119
VIII	379547	379947	401	*	8.918509487335621	8.683022228711156	9.120898278444896	-4.4831660889213895e-4	0.1507079327597293	0.9992377462127119
XII	871369	871769	401	*	7.110379497170901	7.408762764271365	6.733749102466318	2.896352323621776e-4	0.15275913648172745	0.9992377462127119
II	504379	504779	401	*	7.107420345331187	7.327233934064784	6.8479885783523065	4.086392961807907e-4	0.1545799612196509	0.9992377462127119
XIII	880676	881076	401	*	7.618786754083725	7.81562816785435	7.39078016376002	4.555260906081753e-4	0.15492385245333062	0.9992377462127119
IV	1062929	1063329	401	*	6.021942804001916	6.246607161328962	5.7557216650392435	3.686302545205307e-4	0.1554474693965464	0.9992377462127119
XVI	98628	99028	401	*	7.766798184485741	8.295979430481355	6.922262544581064	1.373614208727161e-4	0.16017393231997684	0.9992377462127119
XII	241785	242185	401	*	7.474974386953574	7.247760600792586	7.671224943985346	-4.469089150416723e-4	0.16257401867471136	0.9992377462127119
IV	562638	563038	401	*	8.676177925083117	8.476488423737997	8.851558240569549	-4.959348487191124e-4	0.16567983160146066	0.9992377462127119
II	375870	376270	401	*	8.845794463547232	8.624914781634244	9.037303945078024	-4.4316255839353615e-4	0.16611820895985147	0.9992377462127119
XIII	347069	347469	401	*	8.800399505878206	8.618485779074541	8.961922361745433	-5.166126156648044e-4	0.16966449514949333	0.9992377462127119
XVI	526877	527277	401	*	8.263833443623541	8.073904257462168	8.431642544406909	-5.067109907962307e-4	0.16993850279680983	0.9992377462127119
VI	54984	55384	401	*	7.189471188842233	7.348954015888366	7.010141655239068	5.186342435599895e-4	0.1704911192230327	0.9992377462127119
IV	359461	359861	401	*	6.39172078990311	6.545263715938546	6.219868683654354	5.208975787190204e-4	0.17379231627367578	0.9992377462127119
XIII	29842	30242	401	*	6.739624778391502	6.547138760481564	6.909426054349967	-4.984282862234447e-4	0.18022950606708055	0.9992377462127119
IV	147744	148144	401	*	8.45500459319232	8.617951537374957	8.27128199272984	4.959087173201874e-4	0.18647343230612543	0.9992377462127119
IV	307838	308238	401	*	8.459629332033169	8.343676413049316	8.566952155341856	-7.52585064227699e-4	0.18675316468735562	0.9992377462127119
XV	877717	878117	401	*	8.574011622740398	8.82520252883488	8.269668449039925	2.919209371946892e-4	0.1928608657192031	0.9992377462127119
XII	573414	573814	401	*	7.367713432675586	7.823267649363706	6.698135306630077	1.430742021026267e-4	0.19479603041101715	0.9992377462127119
XIII	675261	675661	401	*	8.59568483699989	8.353168209094862	8.803240966985676	-3.575212015502834e-4	0.1949898471789565	0.9992377462127119
XVI	246263	246663	401	*	5.432576350043291	5.665908356493356	5.1540858127822755	2.928583320205952e-4	0.1952527917740248	0.9992377462127119
XI	171311	171711	401	*	7.886210081986137	7.7492005812880675	8.011329148928041	-6.09871747379692e-4	0.1965962517315096	0.9992377462127119
XV	12086	12486	401	*	6.380047637922598	6.564835754819749	6.168065043430186	4.030683911597306e-4	0.19701030030329242	0.9992377462127119
XII	439854	440254	401	*	7.512079073308291	7.2960698061273845	7.6999181831878465	-3.998000100119986e-4	0.19785030337256188	0.9992377462127119
XI	581026	581426	401	*	8.226872596960696	8.041374377917316	8.3912143495723	-4.38416218932307e-4	0.20988468189940393	0.9992377462127119
XIV	339994	340394	401	*	6.967092766291695	7.167673795822198	6.73405071009772	3.538707024218742e-4	0.2111535254656358	0.9992377462127119
X	291142	291542	401	*	7.969562099395245	8.245332747927147	7.6283163075063625	2.4065197508259877e-4	0.21266342020623316	0.9992377462127119
II	624899	625299	401	*	8.612888777585244	8.744834377363402	8.467649752740108	5.245989873247788e-4	0.2139577372082159	0.9992377462127119
X	360687	361087	401	*	9.222829067642085	9.07172226903611	9.359598844849216	-5.09681780274305e-4	0.2141611126603199	0.9992377462127119
II	159692	160092	401	*	8.106632315816453	8.249082787551046	7.948559825488738	5.006466361481386e-4	0.21598003700717405	0.9992377462127119
VII	739020	739420	401	*	7.637339665039448	7.50535354015473	7.758256541248962	-6.019283378569078e-4	0.21623736700119303	0.9992377462127119
XIV	576117	576517	401	*	8.715599349803501	8.918041130865234	8.480040307430144	3.339209225831639e-4	0.2173384411121829	0.9992377462127119
IV	1507219	1507619	401	*	9.019746569492582	8.780187052161898	9.225134228191235	-3.23995128638776e-4	0.21848117932423566	0.9992377462127119
II	167976	168376	401	*	8.796539834798178	8.673437735662832	8.90995872968137	-5.876799236899357e-4	0.21871692135077522	0.9992377462127119
X	521641	522041	401	*	8.054151144836878	8.343402686124103	7.6919818079259015	2.2188066114548887e-4	0.21948914590582633	0.9992377462127119
XIV	405683	406083	401	*	7.968115253256737	7.824664995020861	8.098583091141442	-5.368559008474386e-4	0.21998773218985224	0.9992377462127119
IV	802592	802992	401	*	6.087541100976655	6.246490056529879	5.908886479875973	4.1702588748370384e-4	0.2230471263073797	0.9992377462127119
IV	769076	769476	401	*	8.854678647028274	8.934740177174275	8.76991174834583	8.687690052582766e-4	0.22527860666723987	0.9992377462127119
XIII	754243	754643	401	*	8.411949759866648	8.287651678122124	8.526383015099029	-5.767227367794285e-4	0.22639763709278457	0.9992377462127119
X	97357	97757	401	*	7.677132698696936	7.789922281043158	7.5547716709272805	6.137134213080456e-4	0.22667514892768195	0.9992377462127119
XIV	444327	444727	401	*	7.258125793816089	7.117503183395137	7.386250773446318	-5.205857156357417e-4	0.22679092392574143	0.9992377462127119
VI	191419	191819	401	*	6.349783141648008	6.524185981204128	6.151360345489397	3.7415431572870286e-4	0.2268285737824303	0.9992377462127119
XII	796344	796744	401	*	7.398431054041919	7.230823526701739	7.548577484141501	-4.3888608916952207e-4	0.2282765499904499	0.9992377462127119
VIII	48250	48650	401	*	8.183741493633585	8.347176984800175	7.999397407180446	4.0085619842196516e-4	0.22830139125836202	0.9992377462127119
VII	197119	197519	401	*	9.331063328215746	9.102307712396419	9.52846245133802	-3.2629679592698985e-4	0.2284894482344047	0.9992377462127119
XV	274463	274863	401	*	7.07155648274735	7.220870340738859	6.9049859916212615	4.409743344783151e-4	0.22885577531626694	0.9992377462127119
III	168164	168564	401	*	6.011208989982283	6.216516918673255	5.771757999181527	3.136592818688724e-4	0.22928355363457145	0.9992377462127119
IV	588427	588827	401	*	7.057373973888603	6.739352129117	7.317798324695055	-2.385269423044887e-4	0.23085424065143056	0.9992377462127119
IV	992734	993134	401	*	7.594009147869996	7.454898442178887	7.720877981907135	-5.403130989887635e-4	0.2317513462995796	0.9992377462127119
VI	269842	270242	401	*	7.171012946379678	7.552327666838031	6.651219527956948	1.506017697751513e-4	0.23322459919848593	0.9992377462127119
XIV	273803	274203	401	*	8.916378959973382	8.742157141411239	9.071810316758327	-4.0927072408723444e-4	0.23497791010068167	0.9992377462127119
IV	130517	130917	401	*	7.360308610677589	7.462619463581941	7.250184629175606	6.309007807945781e-4	0.2360773712462409	0.9992377462127119
IV	1013720	1014120	401	*	8.958300082310743	8.824876874623698	9.080421863361707	-5.206158718186724e-4	0.236425126801446	0.9992377462127119
IV	132846	133246	401	*	8.534332085311183	8.350216577018877	8.69758793604508	-3.862739228735643e-4	0.2366160450293465	0.9992377462127119
XV	464270	464670	401	*	7.241292434635764	7.0968450722253245	7.37258442742445	-4.8709706651057296e-4	0.23699402829559377	0.9992377462127119
XVI	210055	210455	401	*	5.971537673042476	6.114977128716809	5.8122462268290365	3.979314154552037e-4	0.23965311535197997	0.9992377462127119
X	424188	424588	401	*	7.521759108222253	7.65638111746286	7.37327006789908	4.420488437183706e-4	0.24073618573522862	0.9992377462127119
XVI	942437	942837	401	*	7.008737811801477	7.225442561241854	6.753628663001263	2.7945784746984597e-4	0.2411993040309321	0.9992377462127119
XV	288317	288717	401	*	6.311961347937002	6.471633036395047	6.132392923053211	3.676568981616224e-4	0.2455320790575911	0.9992377462127119
XVI	129569	129969	401	*	9.2295326303971	8.837366536988712	9.537561792102661	-1.832864176070404e-4	0.2469284531028786	0.9992377462127119
IV	866764	867164	401	*	7.419459563910388	7.605993205632852	7.205175660051592	3.1656183433999426e-4	0.25051967627186067	0.9992377462127119
XVI	425233	425633	401	*	9.072334315079518	9.194471716439287	8.938892459855362	4.941821616679935e-4	0.2519024703202918	0.9992377462127119
VIII	272301	272701	401	*	6.97634677451707	7.133131343731675	6.800422556865626	3.7019509996244455e-4	0.2519890176921485	0.9992377462127119
V	264263	264663	401	*	8.823211536320382	8.53050463075612	9.066431068750719	-2.3351184359297168e-4	0.2533324754005194	0.9992377462127119
VII	156138	156538	401	*	8.245325270035744	8.042204755104377	8.423345570392161	-3.2544510199280895e-4	0.2536194951709168	0.9992377462127119
IX	102266	102666	401	*	6.9612598259479626	7.151616783539456	6.741912597603516	3.0729084489044e-4	0.25375700227856013	0.9992377462127119
XIV	281576	281976	401	*	8.312685016530727	8.134347486479381	8.471382991177405	-3.7142616043137256e-4	0.2537663145509221	0.9992377462127119
XVI	769115	769515	401	*	5.290673596378533	5.498827599671075	5.047339807634934	2.8603409344502185e-4	0.2555482002342969	0.9992377462127119
VIII	531478	531878	401	*	4.248321192245005	4.562889540636031	3.84546711380185	1.672243853660441e-4	0.25580995807701934	0.9992377462127119
XII	460004	460404	401	*	13.43204243179324	13.727189583781783	13.060563856978609	1.853613900528432e-4	0.25608178753619737	0.9992377462127119
IV	835845	836245	401	*	9.209968729679003	9.035273896148636	9.365776366830987	-3.647661322228576e-4	0.26161789239835226	0.9992377462127119
XII	633252	633652	401	*	7.413886565512258	7.178846920501838	7.615944829893661	-2.754692938354946e-4	0.26220368532208	0.9992377462127119
XII	187261	187661	401	*	8.148208814463725	8.002295027133837	8.28071099054112	-4.2711900365266736e-4	0.2671160386220919	0.9992377462127119
II	116818	117218	401	*	8.072433205204748	8.24475517211209	7.876700451176679	3.2082031997439185e-4	0.2692666254700272	0.9992377462127119
XIII	756461	756861	401	*	8.453505549792597	8.241602312351201	8.638233387604595	-2.9328600576304057e-4	0.26987096052728343	0.9992377462127119
II	466245	466645	401	*	9.217515345068753	9.048872370096804	9.368491996444495	-3.6354486084142455e-4	0.272410480428447	0.9992377462127119
VII	124226	124626	401	*	7.229978322896763	7.356567116162795	7.091204280881513	4.3018330507888793e-4	0.2728450142528138	0.9992377462127119
II	193555	193955	401	*	8.956254260122588	8.812903245334521	9.086640011538549	-4.1875320217711647e-4	0.27292832470684164	0.9992377462127119
VII	115465	115865	401	*	6.597054836726637	6.421395979832599	6.753628663001263	-3.732500390987393e-4	0.2730478594191277	0.9992377462127119
XIII	556976	557376	401	*	9.02460697097284	8.8545245344536	9.176736000110854	-3.543772011472231e-4	0.27396000749639904	0.9992377462127119
IV	806156	806556	401	*	8.460139886684132	8.793142229804237	8.026454282376069	1.4920987478729902e-4	0.2742712766664876	0.9992377462127119
V	69026	69426	401	*	8.28320510974942	8.162852421541507	8.394286214835853	-5.0761045606931e-4	0.274835900365486	0.9992377462127119
IV	106740	107140	401	*	5.969870309224616	6.141288782004196	5.77530277932069	2.820363290816908e-4	0.2757997968845867	0.9992377462127119
XIV	619704	620104	401	*	7.442985293395542	7.83578875597599	6.901488562921811	1.1973303020466581e-4	0.2791850789820561	0.9992377462127119
II	554692	555092	401	*	9.10226857864824	8.568047913661932	9.491249827157795	-1.2061444480019527e-4	0.2809985674616421	0.9992377462127119
XVI	76264	76664	401	*	7.611687792982591	7.493195557987552	7.721182292109336	-4.7544501605125463e-4	0.2822936792046136	0.9992377462127119
V	13224	13624	401	*	6.0163276319462025	6.181808973527731	5.829375792962184	3.1060555155989827e-4	0.2830591295929494	0.9992377462127119
VII	581587	581987	401	*	8.352647238610421	8.215897783689785	8.47754942878621	-4.155581595690176e-4	0.28330632338182277	0.9992377462127119
VII	401312	401712	401	*	6.880790125263899	7.02887849643312	6.715743635879981	3.4873575323773485e-4	0.28516664299210853	0.9992377462127119
XIII	610413	610813	401	*	7.857638389321677	7.2361844967867475	8.290581192794638	-1.0366392218028309e-4	0.28575348295702663	0.9992377462127119
XI	327686	328086	401	*	7.583369452555867	7.410928245409752	7.7373823556004	-3.3295821514495817e-4	0.28708856147553063	0.9992377462127119
XIII	146007	146407	401	*	8.368994986781573	8.227844774335107	8.497557750592142	-3.9672620078233333e-4	0.2880011071188833	0.9992377462127119
XV	69042	69442	401	*	6.646273493654789	6.793679401841269	6.482074449832076	3.308736235291697e-4	0.28856200720115127	0.9992377462127119
XII	723333	723733	401	*	8.445554066974875	8.291265068870661	8.584925186092958	-3.6084177315134116e-4	0.2922639898176324	0.9992377462127119
V	225442	225842	401	*	7.536904872678397	7.319135418427084	7.726072977703704	-2.6216731536992326e-4	0.2934909117122218	0.9992377462127119
XII	656803	657203	401	*	6.3805628962065235	6.535094281449322	6.2074712864696835	3.283908747301162e-4	0.294105423674236	0.9992377462127119
VIII	4909	5309	401	*	8.46676742281539	8.655880626777568	8.249070756926178	2.5869093415432416e-4	0.29599798108325964	0.9992377462127119
VII	144423	144823	401	*	6.515667813459786	6.354856406202306	6.660338352062019	-3.6225119729050117e-4	0.2965247533811378	0.9992377462127119
XI	462804	463204	401	*	6.496314036092321	6.6387254559805315	6.338289640205613	3.4166284174104824e-4	0.29757943969142114	0.9992377462127119
XI	258604	259004	401	*	8.95907559652446	9.066467619426666	8.843041891036679	4.7042748417829835e-4	0.29859452595500147	0.9992377462127119
XIII	70114	70514	401	*	9.446544902350862	9.562795490215874	9.320099502201966	4.301357080965656e-4	0.299557512006064	0.9992377462127119
IX	241567	241967	401	*	7.720281911348439	8.12080804513994	7.163911460263065	1.0767766326145687e-4	0.2996120204922278	0.9992377462127119
XV	779523	779923	401	*	9.440439250889577	9.304671295484361	9.564522229391336	-3.8720670884633435e-4	0.3020057808469151	0.9992377462127119
XV	83082	83482	401	*	8.673851287244476	8.56910924239214	8.771500904759442	-4.920474322381306e-4	0.3041899634615511	0.9992377462127119
XVI	812741	813141	401	*	7.261408538748527	7.385629640626981	7.125475183232091	3.6742371226542066e-4	0.30461441224340385	0.9992377462127119
XI	92282	92682	401	*	8.783806086139371	8.583253274137123	8.959851720367894	-2.6732631006586493e-4	0.305129190805727	0.9992377462127119
XII	1071442	1071842	401	*	9.800325111472715	9.997697297772143	9.571605688457089	2.3494754545227425e-4	0.3069221246803131	0.9992377462127119
XIII	169816	170216	401	*	7.5747470910135455	7.728480198770833	7.40265665025098	3.0694602973453325e-4	0.3075463796518996	0.9992377462127119
XV	94417	94817	401	*	6.223347486982115	6.054686559027515	6.374338523582527	-3.4086322729763054e-4	0.3081571808208393	0.9992377462127119
VIII	151014	151414	401	*	8.067061052333534	7.916648364422632	8.203262029864902	-3.454513384215909e-4	0.30995562305326085	0.9992377462127119
XII	747434	747834	401	*	7.417963016473051	7.200876444125635	7.60661586256227	-2.4014755038038628e-4	0.3130682330749058	0.9992377462127119
XIII	751258	751658	401	*	7.563744625691783	7.665172383632707	7.454643159548116	4.4583237294980234e-4	0.3132581547085371	0.9992377462127119
VII	677642	678042	401	*	7.045868163222403	7.2161639914308155	6.852746167909693	2.562136881122938e-4	0.3153378698341483	0.9992377462127119
I	92484	92884	401	*	6.752220729937922	6.889851773164104	6.600061764046822	3.2200424540236903e-4	0.31736855044906276	0.9992377462127119
IX	129827	130227	401	*	8.087656589750786	7.951512318089465	8.21205378267769	-3.7495969729928354e-4	0.31762179241067584	0.9992377462127119
XI	118362	118762	401	*	6.011129286730209	6.203733341548553	5.788791561078012	2.248467587026269e-4	0.3181657465238797	0.9992377462127119
XVI	520191	520591	401	*	8.657443320514906	8.552237537087322	8.755495856167398	-4.6986772351787816e-4	0.32336135869882854	0.9992377462127119
VI	95620	96020	401	*	10.017992355154938	10.227657232802903	9.772589957141417	2.0479881665223513e-4	0.3244911182600417	0.9992377462127119
IV	519562	519962	401	*	6.617538238226997	6.720860265946573	6.506241780160356	4.0039241281264915e-4	0.3256628221807381	0.9992377462127119
IV	421660	422060	401	*	6.280139553803695	6.469657176037621	6.061906555138154	2.3628345722670672e-4	0.3258145152120894	0.9992377462127119
III	61230	61630	401	*	6.353426537872439	6.5502268042575444	6.125475183232091	2.149196679507407e-4	0.3268420670198551	0.9992377462127119
VII	165840	166240	401	*	9.084261884070866	9.241733071847145	8.907472490485686	2.793113392573242e-4	0.32729142350305523	0.9992377462127119
XIV	275867	276267	401	*	8.206344471657841	8.4456748880398	7.919257735447801	1.7493925140589725e-4	0.3277342532180926	0.9992377462127119
XI	355640	356040	401	*	9.62719349234004	9.789504277691433	9.444279440310497	2.649750349575325e-4	0.3285081330311873	0.9992377462127119
XIII	167390	167790	401	*	7.134764624611929	6.708095841188817	7.463626743118883	-1.211523025356995e-4	0.32935927760243444	0.9992377462127119
X	195401	195801	401	*	9.834409883852201	9.696254919262822	9.960483408691099	-3.4163555861775277e-4	0.33074514613062694	0.9992377462127119
VIII	266935	267335	401	*	7.539742147370141	7.4116493507508165	7.657383590898434	-3.792052308132318e-4	0.33096894150343936	0.9992377462127119
VII	962850	963250	401	*	7.761978328800045	7.333501337223943	8.091910432496132	-1.1958480389070663e-4	0.33113502261102734	0.9992377462127119
XVI	281659	282059	401	*	8.535028819356468	8.41855483430224	8.642797847745532	-3.92581930424135e-4	0.33115725362562365	0.9992377462127119
XIV	480772	481172	401	*	8.720149895285484	8.95195075395114	8.443839739013349	1.746111936146326e-4	0.336099100140368	0.9992377462127119
XII	416847	417247	401	*	7.874762508145766	8.067611914433254	7.652097603991932	2.1392691054728273e-4	0.33610520820204814	0.9992377462127119
XIII	349812	350212	401	*	7.752606347271456	7.858437433994678	7.638392904459252	4.085151242126626e-4	0.3364979204690736	0.9992377462127119
XI	408065	408465	401	*	6.91661997679287	6.778753817175439	7.042452985818406	-3.477583240629755e-4	0.3372025787919157	0.9992377462127119
X	578882	579282	401	*	7.810414197078587	7.598820913389484	7.9949065401859665	-2.1830366218593284e-4	0.338486660405654	0.9992377462127119
II	770588	770988	401	*	6.4525556063702245	6.579847000696504	6.312936628189161	3.1285584038089005e-4	0.3395449006373088	0.9992377462127119
XV	231982	232382	401	*	9.062391425220548	8.93618997014729	9.178435807208887	-3.556030087774893e-4	0.3402538216670756	0.9992377462127119
VII	67173	67573	401	*	7.316453505409821	7.453848609297735	7.164582914065432	2.9640589707500425e-4	0.34238280490929374	0.9992377462127119
IV	765246	765646	401	*	7.739165453973307	7.869346513827816	7.596061859221807	3.245718326725382e-4	0.3428567597096153	0.9992377462127119
IV	1194942	1195342	401	*	6.938952985434107	7.050196800555775	6.818409252040375	3.3499315038865954e-4	0.3465794572238035	0.9992377462127119
XV	55135	55535	401	*	7.007129272503525	6.744919296618257	7.228932526730039	-1.7669237357554365e-4	0.34689716147067257	0.9992377462127119
IX	257138	257538	401	*	8.585383680008322	8.513097227268844	8.654220372673159	-5.515201947548786e-4	0.3473949193989538	0.9992377462127119
XII	877656	878056	401	*	7.579004220707032	7.686301590294702	7.463081015350502	3.8901645570277494e-4	0.34865206689706446	0.9992377462127119
IV	94125	94525	401	*	6.886588071139181	6.2529425342200895	7.3253645890040655	-7.824567231169626e-5	0.34980349126827137	0.9992377462127119
XV	968092	968492	401	*	9.298637874646305	9.170658854075114	9.416183354021074	-3.3941310395744795e-4	0.35124738255723675	0.9992377462127119
XI	99508	99908	401	*	10.363709311766975	10.534517579626542	10.16992781040016	2.289578515572791e-4	0.35164524869942504	0.9992377462127119
VIII	98344	98744	401	*	8.614222143013277	8.764292299775867	8.446709676246906	2.5849363386408914e-4	0.3540418809167396	0.9992377462127119
XIV	335778	336178	401	*	8.813960757675126	8.647338548550788	8.963316162411703	-2.597563081190284e-4	0.35453016528281933	0.9992377462127119
