seqnames	start	end	width	strand	Conc	Conc_NQ	Conc_Q	Fold	p.value	FDR
IV	431884	432284	401	*	8.443762040801609	7.836360216094014	9.097009021938087	-1.0034376205348439	9.671336135050608e-7	1.640407398291276e-5
XII	322989	323389	401	*	7.308238769309515	7.63679857273189	6.506694516911166	0.9392894253853841	9.999534293161234e-7	1.6640734427487186e-5
XI	666293	666693	401	*	10.209830416023202	9.84425218595352	10.667236066142591	-0.7326524324524482	1.1064905393351383e-6	1.774600153854723e-5
IV	1095187	1095587	401	*	7.447373839273381	7.752815144647952	6.7271557425388115	0.8635661270813793	1.1066100732654169e-6	1.774600153854723e-5
VI	224894	225294	401	*	10.422391425577889	10.138655483576517	10.798198162197547	-0.6078691821929543	1.3013633073125494e-6	2.0008884110839466e-5
XI	614817	615217	401	*	9.395122332741494	8.857412702167819	9.997826789607604	-0.9345395250678685	1.3072454964502643e-6	2.0008884110839466e-5
VIII	4897	5297	401	*	9.26885434830586	8.846627465655729	9.777668645953197	-0.8041119291596517	1.3339646527563858e-6	2.0008884110839466e-5
II	770539	770939	401	*	6.982216601122246	7.279276384450479	6.29008071566638	0.8385719743642904	1.3384627693191933e-6	2.0008884110839466e-5
XV	882071	882471	401	*	10.227362385727899	10.000963506686492	10.540093733647979	-0.5088881152374043	1.4236326453841182e-6	2.0927399887146537e-5
IV	1385718	1386118	401	*	6.776139138082955	7.1018084454630825	5.985090326366111	0.9121749440226055	2.0424765742929513e-6	2.9532202270924312e-5
XVI	246346	246746	401	*	6.263799148052736	6.6438139609933256	5.257267166530325	1.0395254914387104	2.295251049081049e-6	3.265179718208847e-5
VII	905363	905763	401	*	10.04702421794347	9.784677746232829	10.399913045827171	-0.5686653094011578	2.4746228660694615e-6	3.464472012497246e-5
XV	908671	909071	401	*	9.953776477983462	9.645479590641298	10.355052746674316	-0.6423265851822296	2.628599827361161e-6	3.6225391370821e-5
XIII	540328	540728	401	*	10.25089310841127	9.948315220597465	10.64631733275569	-0.6338124727783223	2.7342434557600513e-6	3.687903855237812e-5
XVI	502691	503091	401	*	10.127878778995123	9.765834829640134	10.58194677523471	-0.7200222113515884	2.7596559460963217e-6	3.687903855237812e-5
II	341547	341947	401	*	8.796218437610923	8.569961506911941	9.108786956972304	-0.510621481665961	2.907143343991194e-6	3.8270155662690045e-5
XV	631763	632163	401	*	6.965614167294724	7.256053812256674	6.295166746356432	0.8119450755600988	3.6816011729767514e-6	4.7752532861257275e-5
II	375899	376299	401	*	8.80386122009979	8.475089512957199	9.225710021273878	-0.6691054355918031	3.937259509711171e-6	5.032844764587323e-5
XVI	214578	214978	401	*	10.269481377856263	9.962251771862645	10.669669094120291	-0.6390034890609337	4.044473829049958e-6	5.0960370246029466e-5
IV	341216	341616	401	*	7.036435655095615	7.37565555731303	6.195322612208049	0.9279666977296813	4.253743334251893e-6	5.2842276349439006e-5
XIV	426979	427379	401	*	9.241002360255472	8.901957509771242	9.672955913451988	-0.6874302449080808	4.456519985982152e-6	5.4592369828281364e-5
XVI	645308	645708	401	*	10.327942172611385	9.981022795121865	10.767545400825478	-0.6960710110500193	4.724919927242514e-6	5.70873887099712e-5
XVI	309757	310157	401	*	7.1083390470058125	7.390590913122392	6.464138785024343	0.7868543612543155	5.289396582195919e-6	6.30438889932e-5
XIII	653234	653634	401	*	10.167134389778374	9.900776499629306	10.524375164682787	-0.5722862447824746	5.386120810021819e-6	6.314638595694156e-5
VII	413166	413566	401	*	10.077879990849627	9.658109131090018	10.58454396810563	-0.7882881789368863	5.4411851844983655e-6	6.314638595694156e-5
IV	550812	551212	401	*	7.739036638445333	7.139387953706203	8.386865907169437	-0.965278054887702	5.686797020072882e-6	6.513919184320003e-5
IV	802478	802878	401	*	6.7087990350239215	7.009519043390531	6.0044868150113	0.8325290324545392	5.760608802459867e-6	6.513919184320003e-5
V	117783	118183	401	*	9.72558203779431	9.419623314919358	10.124471417659935	-0.6362297106503692	5.8508232834133815e-6	6.53218498224127e-5
XI	20821	21221	401	*	9.810539304791382	9.396396393606688	10.31224984195628	-0.7812015607476286	6.229808753070009e-6	6.868364150259684e-5
II	466238	466638	401	*	9.52269215071837	9.253703267834894	9.882773609560182	-0.578478829318005	6.543071111349811e-6	7.124677432358683e-5
III	122622	123022	401	*	10.149130194355427	9.66072748729958	10.71340452184447	-0.8577926889788727	8.093656444270165e-6	8.659282857714552e-5
XVI	40274	40674	401	*	9.679187451470836	9.141106572390779	10.282172526967964	-0.9056017393458684	8.14875824478807e-6	8.659282857714552e-5
IV	67	467	401	*	8.235517653333073	7.7806599293346626	8.772263347370483	-0.822435331478091	8.322684927985528e-6	8.738819174384804e-5
XVI	824998	825398	401	*	7.787315999572251	7.270292744743603	8.374181247113281	-0.8828616765318376	8.683580790472547e-6	9.010492067290337e-5
IV	538965	539365	401	*	10.21977386174038	9.877486171307634	10.654887631656782	-0.6847878925354572	9.312644469051225e-6	9.550874908957187e-5
IV	1459640	1460040	401	*	9.329055373941328	8.859527979424767	9.877983267501556	-0.8343604730643985	9.532823578691515e-6	9.587585055742667e-5
XIII	482534	482934	401	*	9.926055587620663	9.563162556159815	10.380926879769815	-0.7124386903653348	9.56584450006071e-6	9.587585055742667e-5
IV	955121	955521	401	*	9.975883229576482	9.675120887340436	10.369439824511055	-0.6243179758948949	1.0526411694583813e-5	1.0326080220142634e-4
XV	988694	989094	401	*	10.013383471832121	9.568476484631173	10.541735281060083	-0.810043477076138	1.0536816551165952e-5	1.0326080220142634e-4
XIII	915070	915470	401	*	9.095051427175905	8.54820629869954	9.704624568568017	-0.9077278636123973	1.1971282426521048e-5	1.1602935274935784e-4
VII	397902	398302	401	*	9.50388426503853	9.231171853461728	9.867967673280464	-0.5771841143145733	1.2719493519061304e-5	1.2194123134578337e-4
VIII	315994	316394	401	*	6.472660996767053	6.818028030746409	5.608090091546858	0.9297611972823165	1.3841768370996735e-5	1.3127354519590454e-4
V	441996	442396	401	*	10.370421030077539	10.103874540450436	10.727865794683252	-0.5703134628397939	1.4362997104460514e-5	1.3476769623546993e-4
XVI	822073	822473	401	*	8.519850146640923	8.049506624528183	9.069449155858658	-0.8308266917850541	1.5757040863525232e-5	1.4629168464872899e-4
IV	599894	600294	401	*	10.41766528761609	10.099950024175142	10.82847761747078	-0.6459015019576766	1.723308518462138e-5	1.5832897013370891e-4
V	42042	42442	401	*	9.847219963174247	9.398361969496511	10.378917404521031	-0.8050740877141679	1.8231567040019152e-5	1.6574295407134425e-4
XII	424027	424427	401	*	10.217611097694997	9.97774791146196	10.545632532993428	-0.524292978616433	1.8415883785704917e-5	1.6574295407134425e-4
XI	99553	99953	401	*	10.22633684715904	9.894696929440338	10.65102122888888	-0.6658769207229018	1.9310063513105507e-5	1.7203511129857633e-4
XV	710021	710421	401	*	6.725751602838808	7.034615182628992	5.993860335479441	0.8333485905608294	2.0014525432577894e-5	1.7652811431533702e-4
XI	571048	571448	401	*	7.009190093489825	7.304429777442202	6.323059626508822	0.7951125425780401	2.4575426749274205e-5	2.1460917220653318e-4
XI	231236	231636	401	*	9.870094893392876	9.596756458668782	10.234849034082774	-0.574789589674991	2.8718174150305374e-5	2.457788517874835e-4
II	165036	165436	401	*	9.89420205092512	9.628491076673116	10.250742697873521	-0.5637993762725527	2.8882116367999664e-5	2.457788517874835e-4
VII	987250	987650	401	*	10.090138715590854	9.818532848720222	10.45303507580707	-0.5727949889470569	2.8980726287866535e-5	2.457788517874835e-4
XVI	163626	164026	401	*	6.516708694794126	6.849305399029635	5.700341687063056	0.874832988250841	3.3345089100289463e-5	2.7637511265616834e-4
XIII	353043	353443	401	*	9.318071637636322	8.992041115887483	9.737199931244929	-0.6571411585961577	3.341653283081715e-5	2.7637511265616834e-4
IV	1175676	1176076	401	*	6.590390618419658	6.845535125067248	6.028842179913677	0.6843031135163485	3.35285000614626e-5	2.7637511265616834e-4
IV	1161764	1162164	401	*	10.039734817221609	9.691588016686826	10.480523030900615	-0.680363391189672	3.5035108614720095e-5	2.8612005368688074e-4
XVI	431751	432151	401	*	10.29455997385992	10.014166877684076	10.6668311500972	-0.5858309888690019	3.546276837665846e-5	2.8695561200195197e-4
XIII	831338	831738	401	*	6.694370387163703	6.951712216689047	6.126352073178622	0.7047041593031171	3.804750792966643e-5	3.025445908669416e-4
VII	1072624	1073024	401	*	7.121811235819765	7.4256752074051775	6.406932451296267	0.8089426652649403	3.8234441685454175e-5	3.025445908669416e-4
II	628451	628851	401	*	9.29553218681779	9.108484892923096	9.56176568120037	-0.42632999125032645	3.869920944914511e-5	3.025445908669416e-4
XI	340574	340974	401	*	7.60352390592716	7.81705508346717	7.157628777904259	0.5881991424589704	3.876138182308889e-5	3.025445908669416e-4
XI	68729	69129	401	*	10.339806834598459	10.018406049858735	10.754316830925465	-0.6443184950945042	4.017637798875785e-5	3.1083829286038966e-4
V	335408	335808	401	*	10.112921001860478	9.798185345944118	10.520730025113073	-0.6343613486031588	4.329844789558969e-5	3.320802699470444e-4
II	604100	604500	401	*	6.658985189545588	6.952613720443839	5.978143662229637	0.7883221602531598	4.654389207242954e-5	3.5389407593002463e-4
XV	79848	80248	401	*	9.10047484721167	8.898653228392755	9.3844913023676515	-0.45126451911649723	5.002477368225564e-5	3.771098323739271e-4
XVI	257000	257400	401	*	8.802157774516171	8.586126038501744	9.102905800247932	-0.4810745527054891	5.2591441125828064e-5	3.905490023400368e-4
XVI	678864	679264	401	*	9.932170473446888	9.699733088883484	10.251796865621936	-0.5055522519476348	5.26931193633383e-5	3.905490023400368e-4
III	78130	78530	401	*	8.475957705258292	7.592816375385127	9.29400983576357	-1.0120730629056833	5.471140288864832e-5	4.0212881123156513e-4
II	564886	565286	401	*	7.098686017557268	7.41245583272248	6.34984422975803	0.8260612074622106	5.624928939173185e-5	4.1001548135130155e-4
XII	954372	954772	401	*	10.105492731561997	9.798280533377508	10.5056626795895	-0.6220877370498606	5.884956733710949e-5	4.2545342943713576e-4
VIII	236047	236447	401	*	9.376916592107332	9.132495575664667	9.710045449788637	-0.5252351116659383	6.333012841993951e-5	4.5412335988932235e-4
XVI	789577	789977	401	*	7.110154728811846	7.39021716667453	6.472867980800192	0.7478401441920048	6.473563910917552e-5	4.6045833624429685e-4
VII	310557	310957	401	*	6.88490565068082	7.147175740432642	6.302233671672267	0.7044147135865266	6.723469684064243e-5	4.74408020907573e-4
VII	809718	810118	401	*	9.92540381139474	9.63418086904194	10.30906841713453	-0.5964392228108955	7.29227035571106e-5	5.104589248997743e-4
V	194682	195082	401	*	8.60232955029065	8.371839090695033	8.919739600180565	-0.5027826013345272	7.725243283910749e-5	5.365090217645103e-4
II	544477	544877	401	*	7.280074408375967	7.483077354397833	6.861532222585264	0.5518797626792471	8.756466631118521e-5	6.004935181594036e-4
IX	177453	177853	401	*	9.859092111074183	9.638836526671058	10.164744886135162	-0.48426136461904906	8.845270254057343e-5	6.004935181594036e-4
XIV	59794	60194	401	*	6.999270768907086	7.296621164517174	6.306172985950754	0.7833191781402694	8.91416976172689e-5	6.004935181594036e-4
X	181470	181870	401	*	5.983070569911297	6.3676822530221715	4.9563348066502915	0.9261830017627233	8.9188946574696e-5	6.004935181594036e-4
V	570069	570469	401	*	10.384663729785403	10.006416931367024	10.853903761554205	-0.7047047295382342	9.435165726712411e-5	6.304406190121474e-4
VII	823402	823802	401	*	7.590597371134553	7.811916543537757	7.123997642031584	0.5988460310487701	9.512455597910197e-5	6.308260028087815e-4
VII	733129	733529	401	*	9.793009066922707	9.50946022843638	10.168618358403071	-0.5827322839322054	9.750645174871869e-5	6.417961973311185e-4
XIV	440847	441247	401	*	9.692815834222145	9.408380850316783	10.069359784973502	-0.5824345516023517	1.0312990797598821e-4	6.73782065443123e-4
X	623043	623443	401	*	8.26132816121286	8.47500818368772	7.815041136769786	0.5782553403329354	1.0502858135726785e-4	6.811412408611047e-4
IV	1150567	1150967	401	*	6.90048907950619	7.187547059173268	6.240958127398932	0.7442040358173346	1.0819900566648315e-4	6.93880010136606e-4
XVI	455067	455467	401	*	9.538222687862717	9.310384203444839	9.852603461981664	-0.4942697803190144	1.0856626008940093e-4	6.93880010136606e-4
VII	115428	115828	401	*	7.276268576333489	7.507510852285461	6.782683356584339	0.6134504145821025	1.1096653575948613e-4	7.041185938119911e-4
IV	591842	592242	401	*	10.142094120762934	9.841772715351238	10.535196409103511	-0.605933450331055	1.1207996167800663e-4	7.061037585714418e-4
XV	170206	170606	401	*	9.032895651482393	8.692829387044863	9.465846108138722	-0.6543614170256948	1.1289287103240327e-4	7.061809379473737e-4
VII	185575	185975	401	*	6.935232560700765	7.177271416678934	6.411483402141443	0.6445252658502844	1.150753036838627e-4	7.147635059800486e-4
XVI	731877	732277	401	*	7.940293060505328	8.162546321692298	7.471182372439965	0.6007317443263007	1.194187233257932e-4	7.365546431702769e-4
XIV	349888	350288	401	*	9.532785343595277	9.368219986511807	9.77117016392356	-0.38383636247723185	1.210606872731649e-4	7.41496709548135e-4
IV	930531	930931	401	*	8.023240166364252	8.2383600787776	7.573154430482366	0.5921514883613788	1.2868836657560216e-4	7.827802711702145e-4
XI	322412	322812	401	*	9.705076603971632	9.47004922301887	10.027641511818192	-0.5043579670453391	1.3536208198243599e-4	8.177353171815653e-4
XI	362070	362470	401	*	6.4996535639121635	6.79601737066619	5.8098179013667	0.7628173227469787	1.3874269840364874e-4	8.324561904218924e-4
XV	733556	733956	401	*	7.808995377802935	8.014841423130413	7.383137200251015	0.5562547648804336	1.4171664277045292e-4	8.445545873212127e-4
XV	891652	892052	401	*	7.260098994842311	7.554153079159933	6.5778629580080255	0.7675315172180406	1.4387108154127078e-4	8.516395565060458e-4
II	381281	381681	401	*	9.23265910459303	8.945106210802207	9.612482308497349	-0.5855606766114543	1.459083405566101e-4	8.538123236367723e-4
III	246613	247013	401	*	7.087238282378401	7.3782113804457214	6.415058885782241	0.7564497019060883	1.4617421867250865e-4	8.538123236367723e-4
III	50487	50887	401	*	9.781738336766848	9.496152195991572	10.15949470731323	-0.583978253697014	1.5628287383901405e-4	9.04902835363323e-4
XV	968109	968509	401	*	9.572718325841889	9.357585924169534	9.872418024341092	-0.47463450798729845	1.5697294082833154e-4	9.04902835363323e-4
XV	860308	860708	401	*	6.381033490720964	6.719710589888587	5.541968856477934	0.841753494880664	1.6294128884567012e-4	9.332091997524744e-4
IV	1266871	1267271	401	*	7.3574563411506855	7.599135622837531	6.834725668720883	0.6426504348114823	1.6728699994737918e-4	9.519169932489577e-4
XIII	768139	768539	401	*	6.657240582488591	6.933496798718711	6.031869681762535	0.7143023550642966	1.9099248672271862e-4	0.0010783861456186885
IV	1468804	1469204	401	*	9.482181598730868	9.225679306121977	9.82868472369553	-0.539089657866221	1.9195762456024272e-4	0.0010783861456186885
X	639376	639776	401	*	9.808161791790631	9.570041299732585	10.134221325521557	-0.5087911186123698	1.9926722280263513e-4	0.0011123651298223052
II	697439	697839	401	*	7.254483281981776	7.501240945856289	6.717277362871145	0.6562337677419565	2.056250622163384e-4	0.0011406371375774242
IX	102273	102673	401	*	7.322304406459823	7.58141065618725	6.749062605616761	0.6797170319974413	2.166668893019485e-4	0.001194376227276991
IX	41455	41855	401	*	6.803533346902662	7.104987078011995	6.096764123350354	0.7640936086448672	2.3234930163136688e-4	0.0012728700871979229
XV	424176	424576	401	*	8.915412855594147	8.594215746760295	9.329718998255025	-0.6267667865383365	2.432489046488662e-4	0.0013154581834286965
VI	182961	183361	401	*	9.752181319905477	9.56134636399347	10.023012155383263	-0.4287594144635814	2.445804440575426e-4	0.0013154581834286965
X	662951	663351	401	*	9.731784471181589	9.54188301333594	10.001484736311333	-0.42821557422662593	2.445976667599844e-4	0.0013154581834286965
XIII	306437	306837	401	*	10.001874313256739	9.724574994646977	10.370858284899706	-0.5639031758570119	2.7504758642488743e-4	0.0014702543710712166
XVI	810437	810837	401	*	6.270448223409779	6.519166655763294	5.727600530448099	0.6632313615699417	2.7772972028504856e-4	0.0014756482728398364
XIV	480770	481170	401	*	8.339462733901698	7.918532791962692	8.847142377296594	-0.7283380443096796	2.804245734450251e-4	0.0014810447531647434
IV	1450815	1451215	401	*	6.848281088963967	7.116359802579367	6.248078970656492	0.6899799085765999	2.875897526357641e-4	0.0015098462013377614
V	386802	387202	401	*	6.805930560037739	7.083444226875633	6.176637402775006	0.7051299229933394	3.055583169347361e-4	0.001594688967671226
IV	976433	976833	401	*	9.851171098846628	9.59094919009023	10.201744759785598	-0.5385276810267677	3.275930677150924e-4	0.0016996299160277149
VII	205980	206380	401	*	6.70194896145543	7.035234238493916	5.883034195454325	0.8130489910378468	3.375162506807918e-4	0.0017408732929851368
XVI	829110	829510	401	*	9.789800223810651	9.55295002276907	10.114426501483225	-0.5027093205285035	3.742906953490098e-4	0.0019193278680106202
IX	117624	118024	401	*	6.3745776652920085	6.701133137141285	5.580321515173756	0.7939615788818882	4.180192358965652e-4	0.002131173214224107
IX	387761	388161	401	*	6.643244878496406	6.864718474055376	6.176230452237616	0.5953823070930707	4.4893540876279404e-4	0.002275638106487266
XI	630387	630787	401	*	8.965966220114563	8.740300098452153	9.27785665431154	-0.4839587056548791	4.548063579872846e-4	0.0022922240442559143
XIII	434231	434631	401	*	8.601154095995078	8.268187447861745	9.027146329693858	-0.6249494963116201	4.715035424764068e-4	0.0023628757071829025
XIII	431581	431981	401	*	9.658866111146464	9.395662091075263	10.012687406447952	-0.5375153095982803	5.0086831835354e-4	0.0024958522982362844
IX	165924	166324	401	*	7.469325208247426	7.738152922890051	6.866841877189909	0.6840624066951457	5.218101314387638e-4	0.002585598516454998
V	140513	140913	401	*	9.346947408805944	9.102351061589122	9.680272056802	-0.5093157465537994	5.767622334275105e-4	0.002841923407167957
III	133348	133748	401	*	9.084561097808416	8.86894920385972	9.384819902285054	-0.4656575707250963	6.055716485046183e-4	0.00296730107767263
VII	625242	625642	401	*	10.160717435052849	9.977534697964956	10.422232590634348	-0.41129607427563875	6.097244476294885e-4	0.0029711434409348553
XV	606195	606595	401	*	7.672616901148375	7.861826091575044	7.2888535669135734	0.5023066595515722	6.389394004632199e-4	0.0030963986330140654
IV	465049	465449	401	*	9.15006675432777	8.922718866895373	9.46388582414435	-0.48012213967174	6.93306587750421e-4	0.003339577039783376
II	60791	61191	401	*	7.387687342282278	7.6236976972481045	6.880886350774494	0.6164124970426061	6.966918087529945e-4	0.003339577039783376
VII	856708	857108	401	*	10.08798577413644	9.899638163913515	10.355800563597203	-0.417913364283776	7.247009805853853e-4	0.003455060891223297
IV	1075186	1075586	401	*	7.190819001527126	7.407633952949074	6.7362436824018	0.5635126107801671	7.381615884584773e-4	0.0034841116102911026
IV	98089	98489	401	*	7.038870592104136	7.284725261709288	6.504252914296148	0.630885769009994	7.386948652204491e-4	0.0034841116102911026
XII	390511	390911	401	*	8.063083954112832	8.318034307105384	7.502105323425274	0.6544086714385617	7.606796061644123e-4	0.0035687202799841045
II	101209	101609	401	*	7.078458225501884	7.278642126886953	6.667119571886335	0.523534657576332	8.006895283146538e-4	0.0037320179156156465
IV	411179	411579	401	*	9.500421436088017	9.294174887844173	9.789686535975532	-0.45103071288224394	8.039494376042777e-4	0.0037320179156156465
XV	767938	768338	401	*	7.164527601220223	7.372160313284281	6.734045411521753	0.5376427007336627	8.74817516353648e-4	0.00403973324305716
VII	534789	535189	401	*	6.871185505967864	7.113368002859515	6.3470292156613795	0.6205851942851658	9.070107752036465e-4	0.004153142826157384
XIV	355337	355737	401	*	9.671853998035287	9.46154746870094	9.965904049425655	-0.4529742956142103	9.087942918915817e-4	0.004153142826157384
V	551121	551521	401	*	7.01518561314286	7.203018395717767	6.6348291661940415	0.49299727176656094	9.137256662247501e-4	0.00415415483304242
XVI	195486	195886	401	*	7.220479799413378	7.481274795602796	6.642214746247587	0.6546789804800939	0.0010812368718521612	0.0048905175434543905
VII	993864	994264	401	*	8.600203078371509	8.271195362991287	9.022285626476831	-0.6101576574973253	0.0011518114784718697	0.005183151653123413
XV	216326	216726	401	*	9.922992877400654	9.677521060402553	10.257294401638681	-0.5036778433446375	0.0011808857099153034	0.005279557568845785
XI	92325	92725	401	*	9.171648139118147	8.920094736479465	9.512701233017166	-0.5152795557772487	0.0011852068011694622	0.005279557568845785
VIII	379558	379958	401	*	8.785726482580717	8.482317845254483	9.182003700663154	-0.5780043315646138	0.001194271301953564	0.00529320245388464
V	522708	523108	401	*	7.916241325259034	8.092543710018061	7.563988597821496	0.4685235898454138	0.0012433606723360757	0.005482631436601704
XVI	769107	769507	401	*	6.082165346238308	6.353923283605093	5.470711222951551	0.6643991800260264	0.0012535133633502394	0.005482631436601704
