seqnames	start	end	width	strand	Conc	Conc_SPS	Conc_SIR	Fold	p.value	FDR
XIII	510749	511149	401	*	9.664671074044328	9.891360791248351	9.517106525310458	0.19993233375368072	0.036018337099134726	0.14502119937283192
IV	599944	600344	401	*	10.39567172043331	10.67737586163358	10.20596325049785	0.1954797589128085	0.037648675544821895	0.14769865021430129
II	628468	628868	401	*	9.261560856679381	9.413594395246946	9.166903341414827	0.1778848511450955	0.0421592721348057	0.15225713153890313
XII	1071442	1071842	401	*	9.75748207025764	10.070183743553851	9.542733514657977	0.1850050033334928	0.04223469733333551	0.15225713153890313
IV	591811	592211	401	*	10.188884638920099	10.459069115122652	10.008237954113751	0.1916603313598995	0.042304251754641545	0.15225713153890313
XIII	408227	408627	401	*	10.476426407209077	10.709574734284097	10.324059463503371	0.19351239842308202	0.04279121997498585	0.15225713153890313
V	84995	85395	401	*	9.834042972299226	9.999515095624707	9.73020249875067	0.1796441521699058	0.04639044684942025	0.16131223563548405
IX	249048	249448	401	*	10.268948747037518	10.538903445996871	10.088481502980882	0.18480786985691702	0.048990179313932	0.16637067563992036
IV	411145	411545	401	*	9.312991226042891	9.512626735506743	9.185142816569106	0.185296962944522	0.05102513156759782	0.16637067563992036
XVI	641271	641671	401	*	9.827595859900805	10.052697964463835	9.681206080199015	0.18572465741197142	0.05184762115196657	0.16637067563992036
IV	721692	722092	401	*	9.308158144472285	9.51814261007696	9.172843134149012	0.18517191184080076	0.052194721769386776	0.16637067563992036
XIII	482532	482932	401	*	10.042688697177336	10.27692505038754	9.889509037052164	0.18421916511820366	0.053403788841467965	0.16675060597437957
XV	968092	968492	401	*	9.35252597074174	9.541077092924825	9.232573428525452	0.18055794279717322	0.05584285021936375	0.16761791166181586
V	335406	335806	401	*	10.374000214000258	10.595574170312405	10.23021308717655	0.18264567068995316	0.05587263722060529	0.16761791166181586
XVI	502592	502992	401	*	10.013753368590402	10.29505475063751	9.824363911426094	0.17280292084310694	0.06016988053954683	0.1770383023567436
XI	231257	231657	401	*	9.734953761669754	9.963748888422103	9.585827819944296	0.17798113463047738	0.061836622582552535	0.17850949537982147
IV	976441	976841	401	*	9.765990150480286	10.011351106034704	9.604438953066909	0.1746455137847036	0.06443384878292834	0.18105878306772355
VII	856704	857104	401	*	10.015934200857219	10.18884654786677	9.906947205011695	0.17199507406581438	0.06539920670495665	0.18105878306772355
XVI	921071	921471	401	*	9.819521925579473	10.058816086206269	9.662550161600267	0.17368646423884154	0.06696971982313962	0.18105878306772355
XII	783527	783927	401	*	10.691908731183618	10.965844215870556	10.50832554426051	0.1683166811236837	0.06745327212326956	0.18105878306772355
VI	182964	183364	401	*	9.651733105164267	9.813797283730764	9.550235027026327	0.16841769130712692	0.06885976809582518	0.18164017994341367
XII	1064751	1065151	401	*	9.75617381917924	9.280445972395166	9.970935325852661	-0.1384214556786957	0.07029217697749734	0.18164017994341367
IV	538944	539344	401	*	10.305914462649136	10.558635373936099	10.13876206674053	0.16623821708718084	0.07481052776175233	0.18164017994341367
VIII	296744	297144	401	*	9.605048548324888	9.763946559564905	9.505718339774893	0.16484919899151773	0.0749789235231903	0.18164017994341367
II	419413	419813	401	*	9.484527517231822	9.647244443002913	9.38258150637352	0.16491217004343497	0.0761026493030551	0.18164017994341367
IV	62151	62551	401	*	9.720551592625286	9.941702816943762	9.577075566697827	0.16878582309272355	0.07631049370581282	0.18164017994341367
XVI	75004	75404	401	*	9.420203465490966	9.648103030627984	9.271742166358102	0.16724280474313194	0.07783370155999127	0.18164017994341367
XVI	455072	455472	401	*	9.678201675787719	9.888350407014796	9.542767404913953	0.16759316631651353	0.07907005513417682	0.18164017994341367
III	243	643	401	*	9.580253366482603	9.147831835580238	9.779363828665119	-0.13726581115186282	0.08135232546450978	0.18164017994341367
IV	894102	894502	401	*	9.785994154923674	9.967254912626268	9.671178615205875	0.16546802663693475	0.08177494438467812	0.18164017994341367
XII	370582	370982	401	*	9.921027299137318	10.133293231214857	9.784053792208667	0.1656854790538204	0.08225480395180651	0.18164017994341367
VII	809724	810124	401	*	9.974768359823868	10.196314858198393	9.831001444909223	0.1640514192771231	0.0839330135615307	0.18164017994341367
XV	161642	162042	401	*	9.423915284502575	9.612313883126681	9.304070668896554	0.16468452044814744	0.08421181460957705	0.18164017994341367
XIII	556976	557376	401	*	9.23510994489874	9.426450048206325	9.113180461449627	0.16265391086614817	0.08839619837424328	0.18164017994341367
XIII	306455	306855	401	*	9.897561128317799	10.109067839073527	9.761140035134055	0.16025272598144055	0.09205788045197284	0.18164017994341367
X	360687	361087	401	*	9.147508490841572	9.293521574778644	9.05691853980475	0.15457880336565094	0.09332764546655133	0.18164017994341367
III	78119	78519	401	*	9.216141766707327	9.507049334217623	9.019099816157036	0.14658515422859905	0.09371151582712024	0.18164017994341367
VII	384135	384535	401	*	9.585591041918931	9.824872166482827	9.42862908170468	0.15569246820505986	0.09426997479773483	0.18164017994341367
XV	2	402	401	*	9.721845070819505	9.269079759890461	9.92838753769535	-0.12465698374612769	0.0954564157746603	0.18164017994341367
III	50521	50921	401	*	9.69943651528364	9.910518223716076	9.563324437042784	0.15792275241057835	0.09655143934051298	0.18164017994341367
XV	216309	216709	401	*	9.8532118973966	9.982423528719156	9.773824569414538	0.14683308133868295	0.09711958228475619	0.18164017994341367
XVI	645308	645708	401	*	10.270719341524295	10.51101180663835	10.112996341807488	0.1540892248083589	0.09727569521516202	0.18164017994341367
VI	224892	225292	401	*	10.283806981983219	10.473796426414394	10.162835715063487	0.15821358855956483	0.09767196792178916	0.18164017994341367
XI	614829	615229	401	*	9.731196839902132	10.01720438103609	9.538069793259941	0.1450808820132113	0.0977403934548005	0.18164017994341367
VI	255395	255795	401	*	9.331667819119978	9.50512137474086	9.222304704614377	0.15694925896171058	0.09838710698105786	0.18164017994341367
VI	4718	5118	401	*	9.673034367684366	9.292079077645473	9.852688136759204	-0.13483350100845404	0.09853682964250544	0.18164017994341367
XI	-31	369	401	*	9.56667841494658	9.148140651999137	9.76063390542954	-0.1268530188404232	0.10112180821347744	0.18218505339014232
IV	835845	836245	401	*	9.288792087072505	9.471503192601682	9.172958111772067	0.15621164262770798	0.10174104879013411	0.18218505339014232
V	441997	442397	401	*	10.483080465206502	10.667656476104302	10.365934386757663	0.15590117490353478	0.10253893123896808	0.18218505339014232
IV	1525052	1525452	401	*	9.345016051539032	8.93387240872497	9.536198219533526	-0.12648557218744988	0.1039422321839544	0.18218505339014232
IV	368837	369237	401	*	9.530164112577362	9.71783110801968	9.41083691314086	0.1549439509142908	0.1047861744989054	0.18218505339014232
II	381298	381698	401	*	9.392059240324235	9.591765285685595	9.264160251545112	0.1533106233450879	0.10759215776668013	0.1849617993067647
VII	547326	547726	401	*	10.169855356098608	10.375722526438775	10.037521957187344	0.14939533980457967	0.11490514281386532	0.19533874278357105
VII	397931	398331	401	*	9.471493599670781	9.66747557610556	9.346259241838792	0.14870438665306202	0.11799544531202354	0.19824556435971305
V	140507	140907	401	*	9.164614051946693	9.359538935440684	9.040133914472468	0.14780290373452873	0.1201149989484315	0.19824556435971305
II	5700	6100	401	*	9.864350612939901	9.47398732966549	10.047632966670234	-0.119581525652781	0.12308287414486788	0.19824556435971305
XVI	678849	679249	401	*	9.78358345836193	9.924679528332078	9.696294550301486	0.14346584140409885	0.1238822727922504	0.19824556435971305
XIV	197931	198331	401	*	9.459563062194087	9.698181469604142	9.303099293676544	0.14021684196390208	0.12494573913886273	0.19824556435971305
XV	770156	770556	401	*	9.539934040365102	9.72015958184918	9.425844365555184	0.1464115473078614	0.12535588772195608	0.19824556435971305
XV	231982	232382	401	*	9.164291566986252	9.31050421406003	9.073567241361262	0.14345642892886615	0.12707410705971323	0.19824556435971305
IX	439514	439914	401	*	9.758056008451257	9.336145064998497	9.953270208717697	-0.11199527377202131	0.12815488722009352	0.19824556435971305
III	122595	122995	401	*	9.957787146225163	10.209201248121824	9.791632959874441	0.13586379802257167	0.1282765416445202	0.19824556435971305
VI	106485	106885	401	*	9.357064289466184	9.517906555661309	9.256403802669068	0.14335802867862016	0.1321467649721444	0.20218455040738093
VII	766132	766532	401	*	9.247474260393613	9.495680748238595	9.083763471481149	0.13314749502125126	0.13526038026105083	0.2048993879202057
VII	609799	610199	401	*	9.217211178281678	9.355855562006024	9.131561205862825	0.1368458762157356	0.14254146498761566	0.2138121974814235
XIV	651926	652326	401	*	9.372749588497294	9.504966973339213	9.291374053647905	0.1353155835914728	0.14710330601196417	0.21851267786243223
VII	271759	272159	401	*	10.584794316535447	10.773469129796215	10.464754235441374	0.13599035179481128	0.1512150210951808	0.2205453316123
XV	520550	520950	401	*	9.319634298090387	9.48927170709977	9.212918163049038	0.13697799716996875	0.1513546393417745	0.2205453316123
VII	733117	733517	401	*	9.661817843587533	9.797130125444182	9.578387927125513	0.1314328566484852	0.1623539577780429	0.23434109000038267
XV	671041	671441	401	*	10.18424276557363	10.405848607056754	10.040432167096773	0.12491386723403144	0.16792657375261635	0.23836863951542947
I	190018	190418	401	*	10.206325090505949	10.437319602907461	10.055563816094134	0.12275667207767385	0.16826021612853845	0.23836863951542947
V	491035	491435	401	*	9.337581697906762	9.497438284665435	9.237595999961906	0.1297968664663683	0.17411342486608605	0.2443977431606529
XII	489379	489779	401	*	9.65959078811221	9.807311585449956	9.567849952355509	0.1289084790900322	0.17658691087103964	0.2456163396660824
XII	645690	646090	401	*	9.229641310424816	9.354231091826303	9.153297800166012	0.12472997480135409	0.18246186680203558	0.25150149207848144
XI	355640	356040	401	*	9.738328288430298	9.916257845346742	9.625845337437605	0.12555051713356816	0.18415405899275358	0.251567598445458
X	662950	663350	401	*	9.64798682229368	9.778452705543078	9.567770684637342	0.1240719772413084	0.18830150154663217	0.2549569003242011
XIV	6569	6969	401	*	9.566534136293448	9.240293963473976	9.724418674177212	-0.10198882728216045	0.1901671216815463	0.25522429488839105
VII	413160	413560	401	*	10.313422254700473	10.559855948163397	10.151057792030972	0.10723558770949534	0.20108043972041822	0.26752441110629555
XII	11207	11607	401	*	9.337962294052257	9.06807709007841	9.472175318192072	-0.09966069141335057	0.22637067917747133	0.2972562733477829
VII	625246	625646	401	*	10.183683187986777	10.31732337377987	10.101364113490888	0.11513103685205905	0.22731362079536338	0.2972562733477829
XIII	924035	924435	401	*	9.869511071529283	9.568225385667986	10.017075402710496	-0.09111684420117562	0.23558612007089288	0.3054633590749713
VII	197119	197519	401	*	9.48138044273657	9.6395198939577	9.382568430324268	0.11062117996857339	0.2419627204025755	0.3083060566280497
V	42078	42478	401	*	10.067377846618843	10.292897737219388	9.920679140209998	0.09817611202275554	0.2424413686338177	0.3083060566280497
VI	95620	96020	401	*	9.850978506603106	10.05503765830267	9.719949790309588	0.10246638098839181	0.24382374413067984	0.3083060566280497
IX	177447	177847	401	*	9.87396693824858	9.983340830142273	9.807530970656282	0.10744166484485136	0.25133070386593487	0.31519342370072156
IX	54078	54478	401	*	9.341369320998473	9.574704868067592	9.188862606941727	0.09231533689121249	0.25598177773989633	0.31841635767645643
VIII	55876	56276	401	*	9.37500819497425	9.485153456177452	9.308074101131131	0.10651236004310959	0.2590534510808894	0.31963853238206513
VII	785668	786068	401	*	10.100417064182443	10.280995999344677	9.986079699124252	0.09379757336854214	0.2908390818107401	0.35598703613634586
XI	381957	382357	401	*	9.547643447615778	9.663027592830797	9.477314613437906	0.097244856865707	0.3086004654211182	0.3742988692175226
XV	908671	909071	401	*	9.746057869430626	9.881033461214418	9.66285180232853	0.09592419827947235	0.31069252542892395	0.3742988692175226
XVI	129569	129969	401	*	9.557391533087385	9.778628552583173	9.413852380765878	0.07379655586948985	0.33692445307705593	0.4027300103186684
I	-47	353	401	*	10.073119062443489	9.853661634574692	10.184998652620639	-0.07492003646569562	0.3484522865788167	0.40977892204561744
IV	1459648	1460048	401	*	9.797664166176881	9.943670108917763	9.707079023043404	0.08422386143145069	0.35518374697529703	0.40977892204561744
XI	99508	99908	401	*	10.449203766021034	10.586540008075453	10.36442637879003	0.08538250226459328	0.35724917076746476	0.40977892204561744
IV	1242243	1242643	401	*	9.532576435984335	9.683024383558188	9.438992945318585	0.0834068011626669	0.35770137004741326	0.40977892204561744
XII	758972	759372	401	*	9.143667786750727	9.204523135700244	9.107704924130186	0.07749790383557471	0.360972434798392	0.40977892204561744
V	123138	123538	401	*	9.348500420832915	9.438268258606113	9.2945798152158	0.08641255065602743	0.3610866572229937	0.40977892204561744
XIV	349883	350283	401	*	9.402098409951867	9.463071217631027	9.366063764444426	0.07798271039467583	0.36156963709907425	0.40977892204561744
VIII	236040	236440	401	*	9.30355778971585	9.414165253149614	9.236325009979241	0.08644908553506683	0.3644035282968982	0.40995396933401046
XI	666319	666719	401	*	9.780621431027113	9.604719763057624	9.8722765120719	-0.0753553849312792	0.38041515771539497	0.423182421356935
VII	905306	905706	401	*	9.999739872393395	10.111930294101473	9.931482953228768	0.0832131015797005	0.38169394867488254	0.423182421356935
X	391848	392248	401	*	9.384403660134073	9.455844955779227	9.341933356242956	0.07509087272189745	0.41612145282069596	0.4580329660544351
XV	779523	779923	401	*	9.390972307086752	9.474432057378381	9.3410196652532	0.07585020131314474	0.4196781991106457	0.4586483175994913
XII	424003	424403	401	*	10.243450855092453	10.340096505870635	10.185171535623134	0.07422207552157296	0.4364572895022118	0.47360259073644256
XII	728226	728626	401	*	9.602780181029418	9.689647410453784	9.550687649875297	0.0699982834503761	0.4636148577198214	0.4995286847262864
IX	267998	268398	401	*	9.286950093062107	9.420115547507772	9.204946011790685	0.060629914874948926	0.47811380700416517	0.5115483389624984
VII	165840	166240	401	*	9.291092292305704	9.380347052591166	9.237495484181293	0.06488154317796241	0.49518143062853437	0.5261302700428178
XII	954373	954773	401	*	10.12277999118815	10.203974549241588	10.074245341419738	0.05672384421523316	0.5481444194110738	0.5783868701372021
V	570040	570440	401	*	9.778303016100752	9.633031584149071	9.855187110262447	-0.04468542044337063	0.5586480887794596	0.5854325861866939
XII	460004	460404	401	*	13.304302146559069	13.182907960339206	13.369343537975078	-0.03961808465585557	0.6121525891773216	0.637138409143743
XIV	112534	112934	401	*	9.173107751598964	9.337605950756123	9.06993764219695	0.029144554352157695	0.623181125182629	0.644234541573934
XII	388586	388986	401	*	9.421978817798633	9.468373922878987	9.394781684321396	0.030157543869086607	0.7464729559926425	0.766512498435398
VIII	379547	379947	401	*	9.255819638767782	9.281602780275477	9.24087685595518	0.022134533654310503	0.8167643092555353	0.833099595440646
VII	1084047	1084447	401	*	9.998664125558852	10.024884977169346	9.983463999447366	0.011579969335975795	0.8937647796646297	0.905602723766148
IV	1429082	1429482	401	*	9.65556528149191	9.657142917937296	9.65466299976681	0.006309866105590621	0.9424610821195563	0.9486614839756059
XV	494252	494652	401	*	9.605858678518757	9.607432559231993	9.604958546614176	0.004737450159156503	0.9598152698899484	0.9598152698899484
XII	214764	215164	401	*	5.641538323190821	4.832110552623206	5.958109021928684	-0.3786774783298213	2.3559518373110315e-5	1
X	705334	705734	401	*	7.370303217609523	7.813189047072458	7.038738094802474	0.3898319731122531	4.486584082141003e-5	1
IV	667876	668276	401	*	5.602061115149942	5.064718795546263	5.838023353445684	-0.349602565457662	2.2594882865834966e-4	1
XVI	731863	732263	401	*	7.6715400578322575	7.384121037699995	7.813259383083598	-0.2921819407127233	0.0011193661524379296	1
XV	292074	292474	401	*	6.224116217243197	5.814503110509559	6.414721878289152	-0.2899429397830307	0.0023446530148735407	1
XIV	569750	570150	401	*	7.180057538122404	6.766606477958625	7.372107251352709	-0.2859782065465275	0.0027105034105663153	1
IX	117601	118001	401	*	5.928020771503411	5.379007244602954	6.167864067241379	-0.26865537599472045	0.003029578344433037	1
X	517646	518046	401	*	6.092535498840108	5.768089926588206	6.249686242519726	-0.2819135205840805	0.0031037216776527623	1
IV	909397	909797	401	*	7.043195428733025	6.760037464127673	7.183102538326755	-0.2691592599267028	0.003386571382144388	1
XV	1042232	1042632	401	*	5.898791643101898	6.6912788078887555	5.117092213389403	0.16630072628361223	0.004507561659240459	1
XII	289631	290031	401	*	7.3658786730294885	7.020718446953738	7.531421828064722	-0.2692122677969365	0.004780521883992249	1
V	268374	268774	401	*	8.015892102361205	8.290883431357793	7.8314798813562145	0.26267701298640406	0.005539853165366337	1
X	173154	173554	401	*	8.230886209189892	8.516826118395533	8.037813030357356	0.2629547774254155	0.005719599859923823	1
V	117204	117604	401	*	6.174207001726869	6.685163016137215	5.772850789835505	0.22859634929887018	0.0057708578038893465	1
XV	371304	371704	401	*	6.262957806801307	6.009229584284776	6.390137373915078	-0.25489730431694824	0.0062946414879963865	1
XI	202815	203215	401	*	6.62093602178465	6.333441847722976	6.762687241405196	-0.25500384750925426	0.007119151546283395	1
IV	998350	998750	401	*	6.359559231546164	6.004599053563725	6.529014268386662	-0.25698909346758264	0.007125345031366862	1
I	210874	211274	401	*	3.901213744511005	3.2850304085616586	4.162602152559	-0.20596015475269946	0.0074321421616224265	1
VII	706935	707335	401	*	6.0415697450346375	5.697863850669579	6.206529192723438	-0.25474898952139824	0.007453445213177108	1
XV	170215	170615	401	*	8.655661028026685	9.00352513261102	8.41129330048647	0.25038238131939494	0.007842181161519551	1
IX	150196	150596	401	*	7.340566268212932	7.052860068372809	7.482407456114846	-0.2519594614610573	0.007855262660432773	1
II	408627	409027	401	*	8.632723481272976	8.869995827977576	8.477270369012379	0.24476143031534006	0.008475420741895555	1
XVI	202879	203279	401	*	6.430117258759976	6.183099241257376	6.554342298126124	-0.24508535990811162	0.009030328793816012	1
IV	1075200	1075600	401	*	6.823673728728537	6.537539882941633	6.964847275908633	-0.24679280239190524	0.009036519703623928	1
XV	12086	12486	401	*	6.21142133581453	5.918434893025785	6.355497013263411	-0.247940404312081	0.009427358978267304	1
XVI	689529	689929	401	*	6.694912316513968	6.390770405924546	6.843670711232971	-0.2439784586724576	0.010078942254312958	1
VIII	62547	62947	401	*	6.243563676573523	5.895895135027529	6.410111628635343	-0.2443699310039201	0.010267844032721319	1
XI	313276	313676	401	*	6.523639023802596	6.220230015134137	6.672091343689584	-0.24371637936532978	0.010582518792089497	1
XIV	301176	301576	401	*	9.054037239990443	9.341047298238987	8.860111171248311	0.24392384891886254	0.010663096300796182	1
II	278417	278817	401	*	6.158257791943121	5.606461396569682	6.3990203255422635	-0.21991163550583456	0.01077258691136835	1
XVI	308255	308655	401	*	6.31585349385996	5.972603652070862	6.480629731386698	-0.24273798466987817	0.010922331001349744	1
I	229801	230201	401	*	9.026300736922625	8.126854345960382	9.365540820538799	-0.16449789000684528	0.011141814595724157	1
XII	592386	592786	401	*	6.047728755189445	5.731055393371585	6.201686620225229	-0.24157384505706744	0.011252808671785765	1
XI	408065	408465	401	*	6.905500203694341	6.630346240455235	7.041982519018857	-0.23906094279523118	0.011408338825417174	1
IV	917949	918349	401	*	6.421268565251339	3.6724075940261076	6.993108554885817	-0.06861853699607265	0.01148478740403959	1
XI	518834	519234	401	*	8.655901118201243	9.089451076272486	8.333403334587736	0.21677428834041138	0.011819353207054222	1
IX	387162	387562	401	*	6.079231254479493	6.587967501214116	5.6802585140518085	0.1978175145455729	0.012548434066960944	1
II	378672	379072	401	*	6.916281845062565	7.149136689923627	6.764133938747265	0.23107391105856684	0.01256352154715867	1
IV	341213	341613	401	*	6.852422585876591	6.452687561118917	7.039287129456839	-0.2326222259849968	0.012646325530138067	1
IV	802592	802992	401	*	6.038354977361363	5.788233917491252	6.163948757983361	-0.23627151071408908	0.01301881507478301	1
IV	794170	794570	401	*	6.467035080520956	6.151045556592994	6.620710856404656	-0.23436748361017637	0.013984709212437397	1
IV	1013720	1014120	401	*	9.13469837375338	9.333090058866505	9.007741178566729	0.2207988960135924	0.014107853648290767	1
XVI	593938	594338	401	*	5.988668727179142	5.634462935290508	6.157823951618622	-0.22953864962066442	0.015263865111199192	1
XVI	822086	822486	401	*	8.299305494390106	8.639927889652787	8.06114728776852	0.22503268408947796	0.015578392064700653	1
IX	382294	382694	401	*	8.632946787024677	8.816223141770362	8.51671542089736	0.21430245488192637	0.015634343385802003	1
II	476978	477378	401	*	8.795918140680183	9.020526408520087	8.649893321822887	0.2259327121227756	0.01582183816460458	1
II	140529	140929	401	*	9.057854680931737	9.370181235593355	8.843415016845809	0.22719596945781295	0.016187309402887925	1
VII	472383	472783	401	*	7.189790461359191	6.851992095259598	7.352370375593048	-0.22932300796577035	0.016237568120082355	1
XVI	526877	527277	401	*	8.545381067699639	8.765072240603416	8.402978320556409	0.2229161890517079	0.017704881456392554	1
XIII	353036	353436	401	*	9.000943051504523	9.304797473742067	8.793440966268765	0.22447450486077908	0.017852148164960547	1
VIII	266935	267335	401	*	7.450574566889377	7.213785875408159	7.570257285898449	-0.2209124521899849	0.017961549632170302	1
XVI	246263	246663	401	*	5.313498884533603	4.897424520187684	5.50653259483607	-0.2130023823009486	0.018178104125100524	1
IV	644966	645366	401	*	7.075097065166763	6.796142260199058	7.213209087724347	-0.22503987502535103	0.018426214235052335	1
IX	41452	41852	401	*	6.477328089514431	6.1289561812034	6.644157361829324	-0.21779690399483811	0.019545068280065223	1
IV	699500	699900	401	*	6.8338369452766	6.486812103088719	7.00012727346584	-0.2184869049916701	0.019843630629443578	1
IV	1194942	1195342	401	*	6.691149101631879	6.447545169249955	6.813863287484189	-0.221219619197194	0.019863341426122512	1
XVI	744080	744480	401	*	6.54199335786651	6.1767820672511045	6.71550083028075	-0.21486898047069058	0.020549354951897573	1
XVI	287027	287427	401	*	6.577445263059417	6.336491945927942	6.698982894551562	-0.2201054026852008	0.020585476764193242	1
XV	767957	768357	401	*	6.886818433809447	6.658096788534086	7.002885999611735	-0.21649438753140687	0.02078965233162633	1
IX	139166	139566	401	*	9.075839202606392	9.28826466841583	8.938749554154935	0.2160001589922212	0.020939263510330628	1
XIV	602128	602528	401	*	7.590233234660415	7.412415362077032	7.68279704819415	-0.1952453465687767	0.021273316911623086	1
XV	860542	860942	401	*	5.713419824649641	5.388092060848219	5.870931448327948	-0.21531470894592744	0.02201963139802791	1
V	13224	13624	401	*	5.928670737910487	5.605576978799263	6.08526788872566	-0.21657902920913139	0.022860117847242296	1
XI	219737	220137	401	*	7.023509760920581	6.796384716070988	7.138858349976926	-0.21327112081348476	0.023763087452312877	1
VIII	146114	146514	401	*	6.865297929516	6.570427159039607	7.010168202974756	-0.21558562886314622	0.023917843429343416	1
IV	884287	884687	401	*	6.608817740899083	6.3844031039356	6.722943140063987	-0.21187889916276706	0.024948812414899546	1
III	246616	247016	401	*	6.782537416286272	6.426148316077123	6.9525597434665745	-0.20846376471458378	0.025042371932903717	1
XVI	775387	775787	401	*	6.773814286053696	6.526059896295133	6.898364520745807	-0.21362454451428708	0.025084909702795085	1
III	168164	168564	401	*	5.868448232525102	5.530472620554961	6.031099739955217	-0.20965638956276894	0.025242286605709638	1
VII	124226	124626	401	*	6.775810713364356	6.562630567093915	6.884830298808682	-0.21005035568964067	0.025292470311067038	1
