seqnames	start	end	width	strand	Conc	Conc_Q	Conc_WT	Fold	p.value	FDR
VII	1084045	1084445	401	*	10.550040592713241	10.76321540223595	10.156284554119253	0.2793823985441656	0.002620857052398123	0.0606692499099218
XII	954372	954772	401	*	10.274687517942027	10.5056626795895	9.839422799886933	0.30098469059169586	0.0027195854627118077	0.0606692499099218
VII	20274	20674	401	*	8.950006756078173	9.44148571358199	7.595881620600359	0.8201593930956835	0.0027537485170639957	0.0606692499099218
II	680042	680442	401	*	8.115674005028147	7.794333550945054	8.49364297808565	-0.3144298795281929	0.00282022590284217	0.0606692499099218
XIII	517397	517797	401	*	6.043362668301142	5.575168597548339	6.54487483065613	-0.40169896429708074	0.004250509345169737	0.08926069624856448
XIII	167408	167808	401	*	7.245400488858999	6.773352374101135	7.749857574405771	-0.39035866389205526	0.004962368468180475	0.0998492718455604
XIII	915070	915470	401	*	9.398441435676132	9.704624568568017	8.766598942966871	0.3720294551054452	0.004981142813157208	0.0998492718455604
IV	1288966	1289366	401	*	6.517934809035834	6.086904550565173	6.990320818837315	-0.34209140594269594	0.005522534783588159	0.10777108546207023
XVI	942426	942826	401	*	7.653647107752774	7.956553445240279	7.0311804370795326	0.35255920006609154	0.00562071420777237	0.10777108546207023
VII	156140	156540	401	*	8.350947380134487	8.059366447202184	8.700868095954656	-0.2461871003540613	0.006139955681949134	0.11522214705274758
XI	165957	166357	401	*	7.316315499216138	6.826070487241882	7.834491780005689	-0.36787146610081783	0.006489381491954922	0.11924238491467169
XVI	406238	406638	401	*	7.156872796065775	6.7993261605704545	7.567500387439396	-0.2808512060938758	0.00690240962594464	0.12424337326700352
XVI	930286	930686	401	*	8.45780222983939	8.742848794944852	7.885034250002854	0.30416870559842907	0.0071965969337943175	0.1266749707308135
IX	41455	41855	401	*	6.530480259798019	6.096764123350354	7.005016545812872	-0.318450622728822	0.007324743205523229	0.1266749707308135
XIII	282922	283322	401	*	9.358967419825046	9.582972424209272	8.940160202302293	0.23047823015128072	0.007687094347157109	0.13038494642678017
XV	1084090	1084490	401	*	3.437268165217154	3.9621574134705573	1.888346071990298	0.5167626728989464	0.008502667629867382	0.1414972235762836
XII	36689	37089	401	*	7.952774745009735	8.252456849423556	7.339453843014338	0.29348151844615167	0.009375132693539545	0.15108349526798318
II	544477	544877	401	*	7.0929907931640575	6.861532222585264	7.382636468284995	-0.1966809118180345	0.00942130639426199	0.15108349526798318
VIII	315994	316394	401	*	6.03835412729978	5.608090091546858	6.510125386804669	-0.2867846447775447	0.009892153980275825	0.15580142518934423
XV	241148	241548	401	*	7.421743703022012	7.068068599898818	7.828952854496955	-0.24295644243878478	0.010204084412452952	0.1565691985265434
III	246613	247013	401	*	6.794176687287904	6.415058885782241	7.223539364808502	-0.25587268841178606	0.010295933689954101	0.1565691985265434
XV	464293	464693	401	*	7.338794526921025	7.0863089662234415	7.650096076059524	-0.19058985921479785	0.012336112871056492	0.17778628833600696
XVI	6682	7082	401	*	3.546709173753754	4.076659230384132	1.9654115863303159	0.4236249737690371	0.012427643562298153	0.17778628833600696
XVI	195486	195886	401	*	7.021342809692489	6.642214746247587	7.450714276243259	-0.2381132952758841	0.01252495683258133	0.17778628833600696
XVI	207508	207908	401	*	7.7082528318357175	7.971597418600782	7.192881744536077	0.23089040742739844	0.012668804021695927	0.17778628833600696
VII	581588	581988	401	*	8.495442904237402	8.292153538187335	8.755044503055698	-0.1790838659395181	0.012986759038721696	0.17778628833600696
XV	908671	909071	401	*	10.185363202980811	10.355052746674316	9.886291825999733	0.17879141222450656	0.012987005220904449	0.17778628833600696
X	424187	424587	401	*	7.9732495360875655	8.154047756047518	7.650841128219026	0.18323016565736835	0.01323772483269909	0.17778628833600696
X	402412	402812	401	*	7.128396198979717	6.879301112131819	7.436248978116968	-0.18865597877444013	0.013303735861878073	0.17778628833600696
IX	117624	118024	401	*	6.047373420287399	5.580321515173756	6.548010168885233	-0.2701497852373186	0.013792442456385962	0.18156618278406594
IV	1055923	1056323	401	*	7.468146213152343	7.218899425458278	7.776153651267899	-0.18241790921748688	0.014454209006335742	0.18747959328806066
VIII	266955	267355	401	*	7.645680896144092	7.390104008526531	7.960112723338432	-0.18421674838877589	0.014761645454422339	0.18869233754783338
XIII	262794	263194	401	*	7.377297481483208	6.528935352760486	8.114445652067781	-0.3568231909107472	0.015326755142604932	0.19296944168033978
VII	905363	905763	401	*	10.253973409873886	10.399913045827171	10.002989998678824	0.1673300137368277	0.015533821269052294	0.19296944168033978
XI	382357	382757	401	*	8.806059936435576	9.001074773598026	8.452952698131561	0.17870889599678605	0.016015894958128565	0.19619471323707494
VII	483677	484077	401	*	8.899529556823845	9.11335314610612	8.504290270033941	0.18190114832546755	0.017330997888310506	0.2093964402395872
III	122622	123022	401	*	10.475166810119685	10.71340452184447	10.022465807526439	0.1872611521967747	0.019055453163464024	0.22712040121858473
XIV	96124	96524	401	*	7.180487748452893	6.901254824265614	7.518434502998153	-0.17587306949680137	0.019989574702653053	0.2329051079483412
V	284571	284971	401	*	8.558877498523271	8.731116175961223	8.254500000847898	0.1630126032721828	0.020068920866296976	0.2329051079483412
VII	609805	610205	401	*	9.732569405916289	9.862950576619914	9.511830320078847	0.15483657554437058	0.0217697284810639	0.24850975718129634
XII	611740	612140	401	*	7.96841525771717	7.676126703161351	8.319016072705528	-0.1740260336656902	0.021977053356169063	0.24850975718129634
XVI	831858	832258	401	*	8.398715268996783	8.134040083889936	8.722282279216088	-0.16424795407259907	0.023422453964961096	0.25941729285961806
IV	1075186	1075586	401	*	6.985448929751192	6.7362436824018	7.29341402075998	-0.16165442364514432	0.023529913184545854	0.25941729285961806
XVI	794542	794942	401	*	7.515370170633311	7.286302342280909	7.802512662718402	-0.15855567165814172	0.02392433876997763	0.2605094666064231
IX	77645	78045	401	*	5.33970643243916	4.952916610140414	5.775607719175678	-0.18660931312795026	0.02495720671624781	0.2666163471261025
XV	710021	710421	401	*	6.310921897723879	5.993860335479441	6.684926719882507	-0.17062369499403537	0.025089746951776085	0.2666163471261025
XII	439850	440250	401	*	7.697162963114731	7.4746058009430145	7.977445293278436	-0.15387701253887187	0.025810045216604186	0.27100547477434395
IV	680106	680506	401	*	7.651080225346924	7.3455873834920595	8.014252846984979	-0.1667894562782211	0.02640975802589398	0.2740400773980999
XII	329310	329710	401	*	7.882321845392655	7.67775588504239	8.14331147476571	-0.15030107127007689	0.02751943218381736	0.2822341765828711
XIII	347069	347469	401	*	8.964459390563846	8.746903151683236	9.23942891390503	-0.14883266070626983	0.029022767385939206	0.2942308141884871
IV	894081	894481	401	*	10.011923114718321	10.143729225155017	9.788453725768912	0.1440278991185632	0.030946299673518245	0.31011211760276486
VIII	341543	341943	401	*	8.194753156907725	7.908069134438746	8.539949432532415	-0.15340201495083255	0.03136783950362412	0.31011211760276486
XII	839373	839773	401	*	7.435265208464403	7.202559678660891	7.726213125915744	-0.14702410058490106	0.03164409363293519	0.31011211760276486
XVI	309757	310157	401	*	6.714441023017264	6.464138785024343	7.023523584065266	-0.145927683154207	0.032773480376594194	0.31701656647488147
V	280846	281246	401	*	8.56530456105839	8.711069842611838	8.31466544576101	0.1421318336505979	0.033067487659511445	0.31701656647488147
V	294960	295360	401	*	7.844451917340596	8.02990676017438	7.512093109944732	0.14339201565038312	0.033931773271371694	0.3218045594123638
I	32853	33253	401	*	7.67397288093043	7.345237651148157	8.058739632841654	-0.15277251791637023	0.0359838495107239	0.33763569434530294
XIII	146006	146406	401	*	8.462603694299327	8.208991993561396	8.775047136553782	-0.14045523244385788	0.03766368931953292	0.34678725911548186
IV	550812	551212	401	*	8.14061474745018	8.386865907169437	7.668322769369661	0.14963789061966784	0.03803487871072842	0.34678725911548186
II	624912	625312	401	*	9.053557079397152	9.228019144924913	8.744527825295078	0.13653125565528984	0.03890931059234655	0.34678725911548186
XIII	610417	610817	401	*	7.798977504948082	6.887032313474887	8.566884770776339	-0.21757509417362803	0.039405771574023356	0.34678725911548186
VII	401305	401705	401	*	7.291752094031874	7.469860102848364	6.975046568472064	0.1357787796154186	0.039944175466416425	0.34678725911548186
XI	260533	260933	401	*	9.1926703608795	9.370172395031894	8.877244851798588	0.1353627928276647	0.04007067308145426	0.34678725911548186
XVI	588341	588741	401	*	8.04504201479847	7.790650421305457	8.35827520828597	-0.1373594108819772	0.04015089499718794	0.34678725911548186
XV	1043376	1043776	401	*	10.237575828358178	10.457961576811936	9.827209739881576	0.1399211729310075	0.040658817808273344	0.34678725911548186
IV	465049	465449	401	*	9.314680565381247	9.46388582414435	9.057225603718997	0.1343809092189584	0.040810609318267264	0.34678725911548186
XIV	59794	60194	401	*	6.5959078806331135	6.306172985950754	6.944051274570329	-0.14047521573048496	0.04122001302482139	0.34678725911548186
XV	27821	28221	401	*	5.835580097839443	5.516210866762461	6.211725657845995	-0.14077479294786602	0.041646246662911106	0.34678725911548186
XVI	257000	257400	401	*	8.980570725080586	9.102905800247932	8.775102487403789	0.13418038697936488	0.041677380347212106	0.34678725911548186
XI	428907	429307	401	*	7.185970413488449	7.350010510333651	6.898556456325941	0.13304681703064444	0.042073365057050234	0.34681035495624585
VII	650733	651133	401	*	8.535726668128259	8.66652179838788	8.31419521148192	0.13281429569513534	0.043293697756574996	0.35215280907419316
XI	202813	203213	401	*	6.4782285165659665	6.186988681378462	6.827821167621836	-0.1360448494955953	0.04390225825153703	0.35215280907419316
X	173158	173558	401	*	8.648434489661263	8.8777714179717009	8.217061949558811	0.1372407659069409	0.04437921705980069	0.35215280907419316
XIV	776653	777053	401	*	6.759730122079573	6.493620951081166	7.084726442927076	-0.1336218948174428	0.044694646701546215	0.35215280907419316
II	605822	606222	401	*	7.96243204138471	7.7475155763965855	8.234581788166075	-0.13070413862659835	0.04478531390662131	0.35215280907419316
VI	95584	95984	401	*	10.379235593832833	10.563884973079874	10.048605142483963	0.13043393254800367	0.04533752221802519	0.35215280907419316
XV	678844	679244	401	*	8.018577198563914	7.84236593557319	8.248120537857531	-0.12967149911242132	0.04625577861876483	0.35215280907419316
IV	1090037	1090437	401	*	5.991844053388265	5.683238788701472	6.357947513595146	-0.13523706572994837	0.04631866974533379	0.35215280907419316
XV	779567	779967	401	*	9.621076147460089	9.454744508140902	9.83935087994711	-0.1295674459469451	0.04664736167595751	0.35215280907419316
XII	289629	290029	401	*	7.488023327049049	7.2472937102291155	7.787296367327729	-0.12977709551437233	0.04671414814249501	0.35215280907419316
VIII	122184	122584	401	*	9.47684904967925	9.610934552048205	9.24899575049556	0.12840426028526516	0.048810818079551246	0.3648401825946118
XII	448577	448977	401	*	7.583765146291331	7.313315056611579	7.913071002067591	-0.12815960181056057	0.04989278496809913	0.369614542296237
V	15990	16390	401	*	7.489149366040964	7.747368835585972	6.986884169174628	0.13686207256415853	0.05077203566464339	0.369614542296237
V	261428	261828	401	*	8.878148297539363	8.707322616972629	9.101569378390252	-0.12557007169168588	0.05176531977019859	0.369614542296237
IV	98089	98489	401	*	6.753849110137576	6.504252914296148	7.062212644880351	-0.12559964142911215	0.05177213477469713	0.369614542296237
XVI	339418	339818	401	*	9.386590707924814	9.502459282361885	9.193218542317348	0.12647553523170785	0.05276480849537152	0.369614542296237
XIV	112547	112947	401	*	9.319859403760876	9.532658028071587	8.92696240132507	0.1259073810071326	0.05277859961307932	0.369614542296237
X	136236	136636	401	*	9.30883700651783	9.464211854274534	9.039035358972296	0.1240816254512798	0.052926838217882424	0.369614542296237
XV	446730	447130	401	*	6.91830680670035	6.715610014904425	7.177263232389054	-0.12370627515617154	0.053031754569099726	0.369614542296237
XVI	789577	789977	401	*	6.721278765047676	6.472867980800192	7.028433489411727	-0.12418180435203019	0.05322114157780284	0.369614542296237
VIII	48231	48631	401	*	8.512638274811927	8.646939531981733	8.28436896804077	0.12462765315478957	0.054002555033477895	0.3721113557775586
XI	355615	356015	401	*	10.073622028845254	10.245284405853926	9.770446652431426	0.12210838228498463	0.054840611458875796	0.37495673881184843
XII	92364	92764	401	*	7.058703971178903	6.818603897626624	7.3573272523144135	-0.1211941090339592	0.05634620422432043	0.3809524661971608
XII	805070	805470	401	*	6.332663904081698	6.030613481381343	6.692580597216071	-0.12470053274236187	0.056581375364884424	0.3809524661971608
II	798756	799156	401	*	8.904969483422772	9.091584635581997	8.570115549127916	0.12045662481159222	0.05707828705413373	0.3813867362253481
XII	390511	390911	401	*	7.757715198559198	7.502105323425274	8.072180356203363	-0.11830765841502501	0.06098100046589266	0.4044003188790776
V	461842	462242	401	*	8.852638344122001	9.03223480651105	8.53278159989018	0.11622332029967425	0.06284865732521493	0.4104095493572042
X	378339	378739	401	*	6.900195973494683	6.71299324321481	7.142084277902177	-0.1172585416486355	0.06288554876398439	0.4104095493572042
XV	232005	232405	401	*	9.234024416904967	9.05021808227159	9.472119375803281	-0.11698110022972769	0.0632831051163036	0.4104095493572042
XII	1071442	1071842	401	*	10.131314468844808	10.292788027536705	9.849150562407019	0.11539014179550847	0.06498370742963168	0.41678490199195467
X	60156	60556	401	*	6.486426767771176	6.308244974758335	6.718198019260972	-0.11566476612096258	0.06521124316880923	0.41678490199195467
XV	683572	683972	401	*	6.414646165397585	6.237537982930588	6.645204379918809	-0.11488679343715197	0.06642716421507959	0.421501862141728
VIII	146097	146497	401	*	6.789546852208466	6.584115087349626	7.05147640639399	-0.11276581277264425	0.06853885434841281	0.431461527304807
X	662951	663351	401	*	9.892067207657975	10.001484736311333	9.710608753526605	0.11774359709209746	0.06897514212015622	0.431461527304807
VIII	280142	280542	401	*	7.66765480174487	7.43188569286904	7.961792374449394	-0.11143622624460137	0.07015595349978318	0.4357574013155547
III	133348	133748	401	*	9.258941938859651	9.384819902285054	9.046779976783201	0.11453497864812281	0.07217827983324025	0.44212030209372466
VIII	466842	467242	401	*	6.4107607251053915	6.16990309765155	6.710165816223584	-0.11026545688728678	0.07218290646428158	0.44212030209372466
XII	241773	242173	401	*	7.739211947124099	7.5804576144527696	7.948731072830774	-0.11244302064920847	0.07401426947823392	0.4502109357227746
XVI	731877	732277	401	*	7.648361119119347	7.471182372439965	7.878999120856944	-0.11045116946721648	0.07544704139268227	0.452988850614237
XV	427362	427762	401	*	7.769494757365406	7.547867779684662	8.048791763906591	-0.10827410563903275	0.0754981417690395	0.452988850614237
XIII	91654	92054	401	*	8.56696085863627	8.705219998639032	8.331027689789886	0.11065632475894885	0.07642762587253081	0.45546733797008226
VIII	-149	251	401	*	7.493146338502086	7.2398245863236275	7.805295947799946	-0.10696697509929416	0.07806679546984358	0.46211351412350354
XV	388845	389245	401	*	7.921773709497107	7.69011905906388	8.211624310054496	-0.1056576284628829	0.07997108346433086	0.4660974079577328
XII	493325	493725	401	*	8.594324793839492	8.374327167534494	8.871892707354291	-0.10571141666552222	0.08017781796592147	0.4660974079577328
VII	733129	733529	401	*	10.030876254581969	10.168618358403071	9.795947762265211	0.10914759575518806	0.08032517688160475	0.4660974079577328
IV	491053	491453	401	*	8.228498145327864	8.081471646547373	8.424267927691535	-0.10960032800640064	0.08154264993623393	0.4700693937500544
XV	767938	768338	401	*	6.910930749135597	6.734045411521753	7.141236937551311	-0.10573128470292097	0.08385729232731282	0.474543427692475
XV	479941	480341	401	*	9.386877621718185	9.52065752856122	9.15961324489752	0.10770529909138753	0.08422885978835307	0.474543427692475
II	140532	140932	401	*	9.544477495995443	9.699674191931079	9.275034598186675	0.10476428032293314	0.08495518671748213	0.474543427692475
II	-79	321	401	*	6.238624318189884	6.452794001191833	5.842592890405059	0.10390463467269509	0.08538728235338557	0.474543427692475
XI	20821	21221	401	*	10.152444801855456	10.31224984195628	9.873678773940327	0.10420405551985876	0.08540497471252488	0.474543427692475
XI	68729	69129	401	*	10.612520272410828	10.754316830925465	10.369684835271562	0.10573185269837422	0.08604905589969235	0.474543427692475
XV	682126	682526	401	*	7.528515871888415	7.3603588463416925	7.748885092802269	-0.10547293850079921	0.08608497554512018	0.474543427692475
VIII	214074	214474	401	*	7.035087281412024	6.46943537365385	7.607030945324522	-0.12368985553490779	0.0874378671880985	0.475531417763073
IX	424559	424959	401	*	6.85129540155928	6.530013907233321	7.229209905428428	-0.10527705843909352	0.08752024212172824	0.475531417763073
X	374310	374710	401	*	6.864886048001658	7.019111970319352	6.597395683508717	0.1026449733283114	0.08838635885845501	0.475531417763073
IV	926856	927256	401	*	7.887257799053433	7.689347029075173	8.140983014532607	-0.1021332462417833	0.08842080783803172	0.475531417763073
XI	630387	630787	401	*	9.152740494817555	9.27785665431154	8.942021853003515	0.1066545779624029	0.08980432437479932	0.47867122643086757
V	551121	551521	401	*	6.797440373832735	6.6348291661940415	7.011428518994293	-0.10469659800959508	0.09009004941896147	0.47867122643086757
IV	125171	125571	401	*	5.746352427061785	5.485538161224877	6.066056960148398	-0.10022080100135075	0.09063941483701626	0.47870637057633736
VIII	151004	151404	401	*	8.24070787327042	8.050768056979207	8.48563944698724	-0.1013793351598225	0.09161491189711583	0.4809782874598581
IV	721708	722108	401	*	9.685123003230613	9.787321156327511	9.516819390394886	0.10720531638606662	0.09394633844293475	0.48936769287834303
IV	321754	322154	401	*	8.145234228180717	7.998239523009572	8.340966405199564	-0.10360512556996927	0.0943225711897033	0.48936769287834303
XI	216759	217159	401	*	8.071078935440566	7.9139244304056335	8.278736728285088	-0.10208835261527512	0.09663084865363114	0.4984117456871501
XVI	641236	641636	401	*	10.164218670321823	10.305400026360353	9.92258721874027	0.10048048908937161	0.09777647712537062	0.5013886792126563
X	585356	585756	401	*	5.461645595730458	5.1606761375547805	5.820536760203918	-0.09834072005555317	0.0986457925337433	0.5029224798541132
XV	520537	520937	401	*	9.570510287678712	9.676017042704816	9.396200933096447	0.10445617622497717	0.10028046756183369	0.5037819879015052
XIII	169877	170277	401	*	8.015019461981352	8.18252609015793	7.720469039287269	0.09631052309762883	0.10089191892824108	0.5037819879015052
XII	522213	522613	401	*	8.441145609137239	8.302512893151315	8.626924045356297	-0.10156145028511519	0.10214003693640843	0.5037819879015052
XIII	759573	759973	401	*	6.830527658734315	6.670580112805369	7.041432135543464	-0.09906366989224927	0.10214642926124393	0.5037819879015052
XVI	502691	503091	401	*	10.450308706236193	10.58194677523471	10.227161707918196	0.10002161371421799	0.10229928847503861	0.5037819879015052
VI	224894	225294	401	*	10.693429802228106	10.798198162197547	10.520464139503872	0.10369041268882621	0.10276102140784266	0.5037819879015052
XVI	840517	840917	401	*	8.836031551252365	8.94208987822173	8.66071720896746	0.10310201165440532	0.10296244885319697	0.5037819879015052
IV	690537	690937	401	*	7.180793599987595	6.962532123942221	7.456514646121941	-0.09471909545634677	0.10338383198432251	0.5037819879015052
II	381281	381681	401	*	9.765017722656804	9.612482308497349	9.967276231536921	-0.0993094512409834	0.10406402817617805	0.5043102903922474
X	181470	181870	401	*	5.3066963799923315	4.9563348066502915	5.710966025477604	-0.09652361825216392	0.10504631810358248	0.5047095371825051
VIII	505676	506076	401	*	7.925173615418239	7.769945506631955	8.130584188121475	-0.09811865963789665	0.10576995552895359	0.5047095371825051
IV	386706	387106	401	*	7.878627600054139	8.036762033757235	7.603251782458698	0.09478246409646678	0.10586311154054813	0.5047095371825051
IX	54094	54494	401	*	9.281148668859732	9.573587467165384	8.688091805624403	0.10158154366836585	0.1065696711258257	0.5048496404952669
IV	461292	461692	401	*	7.369104466606183	7.185339957109442	7.607152594116785	-0.09509999116590274	0.10713541357539749	0.5048496404952669
IV	1194983	1195383	401	*	6.8279979487509115	6.667121728442795	7.039978928768431	-0.09812703021823184	0.10760967393776666	0.5048496404952669
X	223877	224277	401	*	7.084810536668475	6.908041715882806	7.314984917492175	-0.09539246524860243	0.10954473863695105	0.5112087803057715
II	697439	697839	401	*	6.9089999303570755	6.717277362871145	7.155907140216461	-0.09319145000809807	0.11135652544796404	0.5169287128689699
XV	931196	931596	401	*	8.973148310418463	9.063949797009705	8.825239087894676	0.1015207683395611	0.11291848233082065	0.5201394732713479
VII	149025	149425	401	*	8.256501033052121	8.125670073037169	8.432877576339244	-0.09800758491212651	0.1132276404400213	0.5201394732713479
XIII	124227	124627	401	*	7.961706849982135	7.803852881846247	8.170178988458401	-0.09411140481570315	0.11532709913728652	0.5229943563545889
II	668577	668977	401	*	7.5287895399564055	7.372564152919179	7.735364290186741	-0.0941828899034288	0.11554984658191278	0.5229943563545889
XIV	569750	570150	401	*	7.308417763907087	7.1389175959887785	7.530324507980993	-0.09275211458207946	0.11569772283776877	0.5229943563545889
IV	591842	592242	401	*	10.403990669184779	10.535196409103511	10.181672598871833	0.09471838315822698	0.11645366436190882	0.5229943563545889
XVI	482018	482418	401	*	7.876946938649278	7.692169995660468	8.116127874956772	-0.09084456524824981	0.1175207215624004	0.5229943563545889
V	152918	153318	401	*	7.961499084397781	8.146296431982439	7.630551351537802	0.08864667151990202	0.11795076045676722	0.5229943563545889
VI	74700	75100	401	*	8.113540954856804	8.22368182163179	7.930754177384657	0.09692030467857884	0.11799986044735054	0.5229943563545889
IV	1278556	1278956	401	*	9.580573567379252	9.723333850523323	9.335849011057121	0.0915347766298499	0.11970074429446965	0.5274560117654657
IV	431884	432284	401	*	8.917163257837908	9.097009021938087	8.596777722639066	0.08806510518370686	0.12020256050437486	0.5274560117654657
VIII	17814	18214	401	*	8.220998715738812	8.029652676368514	8.467489087540923	-0.08901417433044541	0.12140926860218079	0.5274937766909322
IV	1434306	1434706	401	*	7.848606764007405	7.725116637966424	8.016033581421766	-0.09607420890675829	0.12196828100139609	0.5274937766909322
XV	988694	989094	401	*	10.385341470544112	10.541735281060083	10.113485337776261	0.0892641382953796	0.12200536331627004	0.5274937766909322
XII	809069	809469	401	*	9.446871934359036	9.558901780144273	9.26060734484291	0.09531488897603468	0.123029437353821	0.5293266524198543
IV	1450815	1451215	401	*	6.452787249295991	6.248078970656492	6.713931461440166	-0.08701240331435539	0.12553161910052288	0.537470330323598
XVI	812707	813107	401	*	7.70023184859769	7.852863988615722	7.435938526185326	0.08797487640857776	0.1266482050419039	0.5396314823524602
XIII	434231	434631	401	*	8.876591020443161	9.027146329693858	8.616447831600748	0.08803610983860816	0.12731707731780506	0.5398733759341541
XIV	116481	116881	401	*	7.561802709314592	7.419730620401791	7.751690530184943	-0.09072619611005837	0.12816891931239385	0.5408851044666573
V	362290	362690	401	*	8.344207988503928	8.21677073273964	8.516459586434445	-0.09308578390428474	0.128958198951489	0.5414287217949277
X	8182	8582	401	*	3.292252493021689	3.706531867799472	2.295281013412811	0.10369329934055961	0.1295254651913036	0.5414287217949277
XVI	76281	76681	401	*	7.7972874236106575	7.649316733478417	7.994173167513661	-0.08960209617072233	0.13123938372152472	0.5443316951705577
