seqnames	start	end	width	strand	Conc	Conc_NQ	Conc_WT	Fold	p.value	FDR
X	337580	337980	401	*	8.305728574044952	8.042706282804236	8.808211098811277	-0.4917052301677309	0.004269280371339845	0.0362221756505865
XII	424027	424427	401	*	10.140124810111171	9.891482694905054	10.621195725476763	-0.48186458035687457	0.004630243161125617	0.0386803390229417
XIV	783684	784084	401	*	9.389652345556154	9.579372526777723	8.765150697484795	0.4954554026739896	0.004798031250326437	0.039474711650412955
XVI	591189	591589	401	*	7.7569948429788695	7.480305473366011	8.279344108829303	-0.48904928724462543	0.004997761125969989	0.03992407899916299
IX	177453	177853	401	*	9.775465893450319	9.545514818892192	10.227893151696616	-0.46808395398162245	0.004999700500815991	0.03992407899916299
VII	581588	581988	401	*	8.413460100754207	8.14868210629031	8.91852072025037	-0.48282615276915597	0.005441040494752532	0.0428186230239221
XIV	440847	441247	401	*	9.638807875536829	9.343729334272012	10.187175543834197	-0.4914357512502741	0.005552357936501935	0.04307043370743644
IX	249000	249400	401	*	10.232577873556107	9.9584168214291	10.751286602271099	-0.48433827886889447	0.005703062186338905	0.04361637700256374
V	261428	261828	401	*	8.71681634421883	8.42810169285466	9.25627028756937	-0.48701396127527224	0.005874754623811687	0.04430544112124647
XV	671013	671413	401	*	10.109949559826669	9.815321780140584	10.657688957578046	-0.4878885683701029	0.005974067300868761	0.044437240333859415
II	628451	628851	401	*	9.22343806820852	9.014739726262917	9.642120246400424	-0.4460107699018804	0.00605649345273689	0.04444156682210988
IV	835845	836245	401	*	9.357273223111006	9.134348844665304	9.798685347623998	-0.45449573478730526	0.00645211202558832	0.04671329106525944
XII	1071442	1071842	401	*	9.412707888887406	9.090626345095906	9.997874962762126	-0.48477169008892557	0.006857667873698367	0.04899623230813438
II	466238	466638	401	*	9.37220033611804	9.157489450537891	9.800560294760531	-0.44446346815986815	0.007241180653486868	0.05106442980316064
VII	547312	547712	401	*	9.949433283674308	9.689678204555134	10.447097503174337	-0.4673633575306177	0.007464053125225703	0.05146008635553672
V	117783	118183	401	*	9.58949284384341	9.337237956547057	10.075993185407249	-0.4643563249263432	0.0074868265600136295	0.05146008635553672
V	42042	42442	401	*	9.596817053265028	9.318679497858652	10.121244574397265	-0.4653096630014097	0.008717065009580435	0.05733019323778275
II	415312	415712	401	*	8.930121058629766	8.71019238918549	9.366794928696958	-0.4420219974561029	0.00874483857064092	0.05733019323778275
VII	766138	766538	401	*	9.036437067032482	8.805217186767177	9.49083870470868	-0.44619235215599723	0.008999571939154297	0.05733019323778275
XIII	388277	388677	401	*	8.410556574799667	8.1491930584133	8.910596204145602	-0.4598427527991253	0.009011546556487822	0.05733019323778275
VII	788232	788632	401	*	8.736200398650235	8.52449981315259	9.159728139745887	-0.4355940293530228	0.009035195362372897	0.05733019323778275
X	545291	545691	401	*	8.009606993108662	7.787925384577348	8.44905653495566	-0.44236262623014944	0.00910784772515181	0.05733019323778275
XII	187257	187657	401	*	8.30233751441046	8.10512602066546	8.7022336571667	-0.42325493009434834	0.009112340055718735	0.05733019323778275
X	745319	745719	401	*	9.479943958966759	9.658943649304698	8.901645761060399	0.4582482652178021	0.009185500574009391	0.05733019323778275
VIII	341543	341943	401	*	8.128423994609744	7.808519162283479	8.710684390507508	-0.46698503921783563	0.009336752475309842	0.05742046455117098
XIV	663792	664192	401	*	8.75359582138956	8.554603047865676	9.156431063733546	-0.4247772238346958	0.00941145735737425	0.05742046455117098
V	354819	355219	401	*	7.727681600490649	7.518146313357164	8.147717243499027	-0.42948072324184516	0.009711143593562484	0.05821036517024508
IV	599894	600294	401	*	10.294652045727396	10.031888035779678	10.796754653161557	-0.4557189294648618	0.009764408395829037	0.05821036517024508
XV	1043376	1043776	401	*	9.434719772914425	9.150497911650758	9.96782356017922	-0.4600367056938352	0.009862529642104139	0.05821036517024508
XVI	431751	432151	401	*	10.193792432892387	9.943513577979516	10.67732732649475	-0.44970924335038015	0.01019362322397192	0.05874444708994328
VII	397902	398302	401	*	9.404282103285412	9.16066849673138	9.877738958349395	-0.44682141759311633	0.010254547322737135	0.05874444708994328
VII	159076	159476	401	*	7.872526001769864	7.614629810554138	8.36743674412477	-0.4514400844202131	0.010277573616104258	0.05874444708994328
IV	1525031	1525431	401	*	9.494494649325864	9.666677587825538	8.944652276652288	0.4474675225614767	0.010436723535359297	0.058845485796320915
VII	625242	625642	401	*	10.132863502208808	9.897500305894628	10.59368175207516	-0.44187195853801475	0.01064080413435439	0.058845485796320915
X	639376	639776	401	*	9.73362560072132	9.493785386418566	10.201324787410467	-0.44368317831999876	0.010656093621197038	0.058845485796320915
IV	1161764	1162164	401	*	9.88729448069816	9.622406110107859	10.392516919253977	-0.4513283197692691	0.010765333898692405	0.058845485796320915
XV	988694	989094	401	*	9.754541920467302	9.483958913619366	10.268071884668387	-0.4524920001192881	0.010837106039838106	0.058845485796320915
XVI	214578	214978	401	*	10.119953267955765	9.887179277080016	10.57676721085394	-0.4364997699898962	0.011709582757810682	0.062953499381101
XII	658214	658614	401	*	7.867184536377478	7.678181752828391	8.253410959226597	-0.40845889256419726	0.012333452075233849	0.06565749487109784
X	195404	195804	401	*	9.873559222468833	9.591981086906957	10.402903938805787	-0.44673981066182594	0.012460700824693003	0.06569087910493496
II	338564	338964	401	*	8.206394696677089	7.873131080867205	8.806333995933498	-0.4462912601030444	0.012932723668131113	0.06752373992110763
IV	538965	539365	401	*	10.064500955489542	9.810664844076957	10.553366954527716	-0.4362251665713104	0.01367876293481317	0.07073874546289097
VIII	236047	236447	401	*	9.230781078356255	9.0382960579994709	9.622831699025243	-0.40539411840935663	0.013990856615375243	0.07167014285045997
IX	439492	439892	401	*	9.841534884239385	10.009353972835713	9.309549732756544	0.42778299789842256	0.0147398184652968	0.07480113482856227
XI	278344	278744	401	*	8.843329986967063	8.667760098799546	9.206731833304678	-0.38876660128611534	0.01588483481545854	0.07986541948883322
XIV	275894	276294	401	*	7.9127220410334465	7.675637173591797	8.376192820805846	-0.4234686397051035	0.016214505382297482	0.08077501305126177
V	194682	195082	401	*	8.492568051366987	8.287076887970892	8.906044652356746	-0.40680523969263593	0.01671584418012444	0.08242833261526356
XV	968109	968509	401	*	9.463406975284729	9.263756321261015	9.86732528804084	-0.40379957038141434	0.016849990645109125	0.08242833261526356
IV	976433	976833	401	*	9.727185502077576	9.506806346080648	10.164573522213963	-0.4139364772696584	0.017046083680212768	0.08264306641388869
IV	1011596	1011996	401	*	9.519280862547115	9.27771927766795	9.989611338695976	-0.4202912394213359	0.01737164860537698	0.08287087265547616
XIV	495068	495468	401	*	8.943770966566873	8.750372580118794	9.337343030085378	-0.39842136055352434	0.017519850958877595	0.08287087265547616
XVI	930286	930686	401	*	7.5345419950226935	7.28183540840767	8.021718781064822	-0.421678628849822	0.017550921464787768	0.08287087265547616
XIII	754245	754645	401	*	8.572152654671521	8.380232667839577	8.963260781839885	-0.39627069758363276	0.017977621425367584	0.08415386581012585
IV	894081	894481	401	*	9.5558455544009675	9.368274342153372	9.939666677418353	-0.3907973214524626	0.01911716827658904	0.0887232681554517
XV	216326	216726	401	*	9.842179962700106	9.607836117584451	10.301423929887626	-0.4123977394349133	0.019435019459396814	0.08932609562618953
XII	489411	489811	401	*	9.551256257379784	9.323427850753685	10.000370497461493	-0.40979471115031246	0.019576068838888683	0.08932609562618953
XI	322412	322812	401	*	9.626579548438427	9.403264513789617	10.068607697467561	-0.4077193171603036	0.019786086959278422	0.08953204349073486
XV	79848	80248	401	*	9.011832353363184	8.815582392455976	9.410137969546199	-0.39415387603932217	0.020063058587515444	0.09003504804149494
XI	20821	21221	401	*	9.56286168848108	9.318355664222796	10.037674700685267	-0.41210830394646175	0.02048465936678023	0.09117352488657102
XII	370579	370979	401	*	9.87575167543083	9.661803350334726	10.302890033213613	-0.40081669177787643	0.02115218544610962	0.0932429577647146
XVI	645308	645708	401	*	10.150858173514745	9.917551850833776	10.608496883844994	-0.40710916160609645	0.021293051128590444	0.0932429577647146
IV	1468804	1469204	401	*	9.339376270455803	9.13436701847849	9.752068051519604	-0.39472493822049753	0.022060592438395976	0.09583121355239213
XVI	502691	503091	401	*	9.929870007799325	9.702945508893807	10.37756964993841	-0.4018919113864596	0.022645879373519695	0.09759295634778725
XV	770160	770560	401	*	9.460133323061648	9.223952205253699	9.922212724229045	-0.40385895101826996	0.02287563984428331	0.09780686957043967
VI	224894	225294	401	*	10.264109361689464	10.061401708946766	10.673043330056268	-0.3912884094519188	0.023284912161880177	0.09877896331172606
VII	661672	662072	401	*	8.55187822518496	8.346218000769996	8.965629988369308	-0.3907193683321139	0.024286832779661895	0.10095978605384105
VII	856708	857108	401	*	10.02237842445643	9.820637999843939	10.42972848310412	-0.388861611328696	0.024306419523060542	0.10095978605384105
XVI	75020	75420	401	*	9.405683552574253	9.216703676040577	9.791871537801999	-0.3820017954639211	0.024356780797519663	0.10095978605384105
VII	609805	610205	401	*	9.309240697589306	9.137701138597233	9.665681281800456	-0.36765203085418385	0.02586966731069225	0.10620998977964308
VII	809718	810118	401	*	9.753830855227513	9.55310876106542	10.159510288989646	-0.3849096989413238	0.0260146015482367	0.10620998977964308
VIII	175012	175412	401	*	8.594031856700555	8.40490969037186	8.980458575575769	-0.3790484377126655	0.026253207680777775	0.10638426694524128
XVI	281650	282050	401	*	8.677997138385708	8.475952034713195	9.085846434427204	-0.3846221522973003	0.026634679809548225	0.10660407028080059
V	140513	140913	401	*	9.23304691740378	9.026949749919375	9.647509452938095	-0.385871846061738	0.02670009863386534	0.10660407028080059
II	419451	419851	401	*	9.332853892092523	9.130055152613028	9.741936877707216	-0.38222872921542284	0.028083257369529505	0.11062910101928947
XIII	556972	557372	401	*	9.218337049135132	9.02362214105026	9.614097603397957	-0.3784418778875316	0.028115683131974118	0.11062910101928947
IV	926856	927256	401	*	7.927171152312981	7.749059102835555	8.294936718954837	-0.36835441512152606	0.028400732217803176	0.1109467452824973
VIII	55887	56287	401	*	9.422115265977013	9.192073151997032	9.874684337896216	-0.3891579942325495	0.02872792486307575	0.11142330857607238
X	391842	392242	401	*	9.471246528402219	9.268068705540427	9.8809494254365	-0.3793858231567675	0.029708840578320593	0.11441064137608568
XII	493325	493725	401	*	8.521419557399561	8.251757042929578	9.033612130224883	-0.3893014383278403	0.03034099870784297	0.11602226970675164
VII	197139	197539	401	*	9.618643667555531	9.434894399511006	9.996011749590604	-0.3681289237065063	0.030864279966630364	0.11646499180596162
VI	4826	5226	401	*	9.99308517202455	10.141039294770847	9.539067803280536	0.37599318475393506	0.030885743683348937	0.11646499180596162
XIV	355337	355737	401	*	9.595419893724749	9.389730254587931	10.009219523393861	-0.37716418637092036	0.03147000177438826	0.11784973078270915
XV	25	425	401	*	9.805493724278689	9.959392324850583	9.32869473048321	0.3762717926635087	0.032959421526770775	0.1224502534783441
V	467842	468242	401	*	8.799093871232724	8.594030165742929	9.211874367452236	-0.3739051211735442	0.03314951613502133	0.1224502534783441
XVI	257000	257400	401	*	8.62112129412083	8.479087675798466	8.924928864067704	-0.33045526273470877	0.03422783940215067	0.12453660232811033
XIII	551262	551662	401	*	9.158771242193582	8.959397628412528	9.562233622160404	-0.37005139408670734	0.03442979232002931	0.12453660232811033
XVI	627446	627846	401	*	8.708098738947108	8.555872794789423	9.030427878390835	-0.34154137103260496	0.03444801154846315	0.12453660232811033
XII	1064715	1065115	401	*	9.782410187967328	9.91625154957989	9.380721639671648	0.35814748208289465	0.03463172550929035	0.12453660232811033
XIII	431581	431981	401	*	9.562485778701348	9.340084173454871	10.00307287087887	-0.374804384489572	0.035367058909566394	0.1263441643940431
XIV	503094	503494	401	*	8.75849979580552	8.597801525931137	9.095948352872023	-0.34256713866101096	0.03839023990245658	0.1345523392236254
XIII	306437	306837	401	*	9.87493085117849	9.664824225740873	10.295889254115782	-0.3670124402641749	0.038406297755498885	0.1345523392236254
X	651394	651794	401	*	8.92365832646831	8.740382541064491	9.300223764456634	-0.3573042381180974	0.03850597520431835	0.1345523392236254
II	165036	165436	401	*	9.74832828040273	9.555707941000442	10.140604471338614	-0.3610854921282998	0.03865592066093105	0.1345523392236254
IV	366196	366596	401	*	8.375183330937636	8.226524590180611	8.691071984617631	-0.3321360141939911	0.03996711694851614	0.13823021976461314
IV	411179	411579	401	*	9.379111446946187	9.202849216141948	9.743703797732433	-0.3503748580082087	0.04112031991111941	0.14091504057285595
XIV	651926	652326	401	*	9.225098537638752	9.057300805271783	9.575028406265906	-0.3451415643162552	0.04126241519536666	0.14091504057285595
XII	522213	522613	401	*	8.444622697878224	8.28141565916006	8.786501206956036	-0.34088590532728774	0.0427217317349583	0.1446968805045359
II	5716	6116	401	*	10.011496457385695	10.156884644816735	9.567174158951692	0.35621351279416597	0.042902758307974735	0.1446968805045359
XIV	576119	576519	401	*	8.567701088729933	8.403849460389047	8.910714372363453	-0.3402661060287176	0.04319146082265057	0.14477137794258801
II	193548	193948	401	*	9.169263054230843	9.00093853332419	9.520112328385988	-0.34248668301096563	0.043998863671033825	0.14657290167712494
XIV	349888	350288	401	*	9.432597872847147	9.27410710984855	9.76613075637668	-0.33574727433316875	0.044414526676568714	0.14666193004126277
II	408587	408987	401	*	8.584882181324982	8.42990164623429	8.912154234959202	-0.33324022134266046	0.044776550701147236	0.14666193004126277
XIII	472795	473195	401	*	8.881077007846418	8.751524598552995	9.161691882096285	-0.3090220495423218	0.044947315080922846	0.14666193004126277
VII	771878	772278	401	*	8.66307917027346	8.428427586573463	9.122798706226813	-0.35965727372110473	0.04525626283022188	0.14666193004126277
VI	182961	183361	401	*	9.65414363611806	9.479556530771125	10.01585288542641	-0.343958425443009	0.045724299064592674	0.14666193004126277
XI	630387	630787	401	*	8.786629277649503	8.637645340898823	9.103106917225103	-0.3276372934994716	0.046267032080688164	0.14666193004126277
IX	257171	257571	401	*	8.736254442237932	8.568643038493285	9.085858890244173	-0.3398879648658909	0.046511500566153954	0.14666193004126277
XI	231236	231636	401	*	9.718748126500989	9.5306441533052	10.103465132161977	-0.3487899713079065	0.04658117436907091	0.14666193004126277
XI	308616	309016	401	*	8.206684975070628	8.013571037291415	8.599783492460219	-0.3493999620565127	0.04685636962310251	0.14666193004126277
XVI	586867	587267	401	*	8.393796650226056	8.156234868914725	8.858000777020834	-0.35713804251522946	0.046892152248808154	0.14666193004126277
XIII	146006	146406	401	*	8.579775567388857	8.405933931975202	8.94019883553868	-0.3430000081057469	0.046996640565708514	0.14666193004126277
V	123158	123558	401	*	9.318582341315555	9.141877501703496	9.68393495807658	-0.3412794079956226	0.04911735692986391	0.15107555652795868
VII	229744	230144	401	*	8.337008535594492	8.19911647892461	8.63318364834241	-0.31582388792835125	0.04912865658272718	0.15107555652795868
IV	1013735	1014135	401	*	9.1459294543591	8.9569197768972	9.532167444768493	-0.34592576897753474	0.04924562339861637	0.15107555652795868
IV	1156322	1156722	401	*	8.838121787919839	8.65721863844091	9.21065443105202	-0.34203951797683485	0.04978187810475944	0.15123773664818935
II	477024	477424	401	*	9.041154845317978	8.8900339996087	9.361493533417448	-0.324804087712688	0.05003603946238281	0.15123773664818935
XI	-8	392	401	*	9.639975911820358	9.770706168489296	9.249505158849377	0.33710567495616833	0.05013405634746608	0.15123773664818935
VII	438456	438856	401	*	8.476471496061517	8.322300672256898	8.802293316474133	-0.3262029360417108	0.05088775836905428	0.15266327510716282
V	362290	362690	401	*	8.341200826720385	8.181190610085803	8.677430697568965	-0.3302219323753495	0.0513471866456773	0.1531951777395757
X	521641	522041	401	*	7.793102056052285	7.642406638325142	8.112673343552276	-0.32289908157720537	0.05175347091076397	0.15356357762046358
IX	332648	333048	401	*	8.998276110327318	8.839122488490522	9.332986518948452	-0.32847120986636164	0.05261419590243347	0.15424962343463935
XI	68729	69129	401	*	10.136335144768628	9.94784103410078	10.521707637293753	-0.3413657621951207	0.05299556381332929	0.15424962343463935
VII	700577	700977	401	*	8.705400366476015	8.54522165959968	9.041928817733902	-0.3284762006356146	0.053067983464042706	0.15424962343463935
XVI	829110	829510	401	*	9.668973156697737	9.48066203038505	10.054038268438635	-0.3411647445131437	0.05312095687343933	0.15424962343463935
IV	1507210	1507610	401	*	9.339284873507054	9.178286956930126	9.677263664440312	-0.32879923736948746	0.05391365985166922	0.15571870903966162
XIV	273818	274218	401	*	9.116150474796578	8.920087296880896	9.514146795951111	-0.34089945596964316	0.05507862926473741	0.15824177614154716
XV	232005	232405	401	*	9.221628508477039	9.018162885193396	9.631801756260462	-0.34075332279413767	0.05642986837987996	0.16127062384355167
X	662951	663351	401	*	9.574986509768154	9.439225063382843	9.867210758824342	-0.30768151089477214	0.0568390892373014	0.1614097773901848
II	167963	168363	401	*	9.022824787796102	8.858509532640648	9.366653403464081	-0.32736727475110894	0.05716619234717245	0.1614097773901848
XIV	62986	63386	401	*	8.617906482691422	8.471663846320794	8.929407436023437	-0.31596173584173376	0.057370326033712095	0.1614097773901848
XVI	678864	679264	401	*	9.807721413618712	9.631312452647796	10.172565872003625	-0.3319363174856755	0.057748657214150616	0.1616367055014628
XIII	70075	70475	401	*	9.439447356549197	9.302488733834469	9.733893620306771	-0.30716875695809115	0.059093073963145004	0.1645514828819884
IV	491053	491453	401	*	8.262022790753953	8.110824529788887	8.582501054754355	-0.31679399118051166	0.05998187450336829	0.16617427477208663
XII	1012088	1012488	401	*	9.214690485732204	9.065552678533507	9.531446681132127	-0.3152683506778946	0.06074934245850364	0.16632935943690702
VII	905363	905763	401	*	9.84292904017102	9.695704802696076	10.156215099651716	-0.31356614129401783	0.060857621644121604	0.16632935943690702
IV	591842	592242	401	*	9.957428318514001	9.770496825917176	10.340172525503078	-0.3320992573422039	0.060956800235625226	0.16632935943690702
XII	758980	759380	401	*	9.14833756082155	8.998362340515222	9.466608285512642	-0.31416420373562554	0.06297028690807865	0.16960805182130437
V	222207	222607	401	*	9.191196842763317	9.041756510849169	9.508500463467191	-0.31296706655546547	0.06327455558266877	0.16960805182130437
IX	54094	54494	401	*	8.41626149581914	8.205742536292496	8.837885260053467	-0.33305136372899824	0.06354092067698393	0.16960805182130437
XV	494258	494658	401	*	9.598208739686761	9.395551405143204	10.007060377205436	-0.3320426374245406	0.06366234355837329	0.16960805182130437
XIII	915070	915470	401	*	8.569621460469952	8.397347770827887	8.92733400495796	-0.32553257615132364	0.06372015206546242	0.16960805182130437
XIII	434231	434631	401	*	8.381445903096312	8.196110019043326	8.761498438018549	-0.32651425921049504	0.06536780053281205	0.17287459741487377
XI	92325	92725	401	*	9.011103435462525	8.834002452586473	9.377135967446529	-0.3240985253879144	0.06589076508440245	0.17287459741487377
II	605822	606222	401	*	8.085436063855004	7.937890420255712	8.399305878185306	-0.31092919757362747	0.0659024708377143	0.17287459741487377
VI	255393	255793	401	*	9.196905101560166	9.031624312505798	9.542429383649216	-0.3193090621268287	0.06623640649025324	0.1729152342509976
XII	444949	445349	401	*	8.040922808874885	7.6905750798325325	8.662927724506199	-0.30527204330655144	0.06748722983700167	0.1753376354138369
VIII	296744	297144	401	*	9.493820345020014	9.292492227066212	9.900494367920329	-0.32608446160716403	0.06889381492247232	0.1781397214423927
VII	733129	733529	401	*	9.603503451091031	9.434612538746078	9.955340222539641	-0.31742343336034345	0.07022392342938912	0.1791291160353907
