seqnames	start	end	width	strand	Conc	Conc_SPS	Conc_WT	Fold	p.value	FDR
XII	734600	735000	401	*	6.44477477299648	6.235806712628304	6.78924915522731	-0.0010539158898817086	0.08118247347986765	0.9624133737366715
VIII	266935	267335	401	*	7.393425678913999	7.199720654570777	7.71683639169322	-0.0011864329780174338	0.08136335845196199	0.9624133737366715
XV	673706	674106	401	*	6.675004155719518	6.485982338935228	6.991844348769206	-0.0012109483059395162	0.08155319637313978	0.9624133737366715
XII	954373	954773	401	*	10.040823144136946	10.206533103689692	9.638357381314327	0.0010549659464849919	0.0830209001679659	0.9624133737366715
IV	667876	668276	401	*	5.2730125166943775	5.036850327635139	5.65374020192369	-9.524427607848044e-4	0.08399059105457649	0.9624133737366715
XVI	22478	22878	401	*	6.160196399697165	5.915076731932473	6.552523040902631	-9.066983144916195e-4	0.08453664696148676	0.9624133737366715
IX	122127	122527	401	*	6.861096654170322	6.696763553595659	7.142430709620229	-0.0013372958848158504	0.08488385904634602	0.9624133737366715
VI	176603	177003	401	*	7.64426962886107	7.485395736544837	7.917549266127981	-0.001356131223808829	0.08527935618998655	0.9624133737366715
XII	289631	290031	401	*	7.219557983009723	7.001948653135856	7.5757258390246465	-0.0010224730720024967	0.08755333207107675	0.9624133737366715
IV	258487	258887	401	*	5.765580500027411	5.457447195505405	6.235078627242074	-7.570791350366398e-4	0.08770937222196229	0.9624133737366715
X	402411	402811	401	*	6.882105609370109	6.678356702196777	7.219436874587267	-0.001074979214939049	0.08942145557739417	0.9624133737366715
VII	115465	115865	401	*	6.486240103370945	6.29436423957548	6.807090608970984	-0.0011344700782052052	0.08993746611739521	0.9624133737366715
XV	571770	572170	401	*	5.654388562775611	5.412279911207578	6.042834684616015	-8.857282671297566e-4	0.09078581616911434	0.9624133737366715
IV	794170	794570	401	*	6.3389725783205035	6.119678127906683	6.697401654350425	-9.686914584885976e-4	0.09375568073594634	0.9624133737366715
XII	92364	92764	401	*	6.770271445306702	6.542831371496729	7.139544372943759	-9.590742261330064e-4	0.09401065274752235	0.9624133737366715
XIII	70114	70514	401	*	9.650199708389152	9.767211481547866	9.38316780179831	0.0014410577939312015	0.09529804685809613	0.9624133737366715
IV	1075200	1075600	401	*	6.7285711682462646	6.5270200303954855	7.062876098403474	-0.0010508583024408209	0.09545060554998783	0.9624133737366715
VII	560006	560406	401	*	5.948011952115165	5.711503349707478	6.329191287471485	-8.85424773668674e-4	0.09565713420061688	0.9624133737366715
X	617783	618183	401	*	6.375817950827336	6.208007134949849	6.6622438477364225	-0.001235759504482743	0.09590666778001028	0.9624133737366715
XIV	569750	570150	401	*	6.9656546092798415	6.746828768902915	7.323455490194067	-9.567420034052648e-4	0.09757007573765916	0.9624133737366715
V	354825	355225	401	*	8.048830026437248	8.167691621310436	7.776958902112703	0.0013471627133673169	0.099842691778263	0.9624133737366715
XVI	689529	689929	401	*	6.589756965452329	6.386488752691663	6.926427248802459	-0.0010223146758391293	0.09995969578552948	0.9624133737366715
VIII	540698	541098	401	*	3.199931855031156	2.733904313121554	3.8341435783310938	-4.7821057430854e-4	0.10037702253982676	0.9624133737366715
XV	860542	860942	401	*	5.5834189204063005	5.358862426154235	5.948869390009971	-8.943885209590831e-4	0.10067927357333098	0.9624133737366715
II	564897	565297	401	*	6.167322437255604	5.915298164405509	6.5684780471730635	-8.477322369527051e-4	0.10239197846114537	0.9624133737366715
IV	955085	955485	401	*	10.46611620940327	10.59346724580841	10.17174459066237	0.0012467613867433575	0.10426650904335655	0.9624133737366715
VII	472383	472783	401	*	7.1012937777053295	6.875285574315382	7.468670846228783	-9.058581356535775e-4	0.10518053243206461	0.9624133737366715
XVI	870165	870565	401	*	4.36329866604828	4.015546998437688	4.877683015900045	-5.983342428398918e-4	0.10560393030817242	0.9624133737366715
XV	988541	988941	401	*	9.805337684962115	9.957048605378164	9.443602059766093	0.0010139294626176727	0.10576344683021797	0.9624133737366715
IV	341213	341613	401	*	6.676573712480629	6.434767088888184	7.0646295640523515	-8.321801043810998e-4	0.10587870858141434	0.9624133737366715
IV	894102	894502	401	*	9.838958373087356	9.964986580335161	9.548124716704876	0.0012419916730329469	0.10609482240397773	0.9624133737366715
IV	491087	491487	401	*	7.929815258232574	7.7767770915659264	8.194400882813763	-0.0012463912345755646	0.10729936014820711	0.9624133737366715
XII	839369	839769	401	*	7.198399612847137	7.005072001888582	7.521282711804063	-9.790067127414858e-4	0.10889300426856975	0.9624133737366715
II	347407	347807	401	*	6.362429336810109	6.183531568271239	6.66488843177972	-9.90147262530473e-4	0.1199654591196176	0.9624133737366715
IV	1194942	1195342	401	*	6.582342250577247	6.412756601300492	6.871355122085129	-0.0010717833717376556	0.12093290917527975	0.9624133737366715
VIII	62547	62947	401	*	6.082542320325758	5.873843788012255	6.426649312784626	-8.624758692077102e-4	0.12117521873374072	0.9624133737366715
XVI	207479	207879	401	*	7.454519117229041	7.648055926191973	6.966235041208699	6.927748449841965e-4	0.1214432689992102	0.9624133737366715
XII	439854	440254	401	*	7.502706744564494	7.354060833778957	7.760690682860852	-0.0011548639436350853	0.12315769502506482	0.9624133737366715
XIII	29842	30242	401	*	6.719733699078091	6.581855050692515	6.961318723013184	-0.0012883369152294588	0.1231754370903372	0.9624133737366715
XI	219737	220137	401	*	6.910699558014688	6.751654205358427	7.184233315046388	-0.0010680975946038666	0.12507674149532555	0.9624133737366715
XVI	264621	265021	401	*	5.70856950847223	5.498003326165003	6.055218940454179	-8.351692855262212e-4	0.12711984768866505	0.9624133737366715
I	210874	211274	401	*	3.5083412834064864	3.196943542858477	3.981638544212362	-5.574376982946075e-4	0.12724799053478228	0.9624133737366715
XIII	26023	26423	401	*	8.520489090528507	8.696257059916004	8.087779345900822	7.562267389126532e-4	0.12770299836115634	0.9624133737366715
III	246616	247016	401	*	6.6345312039523705	6.409061692177244	7.001193887931369	-7.934960189882875e-4	0.127948471147595	0.9624133737366715
XVI	114556	114956	401	*	10.841061207304199	10.95957016029038	10.57011434256239	0.001176351289732194	0.12956920157602367	0.9624133737366715
IV	461297	461697	401	*	7.116964403437891	6.965064616131478	7.3798438361923235	-0.0011239812770169526	0.13195757518827586	0.9624133737366715
XVI	695039	695439	401	*	6.806388733251327	6.658210363297365	7.063666974425516	-0.0011200784205787958	0.13254474537822167	0.9624133737366715
XI	408065	408465	401	*	6.8011038770539685	6.6206448624080245	7.105796684599039	-9.448753826496512e-4	0.13319968155295925	0.9624133737366715
VIII	-151	249	401	*	7.237806120212255	7.012046804351915	7.604853204270161	-7.551566105809051e-4	0.13364136254871614	0.9624133737366715
VII	277065	277465	401	*	7.009072819647242	6.852440353426692	7.27902355031309	-0.0010750871556858	0.13380200521113814	0.9624133737366715
XVI	202879	203279	401	*	6.2968495464545855	6.148043074627254	6.555075700159383	-0.001117584510857222	0.13433667261000165	0.9624133737366715
XIII	540362	540762	401	*	10.513447501042881	10.630148253432536	10.24722703947533	0.001165686880950129	0.13460623951088482	0.9624133737366715
II	651299	651699	401	*	7.7829593036581795	8.061759374620742	6.981149547517362	4.09957761366552e-4	0.13594204015444578	0.9624133737366715
XII	241785	242185	401	*	7.437497937817188	7.259834217833312	7.738187284537277	-9.236772719735216e-4	0.13684636820665413	0.9624133737366715
IV	1434314	1434714	401	*	7.57397938285722	7.440139175104136	7.809333385099166	-0.0011940004241746958	0.13802608103673436	0.9624133737366715
IV	321768	322168	401	*	7.858848394752806	7.705464040728995	8.123952215036512	-0.0010361674268838101	0.14057058670420194	0.9624133737366715
XIII	774008	774408	401	*	11.07519668140575	11.224342477007562	10.720759265667034	8.572825418744121e-4	0.14129458259586217	0.9624133737366715
II	36310	36710	401	*	8.082635531239486	8.183652192050138	7.856533976772418	0.0013269860511587067	0.14157577823818354	0.9624133737366715
XII	426928	427328	401	*	6.254788509696956	6.043464032168279	6.602467996936363	-7.599413052949325e-4	0.14284773323576153	0.9624133737366715
XIV	568028	568428	401	*	7.050980139498024	6.905738953355962	7.303811885990653	-0.0011026960119327617	0.1431940308967172	0.9624133737366715
II	-78	322	401	*	5.947885571040976	6.088456460781638	5.617488436776767	9.175691466190729e-4	0.14366001392381916	0.9624133737366715
IV	1011635	1012035	401	*	9.799928168864037	9.905267313706954	9.562924104057249	0.001229276729004416	0.14543619907587205	0.9624133737366715
XII	803535	803935	401	*	7.1798813713722325	7.368150525263395	6.708368969239865	6.176342146502718e-4	0.14805559195158494	0.9624133737366715
III	137049	137449	401	*	7.284983848021391	7.1568435683117455	7.511467239557113	-0.001138480593483203	0.14817243769272342	0.9624133737366715
XV	92863	93263	401	*	6.6004590825615725	6.4141729880924	6.913437248077526	-8.308516064587523e-4	0.14910305411175107	0.9624133737366715
XVI	794552	794952	401	*	7.298156816901217	7.121673124458428	7.597150435004963	-8.570727805067827e-4	0.1500901230412559	0.9624133737366715
II	624899	625299	401	*	8.695023303708284	8.775873478477722	8.518312490262238	0.0015627461942575415	0.15029239888094303	0.9624133737366715
X	639373	639773	401	*	10.027074836805678	10.108878305725307	9.848082224285722	0.0015587558427109917	0.15206680242414874	0.9624133737366715
V	18808	19208	401	*	7.308765374361176	7.172433263938706	7.547969440201824	-0.001079815687143985	0.15265273133276042	0.9624133737366715
VII	534793	535193	401	*	6.019629737389319	5.8019518223900715	6.375889746853478	-7.095502773259692e-4	0.1530398639354955	0.9624133737366715
IV	421660	422060	401	*	5.778916024230775	5.558567134865021	6.13875688380233	-6.914736298254297e-4	0.15530983166292348	0.9624133737366715
VII	809724	810124	401	*	10.063853026138359	10.193286092980824	9.76388868619979	9.337189801123003e-4	0.15552667748538146	0.9624133737366715
IV	591811	592211	401	*	10.301815183864056	10.420379347000974	10.030723669636705	0.0010319908364603237	0.15580011433963428	0.9624133737366715
XV	464270	464670	401	*	7.168975428575052	7.01301811792165	7.437920913060323	-9.557359320670214e-4	0.15650708016933348	0.9624133737366715
IX	169656	170056	401	*	6.537209895592142	6.3606981300402445	6.836243894714805	-8.073970325516115e-4	0.15843920239961579	0.9624133737366715
IX	258288	258688	401	*	6.791357354138294	6.654449655777873	7.031448318429808	-0.0010278578475072062	0.15873655775175605	0.9624133737366715
XIV	604737	605137	401	*	8.141026536578174	8.03645875741521	8.329848884149651	-0.001361871606852672	0.15890747002187877	0.9624133737366715
XI	355640	356040	401	*	9.788837510265473	9.91557159319902	9.496117442993704	9.336843866141715e-4	0.15985795776840162	0.9624133737366715
XIII	457977	458377	401	*	7.258999728858726	7.086079380845299	7.552852142076535	-8.489307527710075e-4	0.1602220125341742	0.9624133737366715
II	408627	409027	401	*	8.727762027496025	8.820075713448796	8.523267973825464	0.0013325938630115936	0.16166124346249003	0.9624133737366715
VII	876247	876647	401	*	6.059810998418472	5.889232901127776	6.350267045748591	-8.347136284120917e-4	0.1617944222903543	0.9624133737366715
XVI	308255	308655	401	*	6.138300423848941	5.953007579079795	6.449872036311346	-7.851644879628777e-4	0.16647452709545288	0.9624133737366715
XVI	214572	214972	401	*	10.44458613982909	10.552894384811438	10.20002603608018	0.0010722606891422526	0.16767440155641203	0.9624133737366715
XIII	637023	637423	401	*	6.712432787917487	6.527982840376653	7.022808925884236	-7.574888344745997e-4	0.16803726476865047	0.9624133737366715
II	278417	278817	401	*	5.893380641024918	5.6369647364282836	6.300102085904819	-5.864595892109869e-4	0.16874366603133858	0.9624133737366715
XIII	625887	626287	401	*	7.321616526048668	7.443378771694972	7.042111741114773	9.243562198524012e-4	0.1696094359357182	0.9624133737366715
VIII	358375	358775	401	*	5.502905912721674	5.325377373850323	5.803401172217047	-7.771266674763694e-4	0.17339617706614982	0.9624133737366715
V	211882	212282	401	*	6.928524132433171	6.7601313009426764	7.21579923002024	-8.470466683471629e-4	0.17343789645231578	0.9624133737366715
XV	978643	979043	401	*	10.916555245573834	11.036771974346644	10.641124743447941	9.308294434005576e-4	0.1739714747099312	0.9624133737366715
XII	747434	747834	401	*	7.408680846938388	7.255434448796359	7.673578203114201	-8.526142478213631e-4	0.17558360229237405	0.9624133737366715
IV	1450810	1451210	401	*	6.207679967130594	6.038122045701542	6.496652482974936	-7.936342664047779e-4	0.1757133463790845	0.9624133737366715
IX	139166	139566	401	*	9.178618548804538	9.277627327393603	8.957542523604406	0.0011238099445182728	0.17616044600785366	0.9624133737366715
VII	281191	281591	401	*	6.896274998667414	6.693074268136799	7.232852448273	-6.602187998332298e-4	0.17625464811029734	0.9624133737366715
VII	165840	166240	401	*	9.230186632732124	9.339440668224103	8.983207978005575	0.0010319030527937388	0.17648358020288696	0.9624133737366715
XV	109507	109907	401	*	11.159668254884314	11.280766932715496	10.881914708199467	9.10901432468712e-4	0.17701060265791374	0.9624133737366715
IV	1161767	1162167	401	*	10.30156944729006	10.421809397336029	10.026077846685231	9.124242094006101e-4	0.177512867077434	0.9624133737366715
XII	374212	374612	401	*	5.7843478909932085	5.614967688081177	6.073061706528232	-7.891027168336083e-4	0.1777870708215825	0.9624133737366715
II	419413	419813	401	*	9.53320922293655	9.626226480669217	9.326985142942664	0.001202121619313176	0.17855258498350962	0.9624133737366715
XV	228194	228594	401	*	6.201941935259247	6.041405465310367	6.477682507140694	-8.417600620386458e-4	0.1790388676171619	0.9624133737366715
XIV	392444	392844	401	*	6.81501024742228	6.654709590031045	7.0904021992113195	-8.078468417126285e-4	0.17951899733002746	0.9624133737366715
II	615021	615421	401	*	6.445182308949275	6.277873324043482	6.730875323239991	-7.891174321710747e-4	0.1800660096459438	0.9624133737366715
XI	202815	203215	401	*	6.396787241300669	6.270813333355907	6.619875571382248	-9.84616418027956e-4	0.1823228416823108	0.9624133737366715
XIII	91594	91994	401	*	8.212124906903213	8.312685343336938	7.987167389262223	0.0010710797409750191	0.1828694828929662	0.9624133737366715
VI	255395	255795	401	*	9.36950349005548	9.459096897675225	9.171671042262892	0.0012084256046753963	0.1865743641214527	0.9624133737366715
XV	55135	55535	401	*	6.984888314870783	6.8014537146613705	7.293822148075598	-6.868536588103591e-4	0.18697908542147762	0.9624133737366715
XV	710025	710425	401	*	6.143645720531228	5.9459119791537605	6.472667924479875	-6.525502297143266e-4	0.18910815258329144	0.9624133737366715
XI	393411	393811	401	*	6.669808578776644	6.52503785233574	6.921925995323214	-8.573947839545473e-4	0.19027568202418632	0.9624133737366715
III	78119	78519	401	*	9.360604114905659	9.512175988770768	8.999265381722987	6.655280098759531e-4	0.19042716528892983	0.9624133737366715
X	538389	538789	401	*	6.142551229403507	5.952026812090323	6.461505152705398	-6.674277849485644e-4	0.19191953755283306	0.9624133737366715
XII	611743	612143	401	*	7.770244690061908	7.562779318017103	8.112668708604128	-6.132448016069882e-4	0.1924802551958396	0.9624133737366715
XVI	789562	789962	401	*	6.533122772741155	6.373613915270937	6.807343110881862	-7.475722055547394e-4	0.19544985088776365	0.9624133737366715
VII	95345	95745	401	*	6.61199011926456	6.482752268325202	6.840188601078098	-9.716542416493357e-4	0.19671387760421757	0.9624133737366715
XIII	388277	388677	401	*	8.254871797496701	8.08806015659034	8.539837862759278	-7.36346609329009e-4	0.19900980794270628	0.9624133737366715
VII	516280	516680	401	*	6.993308246944888	6.85012162135325	7.243016098390383	-8.100598133664794e-4	0.19986433195641923	0.9624133737366715
XV	12086	12486	401	*	5.988749525116664	5.848940116383341	6.233297958963569	-8.196917721644937e-4	0.20001561673518906	0.9624133737366715
IV	1468769	1469169	401	*	9.622911423141279	9.726122565941257	9.39128915223047	9.67051407441391e-4	0.20077062175806795	0.9624133737366715
VII	508428	508828	401	*	6.716011035611351	6.558492795270364	6.987278830876192	-7.36908892069573e-4	0.20081374723416423	0.9624133737366715
III	16919	17319	401	*	6.191037896896675	6.010753839307252	6.495480681319731	-6.501188667914061e-4	0.20198274878836786	0.9624133737366715
V	305890	306290	401	*	7.926033480578979	7.789626921019804	8.165352312494488	-8.585320223769985e-4	0.20217664162189497	0.9624133737366715
IX	150196	150596	401	*	7.14963582043099	7.012943731529992	7.389394666778121	-8.609517142399645e-4	0.20272551128645772	0.9624133737366715
VIII	562258	562658	401	*	4.606765563553568	4.784037143499386	4.169461161642247	4.896376145495423e-4	0.20493649731552363	0.9624133737366715
V	135275	135675	401	*	6.317251190311835	6.193257805493278	6.537224229139503	-8.909596175400898e-4	0.20653984466225828	0.9624133737366715
XVI	653769	654169	401	*	6.4928729532827045	6.364785625268671	6.71927351667213	-8.966791223435115e-4	0.20820101389404103	0.9624133737366715
XII	1071442	1071842	401	*	9.904733783794311	10.025780737148738	9.6271166213758	7.892820684372062e-4	0.20882378905604407	0.9624133737366715
VII	555303	555703	401	*	7.397743985068021	7.273029223819127	7.618852997309651	-9.298046797356307e-4	0.20958273808716793	0.9624133737366715
VII	785668	786068	401	*	10.168617316153588	10.310782551859754	9.83379129587218	6.548419300699445e-4	0.21040309843043656	0.9624133737366715
XIII	167390	167790	401	*	7.054467917346289	6.7338200263505685	7.538430261963543	-3.8629162696789186e-4	0.21084956401994537	0.9624133737366715
XII	592386	592786	401	*	5.8409032796361	5.686495818371812	6.10753674059105	-7.32684301586051e-4	0.21201643739894427	0.9624133737366715
XVI	593938	594338	401	*	5.786482483476898	5.619301801982115	6.07198802053343	-6.7406306182319e-4	0.21485381855048566	0.9624133737366715
XV	377760	378160	401	*	7.66227050617947	7.5048415094463135	7.933405695483102	-7.243570420631427e-4	0.21654858468171956	0.9624133737366715
XIII	282919	283319	401	*	9.025456197767088	9.155083058605516	8.724969774817508	7.046551591714759e-4	0.21697072473896975	0.9624133737366715
XVI	404196	404596	401	*	7.167164868222233	7.053208818493535	7.371178536320891	-9.447527543667226e-4	0.21806853446953403	0.9624133737366715
IV	1301190	1301590	401	*	7.369236847313296	7.221332092744257	7.6261018323704155	-7.452714228175447e-4	0.21909200497624276	0.9624133737366715
VIII	531478	531878	401	*	3.387555862584502	3.0460532853588216	3.895033074409297	-3.7499126774166437e-4	0.22143660561262882	0.9624133737366715
V	261406	261806	401	*	8.678582181782419	8.549182434780803	8.907033363350706	-8.235376928843852e-4	0.2219787242876502	0.9624133737366715
VII	185579	185979	401	*	6.170237228076716	5.998838079349146	6.461885374173827	-6.440840068918098e-4	0.2220725239344615	0.9624133737366715
XIII	192298	192698	401	*	6.309236439526272	6.176163599232313	6.543401421380458	-7.507347390478825e-4	0.22777532722396984	0.9624133737366715
XIV	602128	602528	401	*	7.495746095397439	7.388014284178991	7.6897171751593385	-9.982586978335402e-4	0.22798846154189067	0.9624133737366715
X	136247	136647	401	*	9.166432472645537	9.30518850369721	8.841054365246276	6.21286440087344e-4	0.22809796703549878	0.9624133737366715
XV	579701	580101	401	*	7.151733898832225	7.017048970739275	7.388394915974731	-8.047337973465352e-4	0.2281563610983444	0.9624133737366715
X	256798	257198	401	*	5.8182584217259805	5.629682722803648	6.134470033086226	-5.838018481434086e-4	0.2283491160394627	0.9624133737366715
IV	998350	998750	401	*	6.154179794485528	5.995548559319239	6.427099663707306	-6.925744068904764e-4	0.22986856306583348	0.9624133737366715
XI	313276	313676	401	*	6.359855415269318	6.213546233193877	6.61430659552741	-7.238338300725577e-4	0.2305911067384973	0.9624133737366715
II	332440	332840	401	*	6.394487660202211	6.253288591545909	6.641162792925383	-7.210896396345511e-4	0.2316019443015313	0.9624133737366715
IV	1289012	1289412	401	*	6.452498471279323	6.2735739732839875	6.7549958581988365	-5.803679491446778e-4	0.23176408934150225	0.9624133737366715
XIV	301176	301576	401	*	9.208675236011683	9.297113045571319	9.01365963117187	9.965600838542793e-4	0.23237354228378582	0.9624133737366715
V	42078	42478	401	*	10.173328998264703	10.324711187411728	9.812531460120342	5.544466319806833e-4	0.23271432547846027	0.9624133737366715
XV	170215	170615	401	*	9.11407313579667	8.980275100803981	9.349361834055752	-7.639738747386427e-4	0.23507539313943188	0.9624133737366715
XII	1012146	1012546	401	*	9.391918788172973	9.472779541723654	9.215182681478204	0.0010997893659864626	0.23534165280141783	0.9624133737366715
XV	925108	925508	401	*	6.802352319739561	6.675518539000073	7.0267897788997375	-8.156775073929191e-4	0.23581734178054864	0.9624133737366715
XI	118362	118762	401	*	5.527949256571163	5.3367405375757455	5.847864043413626	-5.52652924521302e-4	0.2364469797043133	0.9624133737366715
XII	541186	541586	401	*	7.490259310562351	7.748881151478088	6.770810241021688	2.848182521278758e-4	0.2365686261198188	0.9624133737366715
IX	316296	316696	401	*	8.196272918985306	8.066138474647158	8.425869960499748	-7.804119147662538e-4	0.23663756966675073	0.9624133737366715
XIII	408227	408627	401	*	10.59865888205601	10.698723643815207	10.374942890669548	8.527853034311401e-4	0.23881818644102215	0.9624133737366715
VII	987246	987646	401	*	10.370699617243542	10.457775343149539	10.178994244338	9.837141682695605e-4	0.2399328875075992	0.9624133737366715
XIII	431554	431954	401	*	9.845686576342159	9.939969020990992	9.636344145159153	8.998658558451847e-4	0.24004093547602012	0.9624133737366715
V	53279	53679	401	*	8.01013113684776	7.891303929412182	8.22192587085108	-8.27901703641366e-4	0.2423020647019991	0.9624133737366715
IV	550791	551191	401	*	7.982515817852273	8.202437456065205	7.406167886384828	3.4027155330962556e-4	0.24366093781381498	0.9624133737366715
IX	241567	241967	401	*	7.929156431777184	8.187798218854875	7.209628778468546	2.739898219968006e-4	0.24620914311987654	0.9624133737366715
XIII	250318	250718	401	*	8.141787224075378	8.34057271377605	7.636533587150093	3.7907395509285036e-4	0.24641916698117275	0.9624133737366715
XII	725365	725765	401	*	6.348859902343296	6.230150575223553	6.560467141157723	-7.985166090465267e-4	0.24713623749741448	0.9624133737366715
IV	751493	751893	401	*	6.241724867442755	6.065165034268294	6.540828003712955	-5.655106381802176e-4	0.24769255916943764	0.9624133737366715
XIII	146007	146407	401	*	8.355062681546958	8.234608920450288	8.569440494152357	-7.92457674755877e-4	0.24828909407999347	0.9624133737366715
XIV	651926	652326	401	*	9.409153961476198	9.50162629341019	9.204270064879582	8.838994065885496e-4	0.24886293819666036	0.9624133737366715
XI	614829	615229	401	*	9.885470722500877	10.02200804992953	9.566196335837876	5.780791310065239e-4	0.25035886526088846	0.9624133737366715
X	294397	294797	401	*	8.07498966021005	8.157683041864125	7.893862331815764	9.676119045259208e-4	0.250844799701362	0.9624133737366715
XII	796344	796744	401	*	7.417023178006868	7.306277164180243	7.615871708341207	-8.277139675654882e-4	0.25252135765752226	0.9624133737366715
VI	54984	55384	401	*	7.263655169102555	7.352987819892	7.066459010391668	9.091153670149709e-4	0.25394759597315575	0.9624133737366715
VII	976862	977262	401	*	9.008993782022003	9.089952217008326	8.832024094995582	9.914188552434952e-4	0.2548759857895413	0.9624133737366715
XV	767957	768357	401	*	6.732433564793247	6.618652603205005	6.936166277776309	-8.03481886156956e-4	0.2550449792936108	0.9624133737366715
X	415702	416102	401	*	6.400971960498188	6.28092652975039	6.614702024833632	-7.700477764583444e-4	0.25563701557409246	0.9624133737366715
IX	210454	210854	401	*	5.6261789555989115	5.442773583241841	5.935071234129039	-5.139040223095723e-4	0.25801585615026945	0.9624133737366715
XV	253752	254152	401	*	8.65830538554871	8.535576162535811	8.876284177740635	-7.480300312622881e-4	0.25848639822687525	0.9624133737366715
