seqnames	start	end	width	strand	Conc	Conc_SIR	Conc_WT	Fold	p.value	FDR
III	316023	316423	401	*	9.178486662267138	9.37709461291765	8.12987510202133	0.00521213944169713	0.015228499408407124	0.867848248386639
II	36310	36710	401	*	8.250600731997784	8.345905427810099	7.856533976772418	0.012610984900293744	0.017010915727146567	0.867848248386639
VIII	4909	5309	401	*	8.941628787489057	9.080133894433331	8.314193657311096	0.008113874873760875	0.01746903253607138	0.867848248386639
XIII	250318	250718	401	*	8.764825714317663	8.972733931232584	7.636533587150093	0.004612533591862571	0.018151787725232706	0.867848248386639
XI	666319	666719	401	*	9.952472746482682	10.10305406043654	9.250994369643692	0.007102131538851636	0.01898633573095695	0.867848248386639
IV	130517	130917	401	*	7.734624571954441	7.835299402037717	7.313877758600026	0.010666611211006526	0.02413135880909734	0.867848248386639
X	705334	705734	401	*	7.438087594878605	7.281612800264577	7.881427384114985	-0.008981047821653607	0.024241311835761038	0.867848248386639
IV	866764	867164	401	*	7.889197205404918	8.025166490025546	7.276762944136434	0.007355849661079739	0.025143467512033404	0.867848248386639
III	225256	225656	401	*	7.0266477932493	6.877657403453498	7.452552995697881	-0.009486391104025766	0.025190755626347195	0.867848248386639
V	354825	355225	401	*	8.178645253981708	8.275495807080608	7.776958902112703	0.010686182623764027	0.026130329034366327	0.867848248386639
XVI	769115	769515	401	*	5.7728034773358665	5.915641949571794	5.1193047843600334	0.0069692080252921965	0.026188074820107297	0.867848248386639
X	294397	294797	401	*	8.279634737941631	8.373245475343404	7.893862331815764	0.010898102428271007	0.027570101755111025	0.867848248386639
XII	954373	954773	401	*	10.180310031966496	10.303941928512094	9.638357381314327	0.007870266633228958	0.029138742825216883	0.867848248386639
XI	327686	328086	401	*	7.390433486735814	7.24806808359805	7.800651367082433	-0.009524368513978247	0.029322918508752596	0.867848248386639
XV	2	402	401	*	9.966583212424233	10.164238159365551	8.92586535955274	0.004210809767859364	0.02983280333606515	0.867848248386639
III	299004	299404	401	*	7.7868739545129175	7.95089776246805	6.997444953212527	0.005380109693680602	0.03058082367401637	0.867848248386639
IX	54078	54478	401	*	9.24155141298311	9.397529000163136	8.505505975930204	0.005781825895138421	0.030620028683007207	0.867848248386639
X	123075	123475	401	*	9.114789920838854	9.202066733890724	8.759531276148556	0.011134835441638267	0.03301051923037906	0.867848248386639
IX	439514	439914	401	*	9.988149299926958	10.189508679610027	8.916472494201178	0.003933392427881355	0.03327725042419807	0.867848248386639
I	-47	353	401	*	10.265595924709825	10.41863760239844	9.548475793846336	0.005580011079892838	0.03581250887944989	0.867848248386639
XIV	783697	784097	401	*	9.453378143905985	9.653677049471396	8.390640245887763	0.003829389784647562	0.03641760048511421	0.867848248386639
XI	-31	369	401	*	9.814563293372391	10.00139500900172	8.860245665573562	0.004231064368037114	0.03653186296862619	0.867848248386639
VII	1026119	1026519	401	*	7.371869022979027	7.575789865977898	6.278342368396168	0.0036922850849373796	0.03741987455858833	0.867848248386639
VI	54984	55384	401	*	7.43918605535577	7.530108671229484	7.066459010391668	0.009618380274704245	0.039794527515454925	0.867848248386639
IX	387162	387562	401	*	6.077206631693681	5.868510837245048	6.634379497429495	-0.006055606105479656	0.03992606963704093	0.867848248386639
V	6083	6483	401	*	7.852944960741114	7.94265056061871	7.486077561469508	0.009631720610673912	0.04220369004345692	0.867848248386639
XIII	924035	924435	401	*	10.067155935615935	10.249707627060456	9.145457371597267	0.00409103738983214	0.04313935457724118	0.867848248386639
IV	917949	918349	401	*	6.728334439265051	7.0499161018605685	3.7404074568064423	0.0013590329107727945	0.044031442626554916	0.867848248386639
X	220209	220609	401	*	9.091894807774235	9.164444215358847	8.804699172316253	0.012019947277370968	0.045353565935155285	0.867848248386639
VII	84238	84638	401	*	6.837200803812183	6.939479316415221	6.4083703397784	0.007674701507688284	0.049212569123645585	0.867848248386639
XV	638801	639201	401	*	9.224325122658827	9.312757166685921	8.863558960188033	0.009196053610608464	0.05272437077732151	0.867848248386639
XIII	282919	283319	401	*	9.236161490719331	9.354182221869138	8.724969774817508	0.006554612411467752	0.05284234990896236	0.867848248386639
IV	769076	769476	401	*	9.109707541613485	9.180215527070235	8.831644881971211	0.011380501483749412	0.05430670050787057	0.867848248386639
IV	1525052	1525452	401	*	9.597530760693965	9.774597218669884	8.716450543969739	0.003843722675499381	0.05494132322122028	0.867848248386639
IV	811738	812138	401	*	8.560055521322692	8.639386548485522	8.24200294941955	0.010005696638124981	0.05498594676687244	0.867848248386639
III	238416	238816	401	*	7.8637120350489464	8.074477610685978	6.709920403122952	0.002975257753047033	0.05518666163852794	0.867848248386639
XVI	942437	942837	401	*	7.313852495363029	7.431053446251578	6.807090608970984	0.006357870261352389	0.055553366101253054	0.867848248386639
VII	165840	166240	401	*	9.359147990414154	9.450735392879043	8.983207978005575	0.008595033773963322	0.055868573144845605	0.867848248386639
VIII	556471	556871	401	*	9.268893451867061	9.45654654960315	8.308219390865585	0.0035012985921257806	0.05642789562682777	0.867848248386639
XIII	26023	26423	401	*	8.66549850384531	8.79547960465752	8.087779345900822	0.005613810090567713	0.0569906780094733	0.867848248386639
II	702776	703176	401	*	6.489583780393786	6.64639607467591	5.748104951422131	0.004428750892519414	0.0572180433443254	0.867848248386639
IV	1429082	1429482	401	*	9.809129992552737	9.890609466686847	9.481131692115026	0.009558650085928731	0.058393891616856895	0.867848248386639
XVI	210055	210455	401	*	6.251020551554657	6.343739459665289	5.869591950055676	0.007935080845664983	0.0593393702208557	0.867848248386639
XIII	353036	353436	401	*	9.118312128566615	9.009733267014141	9.444556776242289	-0.008600788792124631	0.061942250139511115	0.867848248386639
IV	644966	645366	401	*	7.360367023115796	7.465755704474708	6.91570291186473	0.006884253134633172	0.06258228724187892	0.867848248386639
XV	424202	424602	401	*	8.650000562124788	8.523177735172176	9.022438399229708	-0.007623887919205477	0.06354574211832269	0.867848248386639
XII	1064751	1065151	401	*	10.037071747107282	10.214355914590858	9.15440389401396	0.0035814831949491236	0.06374775012491882	0.867848248386639
IV	909397	909797	401	*	7.332825117665266	7.4270094401921485	6.944250617830787	0.007577695232725842	0.06464301648325713	0.867848248386639
V	474491	474891	401	*	7.654568179650159	7.796289566186321	7.00784103783566	0.004723862677308053	0.06605898906957047	0.867848248386639
XIII	510749	511149	401	*	9.653221304967158	9.734880924652433	9.324385263319222	0.008973870664988615	0.06642422123892773	0.867848248386639
VI	74694	75094	401	*	8.114077975862566	8.210356331646622	7.715217654666709	0.007423173146265311	0.06644713375197606	0.867848248386639
XII	11207	11607	401	*	9.570293656479901	9.703834012834218	8.972058799815821	0.004980924424339815	0.06880299990105498	0.867848248386639
XV	733573	733973	401	*	7.793701422740741	7.888251355943772	7.403337404572494	0.007394236455963174	0.06900580432495737	0.867848248386639
XVI	381358	381758	401	*	7.01705034289561	7.108893556075355	6.639871672296991	0.00738113589512045	0.06988417228213094	0.867848248386639
XVI	382914	383314	401	*	7.825031501004976	7.924057880464244	7.412537778837417	0.007043553016521247	0.07001957992591186	0.867848248386639
XV	292074	292474	401	*	6.56750200591382	6.67747810935949	6.099098037649005	0.006204535944229184	0.07017797337162977	0.867848248386639
XII	871369	871769	401	*	7.403533335549737	7.539595100567329	6.790555191355017	0.004784190449063265	0.0713304799626967	0.867848248386639
X	90177	90577	401	*	8.774083664243838	8.851996574082285	8.46255052071539	0.009026299621393221	0.07230766137709538	0.867848248386639
XIV	6569	6969	401	*	9.795445192788486	9.960070387430642	9.001933518186787	0.003703897222848974	0.07298070185184867	0.867848248386639
IV	1493075	1493475	401	*	7.005461324103825	7.095692867478899	6.636065156587838	0.007495473258790035	0.07518036986383676	0.867848248386639
X	549713	550113	401	*	7.446262277008796	7.5586629207658556	6.965120697915891	0.005711938147662528	0.07846553410200025	0.867848248386639
XIV	739106	739506	401	*	7.686441790071794	7.802447193342793	7.186111490071349	0.005505276298213251	0.07922246113396758	0.867848248386639
XV	866663	867063	401	*	8.985017746730264	9.072801155001374	8.62734706024633	0.007574217085488881	0.07933246302315343	0.867848248386639
XV	931196	931596	401	*	8.887119438903442	8.957460731838372	8.609799417843693	0.009718257672776332	0.07953519804797628	0.867848248386639
XV	1084087	1084487	401	*	2.9385357046250635	3.165554151026784	1.6293635450677495	0.00201051514325273	0.08035762542618924	0.867848248386639
XII	416847	417247	401	*	8.260272561271123	8.384958492543337	7.71245413937247	0.0049731373474061705	0.08081173891239642	0.867848248386639
IV	62	462	401	*	7.885863845506684	8.020167459459692	7.283184629889245	0.004467643511525666	0.08350094322056516	0.867848248386639
VIII	375013	375413	401	*	8.097439109006412	8.204348691239177	7.6449559000140415	0.005662658532591755	0.08796837018583215	0.867848248386639
IV	889085	889485	401	*	7.509953492854766	7.635219236684178	6.958896344247163	0.004681012823982316	0.08864412684411485	0.867848248386639
III	61230	61630	401	*	6.6912437289266204	6.809564805053942	6.178425002688054	0.0049341868351742936	0.08960236692393567	0.867848248386639
XI	518834	519234	401	*	8.725635082938858	8.55477295092154	9.201663237412506	-0.004816237452298423	0.09136692677034057	0.867848248386639
IV	1251683	1252083	401	*	8.724172737969305	8.798411004723201	8.429367629360057	0.008277301115494904	0.09219353257925776	0.867848248386639
VI	221559	221959	401	*	8.707662445310163	8.775984067483678	8.439303325740427	0.009042379483259517	0.09291225301186577	0.867848248386639
II	269901	270301	401	*	6.754056362667966	6.863251846203526	6.2897251352501025	0.005410625816868637	0.09358143252236734	0.867848248386639
XV	796851	797251	401	*	7.562849571928946	7.651021594904765	7.203325269404125	0.006840639849852869	0.09475718954785756	0.867848248386639
X	578882	579282	401	*	7.64792190716349	7.498276101711958	8.075365950624393	-0.005168999277445484	0.09536595923067528	0.867848248386639
II	116818	117218	401	*	8.34653726574844	8.44490944539009	7.937303202610666	0.005970235960322365	0.09591120732763629	0.867848248386639
II	554692	555092	401	*	8.796056474210499	8.478194102879474	9.554869656305213	-0.0027595924211321543	0.10114272774040844	0.867848248386639
X	424188	424588	401	*	7.722822792376811	7.798611283067484	7.420989446945683	0.0074052277449216785	0.10342949912675199	0.867848248386639
XV	69042	69442	401	*	6.913829871285171	7.006385851993058	6.533193134673002	0.005931579671371272	0.10452095765577474	0.867848248386639
XIV	217304	217704	401	*	8.249241475505697	8.31470118632302	7.993464347232607	0.008758898475762434	0.10529620393273277	0.867848248386639
IV	802592	802992	401	*	6.330680214716478	6.418809473979749	5.971360027844084	0.006163704662533912	0.10537120242591672	0.867848248386639
XIII	605712	606112	401	*	7.084122764158833	7.165634428752377	6.755974809944071	0.006738219586529922	0.10613074853564564	0.867848248386639
XV	288317	288717	401	*	6.546363791979407	6.6343359257235095	6.187793281754722	0.006204250410465883	0.10739644779870121	0.867848248386639
II	595579	595979	401	*	8.025187130275615	8.110773528683788	7.677941882139969	0.006468361581239954	0.10847742707384131	0.867848248386639
IX	68277	68677	401	*	8.874564773355829	8.955709729203425	8.548120536276242	0.006900758929527916	0.10929926878486994	0.867848248386639
IV	117248	117648	401	*	7.279469538286078	7.369522406338448	6.910933053203926	0.006071738912693634	0.10951099885682573	0.867848248386639
XIV	310129	310529	401	*	7.871043849614432	7.947683134797853	7.565335435512813	0.007059048289848813	0.11336389310345024	0.867848248386639
IV	699500	699900	401	*	7.161264245266813	7.264430754060661	6.727934225678548	0.00505471218486367	0.1135232120561414	0.867848248386639
VIII	505677	506077	401	*	8.266918584603667	8.351646738391949	7.92372129308806	0.0062837530813149856	0.1156514918474525	0.867848248386639
XI	127020	127420	401	*	7.469498185353387	7.548803628920088	7.151563545654675	0.006790741929321177	0.11717999809939209	0.867848248386639
XVI	731863	732263	401	*	7.988067173418839	8.06861478755233	7.6643929413927925	0.006601982000340247	0.11730215400501466	0.867848248386639
XII	803535	803935	401	*	7.256424374373841	7.381152783594622	6.708368969239865	0.003964320968853272	0.11808599853840235	0.867848248386639
IX	197496	197896	401	*	7.86935517907369	7.9386564261034085	7.596658164321328	0.007639917432747227	0.11972940174101565	0.867848248386639
IV	1345291	1345691	401	*	8.723720099565272	8.786704829530942	8.478716222789759	0.008323707998639324	0.12169385911825843	0.867848248386639
VII	920049	920449	401	*	8.577861830491324	8.636410009922345	8.351925140953668	0.00894946648002732	0.12203807960597657	0.867848248386639
II	350740	351140	401	*	8.252467068972354	8.347911644970843	7.857712827113194	0.005407764746582495	0.12249243538820252	0.867848248386639
IV	1201648	1202048	401	*	7.3099202956560605	7.384132033345175	7.015235098611138	0.0068046090482912535	0.1239252137057593	0.867848248386639
XVI	246263	246663	401	*	5.64987349008768	5.75548278842083	5.204078300204807	0.004413594157822613	0.1240482649921222	0.867848248386639
V	570040	570440	401	*	9.952044136176816	10.071421874522335	9.433483991870823	0.004038950344968741	0.12562451669018984	0.867848248386639
VI	191419	191819	401	*	6.583815289400508	6.673720362041438	6.215989443149486	0.005580648877038678	0.12805731681232607	0.867848248386639
IV	884287	884687	401	*	6.894384264517226	6.973333625811392	6.578089833415452	0.006043790958581817	0.12938759492816737	0.867848248386639
V	396307	396707	401	*	8.716956442874784	8.78552731527973	8.447495129363745	0.007405965539391986	0.12942865742065707	0.867848248386639
XIII	852117	852517	401	*	7.994152202824645	8.066497430596076	7.7078732229450635	0.006950863059305457	0.12968550415208385	0.867848248386639
VII	598777	599177	401	*	8.285881294373521	8.369312284168702	7.948776128020941	0.005998694773121303	0.13003740243905867	0.867848248386639
IV	1175638	1176038	401	*	6.541450402021152	6.62337016371873	6.211403563103075	0.00593060386055447	0.1303183777072391	0.867848248386639
XIII	472777	473177	401	*	9.048257863602633	9.114896537052244	8.787313896352547	0.007559771985091489	0.13058772773163174	0.867848248386639
XI	202815	203215	401	*	6.93049531359586	7.008208914791984	6.619875571382248	0.006634504115943621	0.13166235794476483	0.867848248386639
XIV	62984	63384	401	*	8.843204505274894	8.91516538795002	8.558649094637113	0.0069356949377413265	0.13197008877200156	0.867848248386639
IV	62151	62551	401	*	9.71435398652066	9.78592302520423	9.431553184410038	0.007047719832791122	0.13202234162335913	0.867848248386639
XIV	59740	60140	401	*	6.930550680022768	7.011603147441089	6.604535755390927	0.006051802302413062	0.13256603129104372	0.867848248386639
XII	704425	704825	401	*	9.052748816649505	9.11455346452816	8.812847031994483	0.008110657305835007	0.13270952508777034	0.867848248386639
VII	67173	67573	401	*	7.603984043629557	7.695983471099909	7.226048338109061	0.005170472453054231	0.13320320062754473	0.867848248386639
I	92484	92884	401	*	7.015597891102124	7.103540452582445	6.657168423269755	0.0053496392959887975	0.13344476680417464	0.867848248386639
VIII	512101	512501	401	*	8.277562639317251	8.358381282570747	7.952632386782539	0.006017484834677027	0.1336112093503323	0.867848248386639
XVI	287027	287427	401	*	6.869792024528672	6.949507499490525	6.549965857043957	0.006117813075632097	0.13607821856264865	0.867848248386639
XII	921534	921934	401	*	8.889040191805751	8.957091930572997	8.6218733436777	0.007151326183681932	0.1365527067380572	0.867848248386639
XII	1051962	1052362	401	*	6.232719953684127	6.326757986425535	5.844860735773334	0.00499264875465627	0.13677067321276362	0.867848248386639
XII	541186	541586	401	*	7.726593669612189	7.913615159610111	6.770810241021688	0.0021374366316060465	0.13694628877339973	0.867848248386639
X	119741	120141	401	*	8.695602544877463	8.750099240637837	8.486810475656371	0.009094997565559	0.1381447319556055	0.867848248386639
XI	278332	278732	401	*	9.181691296025011	9.26383811132325	8.85058665574357	0.005841875924911448	0.13829029545750085	0.867848248386639
XV	606196	606596	401	*	7.550188714830522	7.618706057718209	7.280964197939872	0.006918539711799814	0.13903637088052692	0.867848248386639
XII	732007	732407	401	*	7.333847885906128	7.414553158911101	7.009443182792556	0.005733550558364053	0.13947938184472167	0.867848248386639
XV	79880	80280	401	*	9.269920855692433	9.336369102693338	9.009812978389467	0.007307040305961303	0.1396540252907171	0.867848248386639
X	633073	633473	401	*	7.374067383380044	7.451122798975475	7.066459010391668	0.006158809607086078	0.14030416757247158	0.867848248386639
I	180964	181364	401	*	7.368504587555766	7.456697149789826	7.00888223659466	0.005290107678756207	0.1408531314023683	0.867848248386639
IV	1401333	1401733	401	*	8.053819035760174	8.134117288676881	7.731299236249212	0.005812968855251878	0.14177987587910135	0.867848248386639
XVI	425233	425633	401	*	9.26064240260574	9.327893293268158	8.997006385720077	0.007099619972423625	0.14222539105473744	0.867848248386639
IV	302837	303237	401	*	7.64166593114749	7.536490596048833	7.959060522727529	-0.005380681672751349	0.1426819264738161	0.867848248386639
VII	528556	528956	401	*	8.610673295680481	8.67889818924807	8.342741635711269	0.006808399405052374	0.14383323492242267	0.867848248386639
IV	1461560	1461960	401	*	8.01608440173768	8.084583567994356	7.746940281326065	0.007014795369147475	0.1440182316836571	0.867848248386639
XIII	625887	626287	401	*	7.370181745500261	7.45167664362725	7.042111741114773	0.005785059888061176	0.14407609854191064	0.867848248386639
VII	878423	878823	401	*	7.97801104348846	8.051976755222597	7.684437306042976	0.006359040594351272	0.14537245691034445	0.867848248386639
XV	901221	901621	401	*	8.545118063712692	8.612836647847907	8.279421337365552	0.006873409912748687	0.1459037673338576	0.867848248386639
II	159692	160092	401	*	8.32216319305748	8.399796317711582	8.011912063073838	0.005936210358915042	0.14684071172372726	0.867848248386639
II	504379	504779	401	*	7.2986274244734375	7.39321032291278	6.908101923178592	0.004748917692322396	0.1470246237633388	0.867848248386639
X	374278	374678	401	*	6.6924623810789745	6.773150101302302	6.368139026430476	0.005550687617362031	0.1477147498625595	0.867848248386639
II	798755	799155	401	*	8.723462118116135	8.813404636493518	8.35545626300277	0.00504604417857008	0.14773935749169947	0.867848248386639
I	220093	220493	401	*	3.7893095675968267	3.9475069274481047	3.0387624855111066	0.002368723540335529	0.14917747932062742	0.867848248386639
XVI	6704	7104	401	*	2.980687596104177	3.2012584488670512	1.7353838945315883	0.0015311912412483497	0.1494657669802914	0.867848248386639
XV	438497	438897	401	*	6.411150211273328	6.49242015230078	6.084125571652261	0.0053151117351207524	0.15043813685754312	0.867848248386639
VIII	521847	522247	401	*	6.697935804635222	6.779453266844107	6.3697608952424085	0.00521223491037732	0.15117158898323999	0.867848248386639
VII	401312	401712	401	*	7.103201715513618	7.18510847458309	6.773215424960371	0.005612943566220338	0.15145431330234305	0.867848248386639
XIII	777464	777864	401	*	7.595005593743059	7.713288150027882	7.082395656370241	0.0035690041189454717	0.15338574130677055	0.867848248386639
XI	589903	590303	401	*	7.050041909416292	7.1351699863059865	6.704960071875693	0.005054065700502283	0.1543850530843922	0.867848248386639
V	434411	434811	401	*	6.732126784956403	6.824512020734573	6.352319346185681	0.004755396687153134	0.15479872465875077	0.867848248386639
IX	129827	130227	401	*	8.511301718935725	8.574477207472912	8.265471006740707	0.00714083213109323	0.15534086009858564	0.867848248386639
IV	1233675	1234075	401	*	7.924165651501651	8.000531244812418	7.619705192695187	0.005822967072028482	0.15538927586476559	0.867848248386639
IV	894102	894502	401	*	9.822044580359618	9.891621331134045	9.548124716704876	0.00641902619560874	0.15548436304718757	0.867848248386639
III	90776	91176	401	*	7.613548172166902	7.819619475617747	6.5013879743745004	0.001685601146014885	0.15576807937246828	0.867848248386639
VII	229746	230146	401	*	8.5459519383106	8.617212317863652	8.264531421609444	0.006223700299089176	0.15652193586849827	0.867848248386639
IX	232485	232885	401	*	7.933918673082505	8.008947784268862	7.635533341815346	0.00585621381159317	0.15680755979388797	0.867848248386639
XVI	132218	132618	401	*	8.945640092296149	9.013324684730032	8.680093258923677	0.0066032923230455775	0.15785310243784617	0.867848248386639
II	-78	322	401	*	5.941386830836336	6.021982836581872	5.617488436776767	0.00513835240136785	0.16201533450299527	0.867848248386639
VII	433259	433659	401	*	8.652492414917228	8.724295020333248	8.368646056323474	0.005965767425145603	0.16235702862740342	0.867848248386639
XV	274463	274863	401	*	7.295664589718823	7.3768182004654435	6.9691801704149485	0.00528140056160923	0.16388479308926232	0.867848248386639
XVI	227765	228165	401	*	8.503122622264934	8.55737263244551	8.29536635465205	0.007813489254253129	0.16393648967417776	0.867848248386639
XV	371304	371704	401	*	6.560741633164758	6.631738216738385	6.280499499993996	0.00594767408658782	0.1642891046654988	0.867848248386639
XV	443656	444056	401	*	8.798029091097954	8.864601426894835	8.537376454721112	0.006351239646937514	0.16814957683159615	0.867848248386639
VIII	146114	146514	401	*	7.189254591351727	7.276747372165358	6.832968260286988	0.004702305589391466	0.1683372251464609	0.867848248386639
V	261406	261806	401	*	8.62094993772724	8.527587431736864	8.907033363350706	-0.00546658961750204	0.1698371273017093	0.867848248386639
VIII	98344	98744	401	*	8.838106379320415	8.9218761975673	8.49941291509834	0.004865551406064118	0.1721572673575889	0.867848248386639
II	668553	668953	401	*	7.814827892276765	7.89193873342413	7.506966228220223	0.0053255397445859404	0.1725861370167427	0.867848248386639
XV	12086	12486	401	*	6.532780820564069	6.608051888608718	6.233297958963569	0.0052116797387373156	0.17374958545684951	0.867848248386639
II	624899	625299	401	*	8.69692109676868	8.744138496716598	8.518312490262238	0.008486494798269177	0.17551622340329584	0.867848248386639
XIII	379157	379557	401	*	7.665000221597894	7.733039251036681	7.397889490042492	0.005968050121514375	0.17731546367680642	0.867848248386639
XIII	70114	70514	401	*	9.614705350373882	9.67456424423761	9.38316780179831	0.006815787109767515	0.17746337640603344	0.867848248386639
V	13224	13624	401	*	6.252338528997533	6.340536441016902	5.892690638396568	0.004322520987164088	0.17795614075522387	0.867848248386639
VI	255395	255795	401	*	9.389732005188447	9.446426443646677	9.171671042262892	0.007188654436279042	0.17810272951992784	0.867848248386639
X	662950	663350	401	*	9.732691469078626	9.793645774373248	9.496452417438018	0.006645026475075465	0.17879321051608696	0.867848248386639
V	522674	523074	401	*	7.888530333834134	7.962240131100864	7.596111620108132	0.005325681728991267	0.17885395776016613	0.867848248386639
II	419413	419813	401	*	9.548501745667231	9.606011091264024	9.326985142942664	0.006972547446522527	0.1816867118431193	0.867848248386639
IV	562638	563038	401	*	9.127218072193005	9.185008514123403	8.90450709510159	0.006893145156704923	0.18327980771623625	0.867848248386639
XIII	797905	798305	401	*	8.23273114014457	8.289108481638722	8.016012076830194	0.006873473619734472	0.18347142322206414	0.867848248386639
IV	667876	668276	401	*	6.004805306896673	6.091198916936758	5.65374020192369	0.004410890183235814	0.18754281049725618	0.867848248386639
XI	578771	579171	401	*	6.363894577348808	6.431741737901878	6.097630695575634	0.00563596962363591	0.18817282608693947	0.867848248386639
X	291142	291542	401	*	8.11313063497682	8.216754530335166	7.677476425437751	0.003521106086721625	0.18872314863064235	0.867848248386639
XI	146815	147215	401	*	7.384418680414801	7.452551800507653	7.11689243897064	0.0055093553777877035	0.1901942068915007	0.867848248386639
III	168164	168564	401	*	6.1984657799439224	6.286763531832609	5.838341157842796	0.004037193127143443	0.19068158839394792	0.867848248386639
IX	174868	175268	401	*	7.6032251566288664	7.67829392141374	7.304660024144088	0.005104935621345887	0.1909863222318985	0.867848248386639
XIII	751258	751658	401	*	7.73853286136829	7.797776100429448	7.509629430569527	0.006201352275882414	0.1914774248356393	0.867848248386639
XI	247743	248143	401	*	8.207126150392206	8.272535112476492	7.951570920500911	0.0057419827787026255	0.19253442602402232	0.867848248386639
II	227012	227412	401	*	7.2492214662645225	7.320292890098045	6.96864513937302	0.005227039508502765	0.19256942195940996	0.867848248386639
XIV	651926	652326	401	*	9.457266768888463	9.522089896061892	9.204270064879582	0.0058712108929068335	0.1926491156285313	0.867848248386639
IV	1164905	1165305	401	*	7.998761665209661	8.076698734298553	7.687117755609919	0.004675684137323608	0.19370835447324292	0.867848248386639
IV	765246	765646	401	*	7.952552285510232	8.026215153384436	7.660345256604028	0.0049794321365855924	0.1937097421924483	0.867848248386639
II	45176	45576	401	*	9.035160309044123	9.093703000695985	8.809247013200325	0.006489388636071585	0.1939831556898236	0.867848248386639
VII	144423	144823	401	*	6.4361029006851975	6.343585713188198	6.719909480076788	-0.0050966697658424995	0.1940775047986553	0.867848248386639
XVI	901548	901948	401	*	8.419597098207833	8.480615879557899	8.18308072600994	0.006030863986045104	0.19781707218523675	0.867848248386639
V	303416	303816	401	*	7.600067629577719	7.667665217835322	7.3349043709178146	0.00534624416850191	0.1978524201537328	0.867848248386639
IX	150196	150596	401	*	7.662439788403113	7.731819491875883	7.389394666778121	0.005127487920883909	0.201568167968532	0.867848248386639
VIII	466809	467209	401	*	6.8346415973045325	6.9208416187721875	6.484493702282585	0.0040059266507604125	0.20217390387583095	0.867848248386639
XIV	547426	547826	401	*	8.2133863439436	8.292188052191861	7.897771376439849	0.004377970380104982	0.2023839518946046	0.867848248386639
XIII	91594	91994	401	*	8.22179403700658	8.282373161278988	7.987167389262223	0.0059730571826100915	0.20466210029807988	0.867848248386639
X	136247	136647	401	*	9.207247692872379	9.296812908483066	8.841054365246276	0.0038785018250607727	0.204952669482998	0.867848248386639
II	770588	770988	401	*	6.655996959000669	6.7272344631008005	6.374678674202262	0.00481700543545509	0.20927068285444325	0.867848248386639
XI	514395	514795	401	*	8.214989365603934	8.143093089033995	8.441678701403198	-0.005806962422912742	0.2101765016664481	0.867848248386639
II	373077	373477	401	*	8.195783675036378	8.109380206695892	8.462974970466448	-0.004772352833601911	0.2108634306047671	0.867848248386639
VII	976862	977262	401	*	9.048138268492039	9.104372552496326	8.832024094995582	0.00635901696377362	0.2115585835245004	0.867848248386639
IV	98089	98489	401	*	7.204123147633661	7.291365733221392	6.849027293632248	0.003804608235820386	0.21235887116938254	0.867848248386639
IX	99496	99896	401	*	8.959928118918649	9.026578059429154	8.698934663653905	0.005215235854683471	0.21361031006010936	0.867848248386639
XI	355640	356040	401	*	9.771866012011948	9.841854230494823	9.496117442993704	0.004875843964675667	0.2138631947081733	0.867848248386639
IV	1174181	1174581	401	*	6.098354897645069	6.175717109340059	5.789343806210373	0.0041098843630159015	0.21416465132545276	0.867848248386639
XVI	566796	567196	401	*	7.066531138165189	7.13623019649236	6.792067993802069	0.004908211598780495	0.21416961958721648	0.867848248386639
