I	11313	12046	+	5UTR	YAL064W-B
I	9807	10091	+	5UTR	YAL066W
I	9016	9049	-	5UTR	YAL067C
I	154724	154750	-	5UTR	YAR002C-A
I	152204	152257	+	5UTR	YAR002W
I	154905	155005	+	5UTR	YAR003W
I	158619	158715	-	5UTR	YAR007C
I	158847	158966	+	5UTR	YAR008W
I	168871	169021	-	5UTR	YAR014C
I	169272	169375	+	5UTR	YAR015W
I	171703	171735	-	5UTR	YAR018C
I	175135	175168	-	5UTR	YAR019C
I	179820	180697	-	5UTR	YAR023C
I	183671	183770	+	5UTR	YAR027W
I	184821	184892	+	5UTR	YAR028W
I	185009	186321	+	5UTR	YAR029W
I	186853	186857	-	5UTR	YAR030C
I	187843	188107	+	5UTR	YAR033W
I	190156	190193	+	5UTR	YAR035W
I	192583	192619	+	5UTR	YAR042W
I	208193	208367	+	5UTR	YAR053W
II	237467	237807	-	5UTR	YBL001C
II	235789	236492	+	5UTR	YBL002W
II	235792	237057	-	5UTR	YBL003C
II	217404	217470	+	5UTR	YBL005W
II	217129	217444	-	5UTR	YBL006C
II	216559	216711	+	5UTR	YBL006W-A
II	216366	216436	-	5UTR	YBL007C
II	209530	209653	+	5UTR	YBL008W
II	207141	207194	+	5UTR	YBL009W
II	206949	207017	-	5UTR	YBL010C
II	202814	203538	+	5UTR	YBL011W
II	201748	202236	-	5UTR	YBL014C
II	193953	194122	+	5UTR	YBL015W
II	192372	192451	+	5UTR	YBL016W
II	186474	186515	-	5UTR	YBL018C
II	184283	184353	+	5UTR	YBL019W
II	182285	182401	+	5UTR	YBL020W
II	182094	182524	-	5UTR	YBL021C
II	181275	181408	-	5UTR	YBL022C
II	177526	177643	-	5UTR	YBL023C
II	172476	172534	+	5UTR	YBL024W
II	171165	171481	+	5UTR	YBL025W
II	170552	170623	+	5UTR	YBL026W
II	168392	168423	+	5UTR	YBL027W
II	167838	167899	-	5UTR	YBL028C
II	164772	166047	-	5UTR	YBL029C-A
II	163997	164145	-	5UTR	YBL030C
II	161663	161699	+	5UTR	YBL031W
II	160086	160184	+	5UTR	YBL032W
II	159693	159721	-	5UTR	YBL033C
II	153610	153712	-	5UTR	YBL035C
II	151220	152281	-	5UTR	YBL036C
II	146128	146187	+	5UTR	YBL038W
II	145728	145807	-	5UTR	YBL039C
II	145031	145725	-	5UTR	YBL039C-A
II	143086	143393	+	5UTR	YBL039W-B
II	142868	143165	-	5UTR	YBL040C
II	140938	141247	+	5UTR	YBL041W
II	140260	140349	-	5UTR	YBL042C
II	136495	136688	+	5UTR	YBL043W
II	135516	135777	-	5UTR	YBL045C
II	132406	132424	+	5UTR	YBL046W
II	132040	132213	-	5UTR	YBL047C
II	126606	126828	+	5UTR	YBL049W
II	125042	125125	+	5UTR	YBL050W
II	124759	124832	-	5UTR	YBL051C
II	121874	122141	-	5UTR	YBL052C
II	116976	117589	+	5UTR	YBL054W
II	116829	117224	-	5UTR	YBL055C
II	113041	113762	+	5UTR	YBL056W
II	113427	113447	-	5UTR	YBL057C
II	111409	111437	+	5UTR	YBL058W
II	110539	111201	-	5UTR	YBL059C-A
II	107701	107932	+	5UTR	YBL060W
II	107406	107545	-	5UTR	YBL061C
II	101156	101420	-	5UTR	YBL064C
II	92356	92414	+	5UTR	YBL068W
II	90847	91794	+	5UTR	YBL068W-A
II	90631	90741	+	5UTR	YBL069W
II	90531	90544	-	5UTR	YBL071C
II	89935	89978	+	5UTR	YBL071W-A
II	89125	89467	-	5UTR	YBL072C
II	87789	87808	-	5UTR	YBL074C
II	86448	86984	-	5UTR	YBL075C
II	84261	84307	-	5UTR	YBL076C
II	80731	80803	-	5UTR	YBL078C
II	74695	74748	-	5UTR	YBL080C
II	71317	71866	+	5UTR	YBL081W
II	71127	71394	-	5UTR	YBL082C
II	70138	71093	-	5UTR	YBL083C
II	63674	63876	+	5UTR	YBL085W
II	62602	62726	-	5UTR	YBL086C
II	60739	60845	-	5UTR	YBL087C
II	49510	49574	+	5UTR	YBL089W
II	48785	48825	+	5UTR	YBL090W
II	48628	48690	-	5UTR	YBL091C
II	47180	47201	-	5UTR	YBL091C-A
II	45281	45978	+	5UTR	YBL092W
II	44918	45023	-	5UTR	YBL093C
II	42052	43277	+	5UTR	YBL095W
II	43482	44042	-	5UTR	YBL096C
II	36702	37053	+	5UTR	YBL099W
II	28372	28427	+	5UTR	YBL100W-C
II	28299	28406	-	5UTR	YBL101C
II	23879	24098	+	5UTR	YBL102W
II	23536	23802	-	5UTR	YBL103C
II	21293	21318	-	5UTR	YBL104C
II	17696	17965	-	5UTR	YBL105C
II	10551	10563	-	5UTR	YBL107C
II	241283	241433	-	5UTR	YBR001C
II	242568	242593	-	5UTR	YBR002C
II	241674	242809	+	5UTR	YBR003W
II	245667	246715	-	5UTR	YBR004C
II	245511	245906	+	5UTR	YBR005W
II	246865	247010	+	5UTR	YBR006W
II	251016	251119	-	5UTR	YBR007C
II	254209	254936	-	5UTR	YBR008C
II	255684	256209	-	5UTR	YBR009C
II	256230	256331	+	5UTR	YBR010W
II	257975	258034	-	5UTR	YBR011C
II	259566	259571	-	5UTR	YBR012C
II	267336	267515	-	5UTR	YBR014C
II	269503	270385	-	5UTR	YBR015C
II	269749	270247	+	5UTR	YBR016W
II	273703	274232	-	5UTR	YBR017C
II	275527	276040	-	5UTR	YBR018C
II	278352	278388	-	5UTR	YBR019C
II	278963	279021	+	5UTR	YBR020W
II	279860	281443	+	5UTR	YBR021W
II	282222	283738	+	5UTR	YBR022W
II	287925	288069	-	5UTR	YBR023C
II	289106	289445	+	5UTR	YBR024W
II	291865	291968	-	5UTR	YBR025C
II	294019	294102	-	5UTR	YBR026C
II	296002	296196	-	5UTR	YBR028C
II	297742	298090	-	5UTR	YBR029C
II	298012	298292	+	5UTR	YBR030W
II	300142	300166	+	5UTR	YBR031W
II	301439	301519	+	5UTR	YBR032W
II	301820	301944	+	5UTR	YBR033W
II	305976	306037	-	5UTR	YBR034C
II	306955	307334	-	5UTR	YBR035C
II	310313	310389	-	5UTR	YBR036C
II	311452	311512	-	5UTR	YBR037C
II	311819	311898	+	5UTR	YBR038W
II	315484	315575	+	5UTR	YBR039W
II	318157	318266	+	5UTR	YBR041W
II	321609	321669	-	5UTR	YBR042C
II	323945	324094	-	5UTR	YBR043C
II	326059	326142	-	5UTR	YBR044C
II	331511	331693	-	5UTR	YBR046C
II	331288	331833	+	5UTR	YBR047W
II	332813	332831	+	5UTR	YBR048W
II	336818	336967	-	5UTR	YBR049C
II	338199	338460	-	5UTR	YBR050C
II	339352	339457	-	5UTR	YBR052C
II	340751	340775	-	5UTR	YBR053C
II	342779	343101	+	5UTR	YBR054W
II	347301	347334	-	5UTR	YBR055C
II	351451	351753	-	5UTR	YBR056C-B
II	347809	347879	+	5UTR	YBR056W
II	351095	351255	+	5UTR	YBR056W-A
II	353293	353412	-	5UTR	YBR057C
II	356017	356190	-	5UTR	YBR058C
II	356566	356625	-	5UTR	YBR058C-A
II	360187	360320	-	5UTR	YBR059C
II	362514	362638	-	5UTR	YBR060C
II	365719	365726	-	5UTR	YBR061C
II	366600	366673	-	5UTR	YBR062C
II	368184	369557	-	5UTR	YBR063C
II	369678	369758	-	5UTR	YBR065C
II	370699	371007	-	5UTR	YBR066C
II	372735	373120	-	5UTR	YBR067C
II	375690	375856	-	5UTR	YBR068C
II	378433	378602	-	5UTR	YBR069C
II	379934	379980	-	5UTR	YBR070C
II	380195	380411	+	5UTR	YBR071W
II	381848	382030	+	5UTR	YBR072W
II	386281	386286	+	5UTR	YBR074W
II	391617	391924	-	5UTR	YBR076C-A
II	392293	392834	-	5UTR	YBR077C
II	392866	393123	+	5UTR	YBR078W
II	398277	398304	-	5UTR	YBR079C
II	400890	400926	-	5UTR	YBR080C
II	407169	407255	-	5UTR	YBR082C
II	408914	409169	+	5UTR	YBR083W
II	415261	415992	-	5UTR	YBR084C-A
II	410975	411054	+	5UTR	YBR084W
II	419164	419738	-	5UTR	YBR085C-A
II	415428	415983	+	5UTR	YBR085W
II	423041	423360	-	5UTR	YBR086C
II	423602	423765	+	5UTR	YBR087W
II	425766	425818	-	5UTR	YBR088C
II	426489	426932	-	5UTR	YBR089C-A
II	425018	425183	+	5UTR	YBR089W
II	427484	427549	-	5UTR	YBR091C
II	429101	430844	-	5UTR	YBR092C
II	430951	431417	-	5UTR	YBR093C
II	431970	432036	+	5UTR	YBR094W
II	435698	435772	-	5UTR	YBR095C
II	435960	436021	+	5UTR	YBR096W
II	441489	441515	+	5UTR	YBR098W
II	443307	443681	-	5UTR	YBR099C
II	444693	444751	-	5UTR	YBR101C
II	447323	447390	-	5UTR	YBR102C
II	449463	449890	-	5UTR	YBR103C-A
II	447496	447709	+	5UTR	YBR103W
II	449539	449667	+	5UTR	YBR104W
II	451969	452124	-	5UTR	YBR105C
II	452625	452658	+	5UTR	YBR106W
II	454530	454604	-	5UTR	YBR107C
II	454743	454822	+	5UTR	YBR108W
II	458362	461871	-	5UTR	YBR109C
II	458498	458608	+	5UTR	YBR109W-A
II	458614	458872	+	5UTR	YBR110W
II	461873	462146	-	5UTR	YBR111C
II	462098	462139	+	5UTR	YBR111W-A
II	465770	465972	-	5UTR	YBR112C
II	466101	467248	+	5UTR	YBR114W
II	473926	473945	-	5UTR	YBR115C
II	477445	477671	+	5UTR	YBR118W
II	479245	479338	+	5UTR	YBR119W
II	480923	481071	-	5UTR	YBR120C
II	483367	483566	-	5UTR	YBR121C
II	482484	483363	-	5UTR	YBR121C-A
II	484503	485405	-	5UTR	YBR122C
II	486691	486778	-	5UTR	YBR123C
II	488380	488576	-	5UTR	YBR125C
II	490392	490559	-	5UTR	YBR126C
II	490868	490927	+	5UTR	YBR126W-B
II	492822	492986	-	5UTR	YBR127C
II	494115	494168	-	5UTR	YBR128C
II	495339	495384	-	5UTR	YBR129C
II	496869	496946	-	5UTR	YBR130C
II	497111	497163	+	5UTR	YBR131W
II	501442	501850	-	5UTR	YBR132C
II	504287	504446	-	5UTR	YBR133C
II	504575	504854	+	5UTR	YBR135W
II	512952	513044	+	5UTR	YBR137W
II	515336	515437	-	5UTR	YBR138C
II	515658	515664	+	5UTR	YBR139W
II	528038	528103	-	5UTR	YBR141C
II	526948	527167	+	5UTR	YBR141W-A
II	528234	528317	+	5UTR	YBR142W
II	532182	532285	-	5UTR	YBR143C
II	533567	533762	+	5UTR	YBR145W
II	535191	535260	+	5UTR	YBR146W
II	536427	536575	+	5UTR	YBR147W
II	539922	539987	+	5UTR	YBR149W
II	544879	545028	+	5UTR	YBR151W
II	546385	547460	+	5UTR	YBR153W
II	549009	549150	-	5UTR	YBR154C
II	549259	549771	+	5UTR	YBR155W
II	553200	553278	-	5UTR	YBR156C
II	554310	555160	-	5UTR	YBR157C
II	556201	556549	+	5UTR	YBR158W
II	558632	558685	+	5UTR	YBR159W
II	559920	560078	+	5UTR	YBR160W
II	561367	561634	+	5UTR	YBR161W
II	564570	564842	-	5UTR	YBR162C
II	563740	565231	+	5UTR	YBR162W-A
II	565611	565723	+	5UTR	YBR163W
II	568426	568552	-	5UTR	YBR164C
II	568741	568852	+	5UTR	YBR165W
II	571200	571279	-	5UTR	YBR166C
II	571890	572502	-	5UTR	YBR167C
II	571799	572371	+	5UTR	YBR168W
II	575996	576124	-	5UTR	YBR169C
II	578086	578155	-	5UTR	YBR170C
II	578311	578364	+	5UTR	YBR171W
II	581372	581501	-	5UTR	YBR172C
II	582172	582203	-	5UTR	YBR173C
II	582652	583425	-	5UTR	YBR174C
II	581736	582408	+	5UTR	YBR175W
II	582887	583720	+	5UTR	YBR176W
II	586162	586367	-	5UTR	YBR177C
II	585980	586071	+	5UTR	YBR178W
II	589114	589189	-	5UTR	YBR179C
II	592774	592966	-	5UTR	YBR181C
II	595555	595849	-	5UTR	YBR182C-A
II	596008	596115	+	5UTR	YBR183W
II	599959	600031	-	5UTR	YBR185C
II	601659	602634	+	5UTR	YBR187W
II	604107	604197	-	5UTR	YBR188C
II	603637	604508	+	5UTR	YBR189W
II	606248	606270	+	5UTR	YBR191W
II	606300	607149	+	5UTR	YBR191W-A
II	607429	607652	+	5UTR	YBR192W
II	609753	609938	-	5UTR	YBR193C
II	609909	610038	+	5UTR	YBR194W
II	611882	611950	-	5UTR	YBR195C
II	613900	614002	-	5UTR	YBR196C
II	614173	614587	-	5UTR	YBR196C-A
II	615856	617352	-	5UTR	YBR197C
II	618523	618609	-	5UTR	YBR198C
II	618810	618909	+	5UTR	YBR199W
II	620809	620872	+	5UTR	YBR200W
II	624696	625418	-	5UTR	YBR201C-A
II	623433	623576	+	5UTR	YBR201W
II	625655	625772	+	5UTR	YBR202W
II	628973	629168	+	5UTR	YBR203W
II	633381	633452	-	5UTR	YBR204C
II	633637	634601	+	5UTR	YBR206W
II	635061	635146	+	5UTR	YBR207W
II	642554	642583	+	5UTR	YBR209W
II	645330	645550	+	5UTR	YBR210W
II	647438	647886	+	5UTR	YBR212W
II	650250	650368	+	5UTR	YBR213W
II	651293	651415	+	5UTR	YBR214W
II	653315	653356	+	5UTR	YBR215W
II	657600	657647	-	5UTR	YBR216C
II	657768	657832	+	5UTR	YBR217W
II	662249	662399	-	5UTR	YBR218C
II	664677	664806	-	5UTR	YBR220C
II	666253	666471	-	5UTR	YBR221C
II	668351	669056	-	5UTR	YBR222C
II	670297	670320	-	5UTR	YBR223C
II	675134	675226	-	5UTR	YBR227C
II	674994	675313	+	5UTR	YBR228W
II	679221	679250	-	5UTR	YBR229C
II	680050	680271	-	5UTR	YBR230C
II	679572	680362	+	5UTR	YBR230W-A
II	683090	683356	-	5UTR	YBR231C
II	683274	683428	+	5UTR	YBR233W
II	684930	684977	+	5UTR	YBR233W-A
II	686592	686654	-	5UTR	YBR234C
II	686820	686901	+	5UTR	YBR235W
II	691693	691740	-	5UTR	YBR236C
II	691916	691969	+	5UTR	YBR237W
II	697302	697384	-	5UTR	YBR238C
II	699943	700105	-	5UTR	YBR239C
II	704055	704174	-	5UTR	YBR241C
II	704400	704670	+	5UTR	YBR242W
II	706793	706846	-	5UTR	YBR243C
II	706948	707528	+	5UTR	YBR244W
II	711533	711591	+	5UTR	YBR246W
II	714455	714677	-	5UTR	YBR247C
II	716465	716570	-	5UTR	YBR248C
II	717994	718130	-	5UTR	YBR249C
II	721298	721390	+	5UTR	YBR251W
II	722576	722611	+	5UTR	YBR252W
II	723053	723270	+	5UTR	YBR253W
II	724263	724276	-	5UTR	YBR254C
II	727074	727134	-	5UTR	YBR255C-A
II	724415	724456	+	5UTR	YBR255W
II	728102	728165	-	5UTR	YBR256C
II	728374	728885	+	5UTR	YBR257W
II	730162	730237	-	5UTR	YBR258C
II	730327	730387	+	5UTR	YBR259W
II	734639	734680	-	5UTR	YBR260C
II	735530	735567	-	5UTR	YBR261C
II	736040	736084	-	5UTR	YBR262C
II	736206	736264	+	5UTR	YBR263W
II	738369	738811	-	5UTR	YBR264C
II	738110	738582	+	5UTR	YBR265W
II	739674	739841	+	5UTR	YBR267W
II	741112	741299	+	5UTR	YBR268W
II	742576	742647	-	5UTR	YBR269C
II	744398	744641	-	5UTR	YBR270C
II	744594	744852	+	5UTR	YBR271W
II	747803	747833	-	5UTR	YBR272C
II	749371	749426	-	5UTR	YBR273C
II	749554	749594	+	5UTR	YBR274W
II	760043	760185	-	5UTR	YBR276C
II	760269	760294	+	5UTR	YBR278W
II	761212	761257	+	5UTR	YBR279W
II	764697	764767	-	5UTR	YBR280C
II	767606	767659	-	5UTR	YBR281C
II	767403	768240	+	5UTR	YBR282W
II	770415	771067	-	5UTR	YBR283C
II	773767	773922	+	5UTR	YBR285W
II	774671	774700	+	5UTR	YBR286W
II	776480	776571	+	5UTR	YBR287W
II	779463	779919	-	5UTR	YBR288C
II	779638	779667	+	5UTR	YBR289W
II	782550	782591	+	5UTR	YBR290W
II	784572	784619	-	5UTR	YBR291C
II	798522	798581	-	5UTR	YBR296C
II	799283	800523	+	5UTR	YBR297W
II	804475	804917	-	5UTR	YBR298C
II	805242	805351	+	5UTR	YBR299W
II	809097	809395	-	5UTR	YBR300C
III	111285	111916	+	5UTR	YCL001W
III	111675	111702	-	5UTR	YCL002C
III	108956	109105	+	5UTR	YCL004W
III	107712	108021	+	5UTR	YCL005W
III	105774	107023	+	5UTR	YCL005W-A
III	106853	106919	-	5UTR	YCL008C
III	105548	105615	-	5UTR	YCL009C
III	104350	104380	-	5UTR	YCL010C
III	103358	104329	-	5UTR	YCL011C
III	101788	101925	-	5UTR	YCL012C
III	95763	95911	-	5UTR	YCL016C
III	94270	94385	-	5UTR	YCL017C
III	91179	91324	+	5UTR	YCL018W
III	83530	83620	+	5UTR	YCL021W-A
III	77919	78023	-	5UTR	YCL025C
III	75285	75412	-	5UTR	YCL026C-A
III	73986	74099	-	5UTR	YCL026C-B
III	71658	71803	+	5UTR	YCL027W
III	70118	70150	+	5UTR	YCL028W
III	69921	70020	-	5UTR	YCL029C
III	68333	68419	-	5UTR	YCL030C
III	65568	65644	-	5UTR	YCL031C
III	63067	63441	+	5UTR	YCL032W
III	63282	63467	-	5UTR	YCL033C
III	61602	61658	+	5UTR	YCL034W
III	61173	61288	-	5UTR	YCL035C
III	58971	59026	+	5UTR	YCL036W
III	58678	58745	-	5UTR	YCL037C
III	56527	56628	-	5UTR	YCL038C
III	52602	52645	+	5UTR	YCL039W
III	50698	50838	+	5UTR	YCL040W
III	50221	50326	-	5UTR	YCL043C
III	48364	48447	-	5UTR	YCL044C
III	46905	46969	-	5UTR	YCL045C
III	44437	44448	-	5UTR	YCL047C
III	40724	40779	-	5UTR	YCL049C
III	38801	39452	-	5UTR	YCL050C
III	35556	35865	+	5UTR	YCL051W
III	35393	35762	-	5UTR	YCL052C
III	31406	31449	+	5UTR	YCL054W
III	27872	27929	+	5UTR	YCL055W
III	27359	27812	-	5UTR	YCL056C
III	24325	24600	-	5UTR	YCL057C-A
III	24760	24768	+	5UTR	YCL057W
III	23533	23584	+	5UTR	YCL058W-A
III	23379	23625	-	5UTR	YCL059C
III	17223	17290	+	5UTR	YCL063W
III	16880	16899	-	5UTR	YCL064C
III	118348	118403	-	5UTR	YCR002C
III	118598	118620	+	5UTR	YCR003W
III	120318	120518	-	5UTR	YCR004C
III	122328	122391	-	5UTR	YCR005C
III	123003	123419	-	5UTR	YCR006C
III	126730	127544	-	5UTR	YCR007C
III	127978	128470	+	5UTR	YCR008W
III	131542	131598	-	5UTR	YCR009C
III	133124	133630	-	5UTR	YCR010C
III	136873	137033	-	5UTR	YCR011C
III	137624	137746	+	5UTR	YCR012W
III	142170	142485	-	5UTR	YCR015C
III	143547	143634	+	5UTR	YCR016W
III	147634	147703	-	5UTR	YCR017C
III	152558	152837	+	5UTR	YCR019W
III	154659	155057	-	5UTR	YCR020C
III	155096	155114	-	5UTR	YCR020C-A
III	155254	155320	+	5UTR	YCR020W-B
III	157107	157227	-	5UTR	YCR021C
III	157765	158029	-	5UTR	YCR022C
III	160373	160450	-	5UTR	YCR023C
III	162222	162378	-	5UTR	YCR024C
III	163067	163275	-	5UTR	YCR024C-A
III	162865	163065	-	5UTR	YCR024C-B
III	163856	164478	-	5UTR	YCR025C
III	166339	166421	-	5UTR	YCR026C
III	167999	168213	-	5UTR	YCR027C
III	172424	172542	-	5UTR	YCR028C
III	173440	173612	-	5UTR	YCR028C-A
III	176438	177398	-	5UTR	YCR030C
III	178220	178248	-	5UTR	YCR031C
III	190538	190592	+	5UTR	YCR034W
III	193018	193341	-	5UTR	YCR035C
III	193253	193297	+	5UTR	YCR036W
III	197185	197216	-	5UTR	YCR037C
III	206644	206704	-	5UTR	YCR043C
III	207950	208021	-	5UTR	YCR044C
III	206900	208751	+	5UTR	YCR045W-A
III	210423	210649	-	5UTR	YCR046C
III	211545	211672	-	5UTR	YCR047C
III	211875	211929	+	5UTR	YCR048W
III	214047	214071	+	5UTR	YCR051W
III	214871	214994	+	5UTR	YCR052W
III	216570	216697	+	5UTR	YCR053W
III	220067	220122	-	5UTR	YCR054C
III	223228	223323	-	5UTR	YCR057C
III	224230	224264	-	5UTR	YCR059C
III	224374	224399	+	5UTR	YCR060W
III	225490	225563	+	5UTR	YCR061W
III	227162	228318	+	5UTR	YCR063W
III	228505	228507	-	5UTR	YCR064C
III	228353	229310	+	5UTR	YCR065W
III	231427	231500	+	5UTR	YCR066W
III	236322	236459	-	5UTR	YCR067C
III	237073	237214	+	5UTR	YCR068W
III	237548	239055	+	5UTR	YCR069W
III	240543	240595	-	5UTR	YCR071C
III	242352	242408	-	5UTR	YCR072C
III	246917	246963	+	5UTR	YCR073W-A
III	248815	248845	-	5UTR	YCR075C
III	248734	248975	+	5UTR	YCR075W-A
III	250045	250067	-	5UTR	YCR076C
III	252628	252671	-	5UTR	YCR077C
III	252784	252845	+	5UTR	YCR079W
III	257378	258883	+	5UTR	YCR082W
III	259543	259578	+	5UTR	YCR083W
III	262452	262679	-	5UTR	YCR084C
III	263094	263392	+	5UTR	YCR086W
III	264467	264885	-	5UTR	YCR087C-A
III	264652	265068	+	5UTR	YCR088W
III	272863	273282	-	5UTR	YCR090C
III	274330	274404	+	5UTR	YCR091W
III	279820	279866	-	5UTR	YCR092C
III	286707	286762	+	5UTR	YCR094W
III	289258	289315	-	5UTR	YCR095C
III	289476	289639	+	5UTR	YCR095W-A
III	293791	293835	+	5UTR	YCR097W
III	298605	298843	-	5UTR	YCR098C
III	301299	301517	-	5UTR	YCR099C
III	305467	305537	-	5UTR	YCR102C
III	310957	310958	+	5UTR	YCR106W
IV	447891	447984	+	5UTR	YDL001W
IV	447578	447760	-	5UTR	YDL002C
IV	444556	444683	+	5UTR	YDL003W
IV	442975	443029	+	5UTR	YDL004W
IV	442309	442368	-	5UTR	YDL005C
IV	439525	439909	+	5UTR	YDL006W
IV	437992	438047	+	5UTR	YDL007W
IV	433423	433497	+	5UTR	YDL008W
IV	431770	432330	+	5UTR	YDL010W
IV	431517	432076	-	5UTR	YDL012C
IV	428906	429067	+	5UTR	YDL013W
IV	427215	427364	+	5UTR	YDL014W
IV	426934	427000	-	5UTR	YDL015C
IV	424072	424209	+	5UTR	YDL017W
IV	423510	423583	-	5UTR	YDL018C
IV	421514	421746	-	5UTR	YDL019C
IV	416708	416953	-	5UTR	YDL020C
IV	413883	413953	+	5UTR	YDL021W
IV	411682	411825	+	5UTR	YDL022W
IV	409857	409868	-	5UTR	YDL024C
IV	407206	408073	-	5UTR	YDL025C
IV	405290	405410	+	5UTR	YDL025W-A
IV	404497	404749	+	5UTR	YDL026W
IV	404957	405058	-	5UTR	YDL027C
IV	403291	403467	-	5UTR	YDL028C
IV	399302	399340	+	5UTR	YDL029W
IV	397393	397537	+	5UTR	YDL030W
IV	394144	394217	+	5UTR	YDL031W
IV	393912	393951	-	5UTR	YDL033C
IV	392057	392341	-	5UTR	YDL035C
IV	388901	388919	-	5UTR	YDL036C
IV	381438	381507	-	5UTR	YDL040C
IV	378031	378102	+	5UTR	YDL041W
IV	378445	378535	-	5UTR	YDL042C
IV	376480	376518	-	5UTR	YDL043C
IV	375289	375840	-	5UTR	YDL044C
IV	373608	373800	-	5UTR	YDL045C
IV	372028	372248	+	5UTR	YDL045W-A
IV	371180	371240	+	5UTR	YDL046W
IV	369553	369771	+	5UTR	YDL047W
IV	368211	368274	-	5UTR	YDL048C
IV	365874	366044	-	5UTR	YDL049C
IV	363846	363952	+	5UTR	YDL051W
IV	363583	364548	-	5UTR	YDL052C
IV	362256	362473	-	5UTR	YDL053C
IV	361285	361407	-	5UTR	YDL054C
IV	356759	356921	-	5UTR	YDL055C
IV	352765	352877	+	5UTR	YDL056W
IV	351381	351434	+	5UTR	YDL057W
IV	344953	345061	-	5UTR	YDL059C
IV	340798	341275	-	5UTR	YDL061C
IV	340134	340220	-	5UTR	YDL063C
IV	336663	337487	+	5UTR	YDL064W
IV	337277	337374	-	5UTR	YDL065C
IV	334807	334835	+	5UTR	YDL066W
IV	334396	334677	-	5UTR	YDL067C
IV	333487	333500	+	5UTR	YDL068W
IV	333810	333988	-	5UTR	YDL069C
IV	330699	331024	+	5UTR	YDL070W
IV	330447	330900	-	5UTR	YDL072C
IV	326427	326613	+	5UTR	YDL073W
IV	326149	326221	-	5UTR	YDL074C
IV	321684	322226	+	5UTR	YDL075W
IV	321552	321699	-	5UTR	YDL076C
IV	316388	316767	-	5UTR	YDL078C
IV	314748	315255	-	5UTR	YDL079C
IV	312471	312663	-	5UTR	YDL080C
IV	310122	310492	-	5UTR	YDL081C
IV	306838	308424	+	5UTR	YDL082W
IV	307789	309912	-	5UTR	YDL083C
IV	305069	305237	+	5UTR	YDL084W
IV	302670	306795	-	5UTR	YDL085C-A
IV	302294	303211	+	5UTR	YDL085W
IV	302089	302259	-	5UTR	YDL086C-A
IV	301219	301413	+	5UTR	YDL086W
IV	300999	301288	-	5UTR	YDL087C
IV	300003	300137	-	5UTR	YDL088C
IV	296497	296820	+	5UTR	YDL089W
IV	296329	296822	-	5UTR	YDL090C
IV	294759	294853	-	5UTR	YDL091C
IV	292739	292781	+	5UTR	YDL092W
IV	289830	289909	+	5UTR	YDL093W
IV	286984	287059	+	5UTR	YDL095W
IV	286695	286753	-	5UTR	YDL097C
IV	285165	285254	-	5UTR	YDL098C
IV	283365	283419	+	5UTR	YDL099W
IV	283176	283232	-	5UTR	YDL100C
IV	281848	281897	-	5UTR	YDL101C
